cls	cls_label	textdef_count	xref_count	named_superclass_count	anon_superclass_count	named_equiv_count	anon_equiv_count
MONDO:0004406	"adult central nervous system mixed germ cell tumor"	1	3	1	0	1	1
MONDO:0003940	"Kummell disease"	1	6	1	0	1	1
MONDO:0000611	"pre-malignant neoplasm"	1	1	0	0	0	0
MONDO:0011198	"spondyloepimetaphyseal dysplasia, Missouri type"	1	6	3	0	3	0
MONDO:0010274	"TGCT1"	0	3	1	0	1	0
MONDO:0013192	"spondyloarthropathy, susceptibility to, 3"	0	1	1	0	1	0
MONDO:0013511	"cyanosis, transient neonatal"	0	2	1	0	1	0
MONDO:0011755	"SLSN3"	0	3	1	0	1	0
MONDO:0007325	"choreoathetosis, familial inverted"	0	3	1	0	1	0
MONDO:0007744	"cholesterol-ester transfer protein deficiency"	0	6	3	0	3	0
MONDO:0001207	"neonatal respiratory failure"	0	6	1	0	1	0
MONDO:0009126	"duodenal atresia (disease)"	1	12	4	0	4	0
MONDO:0012474	"autosomal dominant nocturnal frontal lobe epilepsy 4"	1	4	1	0	1	1
MONDO:0001002	"obsolete pulmonary siderosis"	0	0	0	0	0	0
MONDO:0013924	"osteogenesis imperfecta type 13"	1	4	1	0	1	1
MONDO:0005557	"calcium metabolic disease"	1	14	2	0	2	1
MONDO:0017435	"popliteal pterygium syndrome"	1	7	3	0	3	0
MONDO:0016699	"myxopapillary ependymoma"	1	8	3	0	3	0
MONDO:0008461	"splenomegaly syndrome with splenic Germinal center hypoplasia and reduced circulating T helper cells"	0	3	1	0	1	0
MONDO:0017064	"thoracolumbosacral spina bifida aperta"	0	2	1	0	1	0
MONDO:0009310	"granulomatous disease, chronic, autosomal recessive, cytochrome b-positive, type 2"	1	4	1	0	1	1
MONDO:0002937	"nodular basal cell carcinoma"	1	4	2	0	2	0
MONDO:0020047	"autosomal recessive syndromic cerebellar ataxia"	0	2	1	0	1	0
MONDO:0009669	"Werdnig-Hoffmann disease"	1	11	4	0	4	0
MONDO:0032835	"spondyloepiphyseal dysplasia, nishimura type"	0	1	1	0	1	0
MONDO:0009303	"anti-glomerular basement membrane disease"	1	14	5	0	5	0
MONDO:0002956	"skin cystic basal cell carcinoma"	0	4	2	0	2	0
MONDO:0016674	"46,XY partial gonadal dysgenesis"	1	4	2	0	2	0
MONDO:0014087	"Smith-McCort dysplasia 2"	1	2	1	0	1	1
MONDO:0019717	"chromosomal disease with overgrowth"	0	2	1	0	1	1
MONDO:0015724	"non-distal trisomy 13q"	1	3	2	0	2	0
MONDO:0008514	"syndactyly type 3"	1	7	3	0	3	1
MONDO:0008785	"sideroblastic anemia 2"	0	4	1	0	1	0
MONDO:0008954	"peroxisome biogenesis disorder 2A (Zellweger)"	0	2	1	0	1	0
MONDO:0011211	"axial spondylometaphyseal dysplasia"	1	6	2	0	2	0
MONDO:0015775	"non-rhizomelic chondrodysplasia punctata"	1	2	1	0	1	0
MONDO:0044250	"obsolete tongue curling, folding, or rolling"	0	1	0	0	0	0
MONDO:0004539	"aortic malignant tumor"	1	3	1	0	1	1
MONDO:0004467	"mature gastric teratoma"	1	3	1	0	1	1
MONDO:0001244	"vitamin K deficiency hemorrhagic disease"	1	9	2	0	2	0
MONDO:0020504	"genetic recurrent myoglobinuria"	1	3	2	0	2	0
MONDO:0004202	"adrenal medulla carcinoma"	1	1	0	0	0	1
MONDO:0020485	"King-Denborough syndrome"	1	7	2	0	2	0
MONDO:0003612	"uterine ligament cancer"	1	3	1	0	1	1
MONDO:0014337	"complex cortical dysplasia with other brain malformations 5"	1	3	1	0	1	1
MONDO:0008577	"toe, misshapen"	0	1	1	0	1	0
MONDO:0024271	"intestinal helminthiasis"	1	3	1	0	1	1
MONDO:0016181	"solid tumor associated with an acquired peripheral neuropathy"	0	2	1	0	1	0
MONDO:0021139	"congenital or acquired"	0	0	0	0	0	0
MONDO:0043087	"thickened earlobes with conductive deafness from incus-stapes abnormalities"	0	3	0	0	0	0
MONDO:0002765	"plantar verrucous skin carcinoma"	1	3	1	0	1	1
MONDO:0001223	"parathyroid gland disease"	1	11	3	0	3	1
MONDO:0003482	"Pediculus humanus corporis infestation"	1	5	1	0	1	1
MONDO:0001256	"arteriovenous hemangioma/malformation"	1	9	2	0	2	0
MONDO:0017190	"sporadic pheochromocytoma/secreting paraganglioma"	1	5	1	0	1	0
MONDO:0011558	"Usher syndrome type 2C"	1	6	2	0	2	0
MONDO:0019114	"psychogenic movement disorders"	1	4	1	0	1	0
MONDO:0017535	"central polydactyly of fingers, unilateral"	0	2	1	0	1	0
MONDO:0015524	"hyperplastic polyposis syndrome"	1	4	2	0	2	0
MONDO:0020603	"X-linked chondrodysplasia punctata 2"	1	3	1	0	1	1
MONDO:0001307	"corneal abscess"	1	6	2	0	2	0
MONDO:0005293	"flatfoot"	1	5	3	0	3	0
MONDO:0011377	"long QT syndrome 3"	1	8	2	0	2	1
MONDO:0008429	"singleton-Merten dysplasia"	1	9	3	0	3	0
MONDO:0021259	"prostate neoplasm"	1	5	2	0	2	1
MONDO:0003345	"hilar cholangiocarcinoma"	1	10	4	0	4	1
MONDO:0005845	"meningoencephalitis"	1	8	3	0	3	1
MONDO:0011585	"autosomal recessive distal spinal muscular atrophy 2"	1	7	3	0	3	0
MONDO:0011059	"holoprosencephaly-craniosynostosis syndrome"	1	7	3	0	3	0
MONDO:0009040	"craniosynostosis-mental retardation syndrome of 51N and Gettig"	0	4	1	0	1	0
MONDO:0010563	"blue cone monochromacy"	1	8	3	0	3	0
MONDO:0004255	"Wolffian adnexal tumor"	1	5	1	0	1	1
MONDO:0003651	"macrotrabecular hepatoblastoma"	1	3	1	0	1	0
MONDO:0011275	"acromesomelic dysplasia, Maroteaux type"	1	7	3	0	3	0
MONDO:0044716	"obsolete STAG1-related intellectual disability-facial dysmorphism-gastroesophageal reflux syndrome"	0	0	0	0	0	0
MONDO:0023065	"obsolete encephalopathy recurrent of childhood"	0	0	0	0	0	0
MONDO:0016835	"14q11.2 microduplication syndrome"	1	3	1	0	1	0
MONDO:0015414	"paramedian nasal cleft"	1	4	2	0	2	0
MONDO:0016523	"bronchogenic cyst (disease)"	1	6	1	0	1	0
MONDO:0008950	"cerebral sclerosis similar to Pelizaeus-Merzbacher disease"	0	3	1	0	1	0
MONDO:0032804	"ectodermal dysplasia 15, hypohidrotic/hair type"	0	1	1	0	1	0
MONDO:0021122	"obsolete small cell neuroendocrine carcinoma"	0	0	0	0	0	0
MONDO:0013046	"glycogen storage disease due to muscle beta-enolase deficiency"	1	6	2	0	2	0
MONDO:0006504	"acquired metabolic disease"	1	2	1	0	1	1
MONDO:0008225	"normokalemic periodic paralysis"	0	6	3	0	3	0
MONDO:0006792	"hyperglobulinemic purpura"	1	5	2	0	2	0
MONDO:0020760	"skin squamous cell carcinoma in situ"	1	1	1	0	1	1
MONDO:0003600	"cutaneous liposarcoma"	1	3	1	0	1	1
MONDO:0005044	"hypertensive disorder"	1	12	3	0	3	0
MONDO:0021979	"Basaran Yilmaz syndrome"	1	3	0	0	0	0
MONDO:0019604	"acquired monoclonal Ig light chain-associated Fanconi syndrome"	1	5	2	0	2	0
MONDO:0006632	"osteoarthritis, hand"	1	1	1	0	1	0
MONDO:0006511	"obsolete developmental dysplasia of the hip"	0	0	0	0	0	0
MONDO:0015457	"corpus callosum agenesis-double urinary collecting system syndrome"	0	5	1	0	1	0
MONDO:0016111	"non-dystrophic myopathy with collagen 6 anomaly"	0	1	1	0	1	0
MONDO:0018407	"male infertility due to obstructive azoospermia of genetic origin"	0	2	1	0	1	1
MONDO:0010094	"spondylocarpotarsal synostosis syndrome"	1	10	3	0	3	0
MONDO:0004785	"blepharitis"	1	14	2	0	2	1
MONDO:0024456	"anterior segment dysgenesis 3"	1	4	1	0	1	1
MONDO:0000709	"Crohn ileitis"	1	10	2	0	2	1
MONDO:0010420	"X-linked erythropoietic protoporphyria"	1	5	2	0	2	1
MONDO:0018575	"microcephalic primordial dwarfism-insulin resistance syndrome"	0	3	1	0	1	0
MONDO:0008572	"tibia, hypoplasia or aplasia of, with polydactyly"	0	2	1	0	1	0
MONDO:0008383	"rheumatoid arthritis"	1	11	4	0	4	1
MONDO:0020412	"congenital patent ductus arteriosus aneurysm"	1	3	2	0	2	0
MONDO:0001528	"vulva cancer"	1	8	2	0	2	1
MONDO:0012218	"ADDWOC"	0	3	1	0	1	0
MONDO:0004407	"stroma-dominant and stroma-poor composite ganglioneuroblastoma"	1	3	1	0	1	0
MONDO:0002144	"obsolete hyperuricemia (disease)"	0	6	0	0	0	0
MONDO:0004540	"epithelioid malignant peripheral nerve sheath tumor"	1	5	3	0	3	0
MONDO:0032795	"intellectual developmental disorder 59"	0	1	1	0	1	0
MONDO:0017324	"autosomal recessive hypophosphatemic rickets"	1	5	2	0	2	1
MONDO:0013967	"peroxisome biogenesis disorder 14B"	1	2	1	0	1	1
MONDO:0018467	"nephropathic infantile cystinosis"	1	4	1	0	1	1
MONDO:0001164	"antisocial personality disorder"	1	7	2	0	2	0
MONDO:0014505	"epileptic encephalopathy, early infantile, 27"	1	2	1	0	1	1
MONDO:0003542	"dental pulp calcification"	0	5	1	0	1	0
MONDO:0009100	"IDDM 1"	0	1	1	0	1	0
MONDO:0002058	"breast adenoma"	1	3	1	0	1	1
MONDO:0032907	"lymphatic malformation 8"	0	1	1	0	1	0
MONDO:0015444	"obsolete cleidocranial dysplasia"	0	0	0	0	0	0
MONDO:0005587	"obsolete non-Hodgkins lymphoma"	0	0	0	0	0	0
MONDO:0008512	"syndactyly type 1"	1	10	3	0	3	0
MONDO:0010036	"congenital secretory sodium diarrhea 3"	1	3	1	0	1	1
MONDO:0008424	"sella turcica, bridged"	0	2	1	0	1	0
MONDO:0017854	"obsolete T-b+ severe combined immunodeficiency"	0	0	0	0	0	0
MONDO:0003731	"adult central nervous system teratoma"	1	3	1	0	1	1
MONDO:0003730	"aleukemic leukemia"	1	7	2	0	2	0
MONDO:0011392	"autosomal recessive nonsyndromic deafness 20"	1	5	1	0	1	0
MONDO:0010972	"hydrocephalus-costovertebral dysplasia-Sprengel anomaly syndrome"	1	6	3	0	3	0
MONDO:0016623	"obsolete rare deficiency anemia"	1	1	0	0	0	0
MONDO:0042602	"Samson-Viljoen syndrome"	0	3	0	0	0	0
MONDO:0016500	"acute sensory ataxic neuropathy"	1	4	2	0	2	0
MONDO:0044788	"perihilar intrahepatic cholangiocarcinoma"	1	2	2	0	2	0
MONDO:0006101	"obsolete Bartholin gland squamous cell carcinoma"	0	0	0	0	0	0
MONDO:0006907	"pilar sheath acanthoma"	1	5	3	0	3	0
MONDO:0004597	"pulmonary embolism and infarction"	1	7	3	0	3	0
MONDO:0001648	"esophageal candidiasis"	1	6	2	0	2	0
MONDO:0003287	"central nervous system leiomyoma"	1	3	1	0	1	1
MONDO:0016327	"mitochondrial disease with hypertrophic cardiomyopathy"	0	2	1	0	1	1
MONDO:0043120	"male pseudohermaphroditism due to defective lh molecule"	0	4	0	0	0	0
MONDO:0018317	"growth retardation-mild developmental delay-chronic hepatitis syndrome"	0	2	1	0	1	0
MONDO:0010033	"generalized peeling skin syndrome"	1	6	2	0	2	0
MONDO:0056796	"obstructive nephropathy"	1	5	2	0	2	0
MONDO:0011405	"poikiloderma with neutropenia"	1	5	2	0	2	0
MONDO:0015400	"frontonasal arteriovenous malformation"	1	2	1	0	1	0
MONDO:0011972	"ovarian hyperstimulation syndrome"	1	9	3	0	3	0
MONDO:0017317	"phakomatosis pigmentokeratotica"	1	6	2	0	2	0
MONDO:0016503	"congenital erosive and vesicular dermatosis"	0	1	1	0	1	0
MONDO:0000095	"obsolete split-hand/foot malformation"	0	1	0	0	0	0
MONDO:0010629	"impacted teeth, multiple"	0	1	1	0	1	0
MONDO:0025517	"shrimp allergy"	1	1	0	0	0	1
MONDO:0000834	"bone deterioration disease"	1	1	0	0	0	0
MONDO:0044283	"obsolete body mass index quantitative trait locus 18"	0	1	0	0	0	0
MONDO:0012950	"ANIB10"	0	3	1	0	1	0
MONDO:0045052	"benign osteogenic neoplasm"	1	1	1	0	1	1
MONDO:0003153	"adult brainstem glioma"	1	3	1	0	1	1
MONDO:0007663	"glaucoma with elevated episcleral venous pressure"	0	3	1	0	1	0
MONDO:0004880	"bowel dysfunction"	1	5	1	0	1	1
MONDO:0012288	"iridogoniodysgenesis and skeletal anomalies"	0	4	1	0	1	0
MONDO:0013612	"Geleophysic dysplasia 2"	1	2	1	0	1	1
MONDO:0014846	"autosomal recessive cerebellar ataxia - epilepsy - intellectual disability syndrome due to TUD deficiency"	0	4	2	0	2	0
MONDO:0008759	"oxoglutaricaciduria"	1	7	3	0	3	0
MONDO:0015912	"MYH-9 related disease"	1	6	2	0	2	0
MONDO:0008844	"Athrombia, essential"	0	3	1	0	1	0
MONDO:0007942	"Mammastatin"	0	1	1	0	1	0
MONDO:0006456	"thymoma (disease)"	1	13	5	0	5	0
MONDO:0021368	"neoplasm of major salivary gland"	1	3	2	0	2	1
MONDO:0007629	"fragile site 10Q23"	0	2	1	0	1	0
MONDO:0014442	"Bardet-Biedl syndrome 14"	1	5	1	0	1	1
MONDO:0014443	"Bardet-Biedl syndrome 15"	1	4	1	0	1	1
MONDO:0014441	"Bardet-Biedl syndrome 13"	1	5	1	0	1	1
MONDO:0014440	"Bardet-Biedl syndrome 12"	1	7	2	0	2	1
MONDO:0020210	"syndromic hyperopia"	1	2	1	0	1	1
MONDO:0024813	"pulmonary sulcus neoplasm"	1	1	1	0	1	0
MONDO:0011223	"amyotrophic lateral sclerosis type 4"	1	7	2	0	2	1
MONDO:0015024	"ectodermal dysplasia 12, hypohidrotic/hair/tooth/nail type"	1	2	1	0	1	1
MONDO:0004516	"bulbomembranous urethral cancer"	0	3	1	0	1	0
MONDO:0012918	"primary ciliary dyskinesia 10"	1	5	1	0	1	1
MONDO:0003928	"uterine corpus myxoid leiomyosarcoma"	1	4	2	0	2	1
MONDO:0011189	"arrhythmogenic right ventricular dysplasia 4"	1	5	1	0	1	0
MONDO:0017808	"duplication of the pituitary gland"	0	3	1	0	1	0
MONDO:0005479	"atrial tachycardia"	1	4	3	0	3	0
MONDO:0032876	"neurodevelopmental disorder with absent language and variable seizures"	0	1	1	0	1	0
MONDO:0014444	"Bardet-Biedl syndrome 16"	1	4	1	0	1	1
MONDO:0014445	"Bardet-Biedl syndrome 17"	1	4	1	0	1	1
MONDO:0014446	"Bardet-Biedl syndrome 18"	1	4	1	0	1	1
MONDO:0014447	"Bardet-Biedl syndrome 19"	1	4	1	0	1	1
MONDO:0011148	"Spondylospinal thoracic dysostosis"	1	4	1	0	1	0
MONDO:0011188	"arrhythmogenic right ventricular dysplasia 3"	1	5	1	0	1	0
MONDO:0002709	"obsolete Kallmann syndrome"	0	0	0	0	0	0
MONDO:0015806	"adult intestinal botulism"	1	4	2	0	2	1
MONDO:0017651	"primary myoclonus"	0	1	1	0	1	0
MONDO:0040678	"infiltrating urothelial carcinoma"	1	2	1	0	1	1
MONDO:0011120	"neural tube defects, folate-sensitive"	0	2	1	0	1	0
MONDO:0015833	"pseudounicornuate uterus"	1	2	1	0	1	0
MONDO:0016137	"acute and subacute inflammatory demyelinating polyneuropathy"	0	1	1	0	1	0
MONDO:0008989	"citrulline transport defect"	0	4	1	0	1	0
MONDO:0009076	"autosomal recessive nonsyndromic deafness 1A"	1	6	2	0	2	0
MONDO:0030077	"vertebral, cardiac, renal, and limb defects syndrome 3"	0	1	1	0	1	0
MONDO:0008068	"navicular bone, accessory"	0	3	1	0	1	0
MONDO:0001252	"Plummer disease"	1	9	3	0	3	0
MONDO:0002855	"ectomesenchymoma"	1	5	1	0	1	0
MONDO:0032739	"spermatogenic failure 36"	0	1	1	0	1	0
MONDO:0003961	"obsolete cervical large cell neuroendocrine carcinoma"	0	0	0	0	0	0
MONDO:0060724	"glycosylphosphatidylinositol biosynthesis defect 17"	0	2	1	0	1	0
MONDO:0044227	"obsolete dimples, facial"	0	1	0	0	0	0
MONDO:0014311	"autosomal recessive spinocerebellar ataxia 15"	1	5	2	0	2	1
MONDO:0001030	"keratoconus, stable condition"	0	6	1	0	1	0
MONDO:0014819	"autosomal dominant Robinow syndrome 3"	1	4	1	0	1	1
MONDO:0008019	"mullerian aplasia and hyperandrogenism"	1	6	3	0	3	0
MONDO:0002814	"adrenal carcinoma"	1	1	0	0	0	1
MONDO:0024468	"anterior pituitary gland disease"	1	3	1	0	1	1
MONDO:0015626	"Charcot-Marie-Tooth disease"	1	10	3	0	3	0
MONDO:0003901	"cerebellar hemangioblastoma"	1	3	1	0	1	1
MONDO:0006800	"ideomotor apraxia"	1	6	2	0	2	0
MONDO:0009293	"glycogen storage disease V"	1	11	4	0	4	1
MONDO:0001234	"adhesive otitis media"	1	7	1	0	1	0
MONDO:0023286	"graphite pneumoconiosis"	0	4	1	0	1	0
MONDO:0008248	"pigmented purpuric eruption"	0	5	2	0	2	0
MONDO:0015454	"multiple carboxylase deficiency"	1	9	1	0	1	0
MONDO:0009179	"recessive dystrophic epidermolysis bullosa"	1	7	3	0	3	0
MONDO:0007180	"Axenfeld-Rieger anomaly with partially absent eye muscles, distinctive face, hydrocephaly, and skeletal abnormalities"	0	4	2	0	2	0
MONDO:0025514	"livedoid vasculopathy"	1	8	1	0	1	1
MONDO:0025417	"fowlpox"	1	1	0	0	0	0
MONDO:0000670	"cortical deafness"	1	2	0	0	0	0
MONDO:0014040	"autosomal recessive osteopetrosis 8"	1	4	2	0	2	1
MONDO:0021224	"iris neoplasm"	1	2	1	0	1	1
MONDO:0004131	"anal verrucous carcinoma"	1	3	1	0	1	1
MONDO:0017401	"familial isolated arrhythmogenic ventricular dysplasia, left dominant form"	0	3	1	0	1	0
MONDO:0001190	"Brucella suis brucellosis"	1	1	0	0	0	1
MONDO:0000848	"obsolete axial osteomalacia"	0	0	0	0	0	0
MONDO:0018491	"3-phosphoglycerate dehydrogenase deficiency"	0	4	2	0	2	0
MONDO:0014982	"myopia 25, autosomal dominant"	1	2	1	0	1	1
MONDO:0009041	"craniosynostosis-mental retardation-clefting syndrome"	1	7	1	0	1	0
MONDO:0007520	"ectrodactyly, ectodermal dysplasia, and cleft lip-palate syndrome 1"	1	4	1	0	1	0
MONDO:0007899	"lichen sclerosus et atrophicus"	1	8	3	0	3	0
MONDO:0100085	"cancer of long bone of upper limb"	1	0	0	0	0	1
MONDO:0019534	"mixed-type autoimmune hemolytic anemia"	1	4	2	0	2	0
MONDO:0016855	"Mowat-Wilson syndrome due to monosomy 2q22"	0	3	1	0	1	0
MONDO:0003193	"bile duct adenocarcinoma"	1	3	1	0	1	1
MONDO:0013008	"combined immunodeficiency due to STIM1 deficiency"	1	6	2	0	2	0
MONDO:0018748	"linear IgA Dermatosis"	1	7	2	0	2	0
MONDO:0000692	"obsolete Kleine-Levin syndrome"	0	0	0	0	0	0
MONDO:0007613	"obsolete fibromuscular dysplasia of arteries"	0	0	0	0	0	0
MONDO:0010087	"Sugarman brachydactyly"	1	4	2	0	2	0
MONDO:0006302	"micropapillary serous carcinoma"	1	2	2	0	2	0
MONDO:0006570	"lichen disease"	1	8	2	0	2	0
MONDO:0006237	"granulocytic sarcoma"	1	2	2	0	2	0
MONDO:0015982	"obsolete rare genetic intellectual disability"	1	2	0	0	0	0
MONDO:0014384	"hypotrichosis 12"	1	3	1	0	1	1
MONDO:0012386	"trichoscyphodysplasia"	0	4	1	0	1	0
MONDO:0011882	"skin fragility-woolly hair-palmoplantar keratoderma syndrome"	0	6	2	0	2	0
MONDO:0004495	"myotonic cataract"	1	6	2	0	2	0
MONDO:0003119	"obsolete histiocytoid hemangioma"	0	0	0	0	0	0
MONDO:0001270	"stone in bladder diverticulum"	0	6	1	0	1	0
MONDO:0003147	"space motion sickness"	1	4	1	0	1	0
MONDO:0020643	"autism susceptibility 1"	0	1	1	0	1	0
MONDO:0019952	"congenital myopathy"	0	5	1	0	1	0
MONDO:0002335	"chronic inflammatory demyelinating polyneuritis"	1	5	2	0	2	1
MONDO:0000313	"hypophosphatemia (disease)"	1	6	2	0	2	1
MONDO:0000630	"immune system organ benign neoplasm"	1	1	0	0	0	1
MONDO:0002887	"bile duct disease"	1	5	2	0	2	1
MONDO:0007545	"Eosinophilopenia"	0	2	1	0	1	0
MONDO:0005320	"tibia fracture"	1	4	2	0	2	1
MONDO:0002246	"perichondritis of auricle"	1	9	1	0	1	0
MONDO:0002018	"obsolete Leber congenital amaurosis"	0	0	0	0	0	0
MONDO:0009061	"cystic fibrosis"	1	16	4	0	4	0
MONDO:0005478	"torsades de pointes"	1	5	2	0	2	0
MONDO:0002697	"ovarian gonadoblastoma (disease)"	1	8	5	0	5	1
MONDO:0023255	"glossopalatine ankylosis micrognathia ear anomalies"	0	1	0	0	0	0
MONDO:0007576	"esophageal cancer"	1	16	3	0	3	1
MONDO:0009829	"pallidal degeneration, progressive, with retinitis pigmentosa"	0	3	1	0	1	0
MONDO:0014285	"congenital dyserythropoietic anemia type type 1B"	0	2	1	0	1	0
MONDO:0005959	"sick building syndrome"	1	5	2	0	2	0
MONDO:0010086	"sudden infant death syndrome"	1	12	4	0	4	0
MONDO:0006755	"euthyroid sick syndrome"	1	10	3	0	3	0
MONDO:0021684	"obsolete infectious disease of central nervous system"	0	0	0	0	0	0
MONDO:0005424	"elephantiasis"	1	4	1	0	1	0
MONDO:0009315	"congenital factor XII deficiency"	1	10	4	0	4	0
MONDO:0054869	"nondystrophic myotonia"	0	2	0	0	0	0
MONDO:0021071	"laryngeal neoplasm"	1	5	3	0	3	1
MONDO:0013900	"alternating hemiplegia of childhood 2"	1	2	1	0	1	1
MONDO:0009409	"hypervitaminosis a, susceptibility to"	0	1	1	0	1	0
MONDO:0001931	"pericholangitis"	1	4	2	0	2	0
MONDO:0005077	"pertussis"	1	19	4	0	4	1
MONDO:0003237	"adenomyoma of uterine corpus"	1	3	1	0	1	1
MONDO:0043519	"burn"	1	4	3	0	3	0
MONDO:0017823	"somatomammotropinoma"	0	3	1	0	1	0
MONDO:0018899	"posterior cortical atrophy"	1	4	2	0	2	0
MONDO:0011891	"febrile seizures, familial, 8"	1	5	2	0	2	1
MONDO:0008167	"dermoid cyst of ovary"	1	5	2	0	2	1
MONDO:0017655	"progressive epilepsy and/or ataxia with myoclonus as a major feature"	0	1	1	0	1	0
MONDO:0006892	"partial sensory epilepsy"	1	3	1	0	1	0
MONDO:0010259	"retinitis pigmentosa 24"	1	5	1	0	1	0
MONDO:0012389	"MYP12"	0	3	1	0	1	0
MONDO:0010774	"striatonigral degeneration, infantile, mitochondrial"	0	3	1	0	1	0
MONDO:0003283	"epididymal neoplasm"	1	5	2	0	2	1
MONDO:0000535	"tonsil squamous cell carcinoma"	1	1	0	0	0	1
MONDO:0018833	"rare idiopathic macular telangiectasia"	0	2	1	0	1	0
MONDO:0023154	"fibromatosis multiple non ossifying"	0	3	1	0	1	0
MONDO:0009011	"constriction rings syndrome"	1	3	2	0	2	0
MONDO:0019366	"free sialic acid storage disease"	1	8	1	0	1	0
MONDO:0018345	"obsolete T+ B+ severe combined immunodeficiency"	0	0	0	0	0	0
MONDO:0013166	"GABA aminotransferase deficiency"	1	9	3	0	3	0
MONDO:0011922	"adult idiopathic neutropenia"	0	5	2	0	2	0
MONDO:0033864	"infantile hypotonia-oculomotor anomalies-hyperkinetic movements-developmental delay syndrome"	0	2	2	0	2	0
MONDO:0022900	"athyreotic congenital hypothyroidism"	1	1	0	0	0	0
MONDO:0008692	"abetalipoproteinemia"	1	9	4	0	4	0
MONDO:0010777	"cardiomyopathy, infantile hypertrophic"	0	2	1	0	1	0
MONDO:0021360	"tumor of parathyroid gland"	1	3	2	0	2	1
MONDO:0037938	"inborn disorder of aspartate family metabolism"	1	0	0	0	0	1
MONDO:0020647	"microcephaly, facial dysmorphism, renal agenesis, and ambiguous genitalia syndrome"	0	1	1	0	1	0
MONDO:0018606	"extensive peripapillary myelinated nerve fibers"	0	2	1	0	1	0
MONDO:0033198	"deafness, autosomal recessive 106"	0	2	1	0	1	0
MONDO:0012539	"Joubert syndrome 6"	1	4	1	0	1	1
MONDO:0008680	"Wilms tumor 2"	0	3	1	0	1	0
MONDO:0005726	"obsolete cysticercosis"	0	0	0	0	0	0
MONDO:0020509	"secondary syringomyelia"	1	2	1	0	1	0
MONDO:0001327	"pelvic muscle wasting"	0	3	0	0	0	0
MONDO:0009894	"short-rib thoracic dysplasia 6 with or without polydactyly"	1	4	2	0	2	0
MONDO:0001471	"histoplasmosis meningitis"	1	2	0	0	0	1
MONDO:0006185	"ductal or ductular proliferation"	1	1	1	0	1	0
MONDO:0000070	"mycobacterium tuberculosis, susceptibility"	0	1	0	0	0	1
MONDO:0003547	"obsolete histiocytic and dendritic cell cancer"	0	0	0	0	0	0
MONDO:0032819	"hypothyroidism, congenital, nongoitrous, 7"	0	1	1	0	1	0
MONDO:0015735	"severe congenital nemaline myopathy"	1	3	1	0	1	0
MONDO:0012414	"neuronal ceroid lipofuscinosis 10"	1	7	3	0	3	1
MONDO:0016754	"vestibular schwannoma (disease)"	1	4	1	0	1	0
MONDO:0006535	"obsolete cicatricial pemphigoid"	0	0	0	0	0	0
MONDO:0021054	"bone sarcoma"	1	6	3	0	3	1
MONDO:0003181	"lung adenoid cystic carcinoma"	1	6	3	0	3	1
MONDO:0021669	"post-infectious disorder"	0	2	1	0	1	1
MONDO:0018711	"intellectual disability-muscle weakness-short stature-facial dysmorphism syndrome"	0	2	1	0	1	0
MONDO:0004267	"squamous papillomatosis"	1	4	1	0	1	0
MONDO:0017782	"developmental and speech delay due to SOX5 deficiency"	1	1	1	0	1	0
MONDO:0006743	"endocrine tuberculosis"	1	3	1	0	1	1
MONDO:0020589	"cardiac germ cell tumor"	1	1	1	0	1	1
MONDO:0020517	"eosinophilic granuloma"	1	10	3	0	3	0
MONDO:0043193	"richieri-costa guion-almeida cohen syndrome"	0	3	0	0	0	0
MONDO:0013213	"CIHL"	0	1	1	0	1	0
MONDO:0008835	"asthma, short stature, and elevated IgA"	0	3	1	0	1	0
MONDO:0019978	"Robinow syndrome"	1	8	3	0	3	0
MONDO:0003281	"ovarian cystic teratoma"	1	3	1	0	1	1
MONDO:0004897	"hypotropia"	1	6	2	0	2	0
MONDO:0054722	"geleophysic dysplasia 3"	0	1	1	0	1	0
MONDO:0012388	"MYP11"	0	3	1	0	1	0
MONDO:0005124	"leprosy"	1	22	4	0	4	1
MONDO:0017437	"amelia of upper limb"	1	4	2	0	2	1
MONDO:0009557	"mandibuloacral dysplasia with type A lipodystrophy"	1	9	4	0	4	0
MONDO:0007856	"palmoplantar keratoderma-esophageal carcinoma syndrome"	1	5	3	0	3	0
MONDO:0014234	"reticulate acropigmentation of Kitamura"	1	6	3	0	3	0
MONDO:0008194	"Paramolar tubercle of bolk"	0	2	2	0	2	0
MONDO:0009382	"PSHB"	0	1	1	0	1	0
MONDO:0010656	"intellectual disability, X-linked 1"	1	4	2	0	2	0
MONDO:0006551	"alopecia mucinosa"	1	9	3	0	3	1
MONDO:0022469	"obsolete aortic arches defect"	0	0	0	0	0	0
MONDO:0008683	"Wilms tumor 3"	0	3	1	0	1	0
MONDO:0018585	"pediatric arterial ischemic stroke"	0	2	1	0	1	1
MONDO:0002224	"malignant ovarian cyst"	1	3	1	0	1	1
MONDO:0006092	"appendix villous adenoma"	1	3	2	0	2	1
MONDO:0002458	"obsolete acute pancreatitis"	0	0	0	0	0	0
MONDO:0013750	"atrial heart septal defect 8"	1	3	1	0	1	1
MONDO:0009538	"lymphoid system deterioration, progressive"	0	3	1	0	1	0
MONDO:0004297	"lymphoepithelioma-like thymic carcinoma"	1	3	1	0	1	0
MONDO:0011311	"glaucoma 1, open angle, f"	0	2	1	0	1	0
