cls	clsLabel	numSuperCls
http://identifiers.org/hgnc/24539	"NECAP1"	1
MONDO:0971044	"Ehlers-Danlos syndrome, classic-like, 3"	1
MONDO:0005650	"Arenaviridae infectious disease"	1
http://identifiers.org/hgnc/19194	"HMCN1"	1
MONDO:0013603	"myopia 20, autosomal dominant"	1
HP:0001900	"Increased circulating hemoglobin concentration"	2
GO:1903488	"negative regulation of lactation"	4
MONDO:0044807	"inherited dystonia"	2
http://identifiers.org/hgnc/13872	"RIPOR2"	1
MONDO:0010969	"cone-rod dystrophy 5"	1
MONDO:0011491	"epilepsy, idiopathic generalized, susceptibility to, 7"	1
UBERON:0000015	"non-material anatomical boundary"	1
GO:0009967	"positive regulation of signal transduction"	4
MONDO:0007473	"Duane retraction syndrome"	3
MONDO:0002936	"scrotum basal cell carcinoma"	2
http://identifiers.org/hgnc/195	"ADAM17"	1
MONDO:0041186	"Rowell syndrome"	1
UBERON:0013232	"serous acinus"	1
MONDO:0800432	"obesity, susceptibility to"	1
MONDO:0043077	"weinstein kliman scully syndrome"	3
MONDO:0014971	"amelogenesis imperfecta, hypomaturation type, IIa6"	1
MONDO:0859361	"neurodevelopmental disorder with dysmorphic facies and ischiopubic hypoplasia"	1
MONDO:0022699	"cerebral palsy spastic hemiplegic"	1
MONDO:0009830	"parkinsonian-pyramidal syndrome"	1
GO:0042073	"intraciliary transport"	2
http://identifiers.org/hgnc/11566	"TAPBP"	1
MONDO:0010082	"subaortic stenosis-short stature syndrome"	1
http://identifiers.org/hgnc/15999	"SELENON"	1
GO:0050922	"negative regulation of chemotaxis"	3
http://identifiers.org/hgnc/19042	"MASTL"	1
MONDO:0019303	"premature aging syndrome"	1
MONDO:1012192	"neurological syndrome, horse"	1
MONDO:0011220	"parkinson disease 3, autosomal dominant"	1
MONDO:0010193	"Weaver syndrome"	4
NCBITaxon:9948	"Antilopinae"	1
ECTO:9000395	"exposure to paraquat"	1
CHEBI:33913	"corrinoid"	1
http://identifiers.org/hgnc/21308	"ELOVL5"	1
NCBITaxon:75966	"Trebouxiophyceae"	1
MONDO:0016092	"serous or mucinous cystadenoma of childhood"	1
MONDO:0009521	"leukemia, acute myelocytic, with polyposis coli and colon cancer"	2
MONDO:0013100	"atrial fibrillation, familial, 8"	1
MONDO:0011364	"autosomal recessive nonsyndromic hearing loss 16"	1
MONDO:0002373	"benign mesothelioma"	2
MONDO:0002112	"benign peritoneal mesothelioma"	3
MONDO:0025459	"rinderpest"	1
MONDO:0015254	"schistosomiasis"	2
http://identifiers.org/hgnc/21307	"DSG4"	1
MONDO:0014399	"ataxia-telangiectasia-like disorder 2"	2
http://identifiers.org/hgnc/12403	"TTN"	1
MONDO:0013655	"intellectual disability, autosomal dominant 8"	1
GO:0140244	"regulation of translation at presynapse"	1
UBERON:0003463	"trunk bone"	2
MONDO:0013656	"intellectual disability, autosomal dominant 9"	2
UBERON:0003120	"pharyngeal arch artery 3"	1
UBERON:0001267	"femoral nerve"	1
MONDO:0011455	"lissencephaly, familial, with cleft palate and cerebellar hypoplasia"	1
HP:0012206	"Abnormal sperm motility"	1
GO:0015106	"bicarbonate transmembrane transporter activity"	1
CHEBI:35780	"phosphate ion"	1
GO:1905278	"positive regulation of epithelial tube formation"	3
MONDO:0004474	"gallbladder lymphoma"	2
UBERON:0000042	"serous membrane"	2
MONDO:1012117	"congenital hypomyelinogenesis, sheep"	1
NCBITaxon:2501931	"Orthocoronavirinae"	1
HP:0010668	"Abnormal zygomatic bone morphology"	2
ENVO:02500005	"land degradation"	1
UBERON:0004277	"eye muscle"	2
NCBITaxon:37727	"Talaromyces marneffei"	1
GO:0001934	"positive regulation of protein phosphorylation"	3
CHR:9606-chr9q21	"9q21 (Human)"	1
MONDO:0003829	"chromophil adenoma of the kidney"	2
MONDO:0859247	"neurocardiofaciodigital syndrome"	1
UBERON:0008346	"duodenal epithelium"	1
UBERON:0006660	"muscular coat"	2
GO:0098655	"monoatomic cation transmembrane transport"	2
NCBITaxon:9527	"Cercopithecidae"	1
NCBITaxon:8956	"Accipiter"	1
HP:0032169	"Severe infection"	1
PATO:0001863	"chronic"	1
MONDO:0011446	"myoclonic epilepsy, congenital deafness, macular dystrophy, and psychiatric disorders"	1
UBERON:0014679	"distal interphalangeal joint of digit 4"	1
UBERON:0001705	"nail"	1
ECTO:9001796	"exposure to intravenous anaesthetic"	1
GO:0008202	"steroid metabolic process"	1
HP:0002143	"Abnormal spinal cord morphology"	1
HP:0006443	"Patellar aplasia"	1
MONDO:0001230	"acute orbital inflammation"	2
MONDO:0007379	"Meesmann corneal dystrophy"	3
GO:0019319	"hexose biosynthetic process"	2
MONDO:0032781	"congenital hypotonia, epilepsy, developmental delay, and digital anomalies"	1
MONDO:0003333	"benign struma ovarii"	2
MONDO:0009725	"nemaline myopathy 2"	4
MONDO:0019768	"X-linked intellectual disability, Golabi-Ito-hall type"	1
http://identifiers.org/hgnc/14270	"PCDH19"	1
GO:1905821	"positive regulation of chromosome condensation"	2
CL:1001214	"arcuate artery smooth muscle cell"	2
MONDO:0017595	"aggressive B-cell non-Hodgkin lymphoma"	1
MONDO:0000673	"integrative agnosia"	1
MONDO:0019507	"amelogenesis imperfecta"	2
MONDO:0002851	"mediastinum rhabdomyosarcoma"	2
http://identifiers.org/hgnc/10472	"RUNX2"	1
MONDO:0002678	"pediatric fibrosarcoma"	2
MONDO:0700117	"SLC6A3-related dopamine transporter deficiency syndrome"	2
MONDO:0023083	"epimetaphyseal dysplasia cataract"	1
HP:0001347	"Hyperreflexia"	1
GO:0007599	"hemostasis"	1
http://identifiers.org/hgnc/5996	"IL1RAPL1"	1
MONDO:0004062	"intermediate cell type uveal melanoma"	1
MONDO:0017826	"null pituitary adenoma"	1
PATO:0001688	"increased elevation"	2
MONDO:0005417	"wet macular degeneration"	1
MONDO:1011475	"arthrogryposis multiplex congenita, pig"	1
http://identifiers.org/hgnc/7869	"NOL3"	1
MONDO:1011270	"diabetic cataract, degu"	1
SO:0001217	"protein_coding_gene"	1
MONDO:0009926	"autosomal recessive multiple pterygium syndrome"	4
MONDO:1010752	"hypertrichosis, dog"	1
NCBITaxon:41011	"Tineoidea"	1
UBERON:0000930	"stomodeum"	1
MONDO:0009000	"familial reactive perforating collagenosis"	1
MONDO:0000703	"collagenous colitis"	1
HP:0100096	"Abnormality of the epiphysis of the proximal phalanx of the 4th toe"	1
MONDO:0016093	"borderline epithelial tumor of ovary"	1
MONDO:0016380	"acquired hypertrichosis lanuginosa"	1
MONDO:0004160	"female stress incontinence"	1
MONDO:0001343	"impaired renal function disease"	1
MONDO:0004882	"angioid streaks of choroid"	3
MONDO:0019904	"ring chromosome 3"	2
HP:0000719	"Inappropriate behavior"	1
MONDO:0004081	"extrahepatic bile duct clear cell adenocarcinoma"	2
MONDO:0020805	"benign basal cell neoplasm"	2
MONDO:1012151	"malignant hyperthermia, rabbit"	1
NCBITaxon:9984	"Oryctolagus"	1
MONDO:0010851	"Lowry-MacLean syndrome"	3
MONDO:0001360	"blind hypotensive eye"	1
ECTO:9000941	"exposure to beryllium"	1
MONDO:0005838	"mansonelliasis"	1
ENVO:09200032	"duration of stellar radiation"	2
UBERON:0016570	"lamina of gray matter of spinal cord"	2
MONDO:0000587	"autoimmune disease of ear, nose and throat"	2
http://identifiers.org/hgnc/3522	"EYA4"	1
UBERON:0004430	"proximal epiphysis of fourth metatarsal bone"	2
MONDO:0021484	"benign neoplasm of maxillary sinus"	4
NCBITaxon:38609	"Diprotodontia"	1
MONDO:0005910	"phagocyte bactericidal dysfunction"	3
FOODON:00002501	"multi-component food product"@en	1
GO:1903788	"positive regulation of glutathione biosynthetic process"	4
GO:0050804	"modulation of chemical synaptic transmission"	1
UBERON:0035495	"hilum of lymph node"	1
MONDO:0019583	"localized lichen myxedematosus with mixed features of different subtypes"	1
NCBITaxon:144051	"Cripavirus"	1
MONDO:0002332	"splenic disorder"	2
ENVO:01000639	"planetary structural layer"@en	2
MONDO:0011089	"patent ductus venosus"	1
http://identifiers.org/hgnc/29685	"IARS2"	1
http://identifiers.org/hgnc/26530	"CFAP53"	1
MONDO:0020787	"hypomagnesemia, seizures, and intellectual disability 1"	1
MONDO:0002422	"adamantinoma"	1
http://identifiers.org/hgnc/24783	"LRIT3"	1
CL:1001579	"cerebral cortex glial cell"	1
GO:0043603	"amide metabolic process"	1
http://identifiers.org/hgnc/8983	"PI4KA"	1
UBERON:0000200	"gyrus"	2
MONDO:0018184	"gastric linitis plastica"	2
MONDO:0003756	"ovarian mucinous neoplasm"	1
MONDO:0003800	"conventional malignant hemangiopericytoma"	1
MONDO:0013251	"Birbeck granule deficiency"	1
MONDO:0013113	"metaphyseal anadysplasia 2"	1
MONDO:0024637	"malignant soft tissue neoplasm"	2
UBERON:0006082	"fundus of urinary bladder"	2
MONDO:0008460	"splenogonadal fusion-limb defects-micrognathia syndrome"	3
MONDO:0018980	"acrofacial dysostosis, Kennedy-Teebi type"	1
UBERON:0012498	"serosa of appendix"	1
MONDO:0006551	"alopecia mucinosa"	3
MONDO:0018585	"pediatric arterial ischemic stroke"	3
MONDO:0012167	"atrial fibrillation, familial, 2"	1
MONDO:0014234	"reticulate acropigmentation of Kitamura"	2
NCBITaxon:3031852	"Epsilonproteobacteria"	1
MONDO:0010656	"intellectual disability, X-linked 1"	1
MONDO:0008194	"Paramolar tubercle of bolk"	1
GO:0104004	"cellular response to environmental stimulus"	1
UBERON:0007160	"inferior petrosal sinus"	1
MONDO:0005019	"diffuse scleroderma"	1
MONDO:0009147	"ectodermal dysplasia 10B, hypohidrotic/hair/tooth type, autosomal recessive"	1
MONDO:0014884	"cholestasis, progressive familial intrahepatic, 5"	1
GO:1904688	"regulation of cytoplasmic translational initiation"	2
CL:0000210	"photoreceptor cell"	1
MONDO:0020788	"hypomagnesemia, seizures, and intellectual disability 2"	1
MONDO:0030692	"immunodeficiency 95"	1
PATO:0001670	"decreased susceptibility toward"	2
MONDO:0002269	"gastroenteritis"	2
MONDO:0001174	"conjunctival vascular disorder"	2
UBERON:0003380	"cardiac muscle of left atrium"	1
MONDO:0010220	"Young syndrome"	1
MONDO:0007302	"cervical hypertrichosis with underlying kyphoscoliosis"	1
ENVO:01001226	"terrestrial natural environment"@en	2
MONDO:0001412	"conjunctival concretion"	1
HP:0003861	"Broad diaphyses of the upper limbs"	1
HP:0034258	"Aplasia/Hypoplasia of the midbrain"	1
UBERON:0000108	"blastula stage"	1
MONDO:0018663	"regressive spondylometaphyseal dysplasia"	1
UBERON:0005045	"mucosa of ethmoidal sinus"	1
HP:0001135	"Chorioretinal dystrophy"	2
CHEBI:45696	"hydrogensulfate"	1
MONDO:1011599	"type 1 diabetes mellitus, chimpanzee"	1
MONDO:1011145	"pulmonary agenesis, horse"	1
MONDO:0009133	"cerebellar ataxia, intellectual disability, and dysequilibrium"	2
MONDO:0021726	"abdominal cystic lymphangioma"	1
GO:0055074	"calcium ion homeostasis"	2
MONDO:0034145	"oculocerebrodental syndrome"	3
MONDO:0035943	"B-lymphoblastic leukemia/lymphoma with hyperdiploidy"	1
MONDO:0008685	"Wolff-Parkinson-White syndrome"	2
MONDO:0012143	"hereditary cryohydrocytosis with reduced stomatin"	5
MONDO:0030693	"immunodeficiency 96"	1
MONDO:0019903	"ring chromosome 2"	2
MONDO:0007428	"deafness-craniofacial syndrome"	1
ENVO:01001008	"meteor"@en	1
GO:0060457	"negative regulation of digestive system process"	2
MONDO:0017823	"somatomammotropinoma"	1
MONDO:0014595	"developmental and epileptic encephalopathy, 30"	3
MONDO:0012297	"spastic paraplegia, optic atropy, and neuropathy"	1
http://identifiers.org/hgnc/9713	"PEX19"	1
CL:0002014	"Kit-negative, Ly-76 high basophilic erythroblast"	1
http://identifiers.org/hgnc/12013	"TPM4"	1
UBERON:0007261	"intervertebral disk of fourth cervical vertebra"	1
MONDO:0006892	"partial sensory epilepsy"	1
MONDO:0011891	"febrile seizures, familial, 8"	3
MONDO:0014285	"congenital dyserythropoietic anemia type type 1B"	1
MONDO:0009061	"cystic fibrosis"	2
GO:0070561	"vitamin D receptor signaling pathway"	2
MONDO:0005077	"pertussis"	2
MONDO:0012021	"myopia 17, autosomal dominant"	1
NCBITaxon:31028	"Tetraodontoidei"	1
CHEBI:35480	"analgesic"	2
NCBITaxon:376913	"Haplorrhini"	1
HP:0001138	"Optic neuropathy"	1
MONDO:0009409	"hypervitaminosis a, susceptibility to"	1
MONDO:0005959	"sick building syndrome"	1
CL:2000079	"mesenchymal stem cell of femoral bone marrow"	1
MONDO:1012135	"immunoglobulin M deficiency, horse"	1
MONDO:0015735	"severe congenital nemaline myopathy"	5
UBERON:0000471	"compound organ component"	1
UBERON:0014677	"distal interphalangeal joint of digit 2"	1
MONDO:0011360	"autosomal recessive nonsyndromic hearing loss 14"	1
MONDO:0019978	"Robinow syndrome"	3
UBERON:0015044	"manual digit 2 metacarpus endochondral element"	1
MONDO:0043193	"richieri-costa guion-almeida cohen syndrome"	1
HP:0009882	"Short distal phalanx of finger"	3
MONDO:1011719	"intestinal cobalamin (vitamin B12) malabsorption, non-human animal"	1
MONDO:0020589	"cardiac germ cell tumor"	2
MONDO:0017782	"developmental and speech delay due to SOX5 deficiency"	1
MONDO:0004267	"squamous papillomatosis"	1
MONDO:0022900	"athyreotic congenital hypothyroidism"	2
MONDO:0010777	"cardiomyopathy, infantile hypertrophic"	1
SO:0005855	"gene_group"	1
HP:0001935	"Microcytic anemia"	1
HP:0009834	"Abnormal proximal phalanx morphology of the hand"	1
MONDO:0023154	"fibromatosis multiple non ossifying"	1
HsapDv:0000096	"2-year-old stage"	1
CHR:9606-chr21q	"21q (Human)"	1
HP:0000790	"Hematuria"	2
http://identifiers.org/hgnc/14376	"ACP4"	1
MONDO:0018606	"extensive peripapillary myelinated nerve fibers"	2
GO:0055127	"vibrational conductance of sound to the inner ear"	1
MONDO:0021360	"tumor of parathyroid gland"	2
HP:0010264	"Pseudoepiphyses of the middle phalanges of the hand"	2
ENVO:02000106	"asbestos dust"	1
HP:0004237	"Large carpal bones"	1
UBERON:0009668	"ventral mesentery"	1
http://identifiers.org/hgnc/7523	"TRIM37"	1
MONDO:0008172	"hypertrophic osteoarthropathy, primary, autosomal dominant"	2
MONDO:0040678	"infiltrating urothelial carcinoma"	3
MONDO:0011120	"neural tube defects, folate-sensitive"	1
CL:1000143	"lung goblet cell"	3
HP:0200105	"Absent fifth toenail"	1
PATO:0001776	"increased flexibility"	2
UBERON:0001250	"red pulp of spleen"	1
MONDO:0002814	"adrenal carcinoma"	2
MONDO:0060724	"glycosylphosphatidylinositol biosynthesis defect 17"	3
GO:0015712	"hexose phosphate transport"	2
NCBITaxon:103826	"Thelazia"	1
MONDO:0002855	"ectomesenchymoma"	2
MONDO:0007035	"acanthosis nigricans"	1
MONDO:0700019	"chromosome 12 disorder"	1
MONDO:0008759	"oxoglutaricaciduria"	4
http://identifiers.org/hgnc/18308	"TMLHE"	1
MONDO:0012288	"iridogoniodysgenesis and skeletal anomalies"	1
HP:0005561	"Abnormal bone marrow cell morphology"	1
MONDO:0012918	"primary ciliary dyskinesia 10"	1
MONDO:0015024	"ectodermal dysplasia 12, hypohidrotic/hair/tooth/nail type"	1
GO:1900371	"regulation of purine nucleotide biosynthetic process"	2
http://identifiers.org/hgnc/2035	"CLDN14"	1
http://identifiers.org/hgnc/2037	"CLDN16"	1
UBERON:0001287	"proximal convoluted tubule"	3
MONDO:0014393	"lymphatic malformation 4"	1
HP:0003977	"Deformed radius"	2
MONDO:0030746	"epidermolysis bullosa, junctional 2A, intermediate"	1
CHR:9606-chr17p	"17p (Human)"	1
MONDO:0007899	"lichen sclerosus et atrophicus"	2
MONDO:0100085	"cancer of long bone of upper limb"	1
MONDO:0018748	"linear IgA Dermatosis"	1
MONDO:0013008	"combined immunodeficiency due to STIM1 deficiency"	1
MONDO:0003193	"bile duct adenocarcinoma"	2
MONDO:1012502	"hydrallantois, horse"	1
UBERON:0022287	"tear film"	2
UBERON:0016885	"epithelium of terminal part of digestive tract"	1
MONDO:0004495	"myotonic cataract"	2
http://identifiers.org/hgnc/6584	"LHB"	1
MONDO:0001270	"stone in bladder diverticulum"	2
ECTO:9000017	"exposure to sulfuric acid"	2
MONDO:1012475	"recurrent uveitis, horse"	1
http://identifiers.org/hgnc/18640	"LDLRAP1"	1
MONDO:0009293	"glycogen storage disease V"	1
UBERON:0003694	"atlanto-axial joint"	1
GO:1901135	"carbohydrate derivative metabolic process"	1
NCBITaxon:286	"Pseudomonas"	1
MONDO:0017401	"familial isolated arrhythmogenic ventricular dysplasia, left dominant form"	1
GO:0002891	"positive regulation of immunoglobulin mediated immune response"	2
http://identifiers.org/hgnc/4081	"GABRB1"	1
MONDO:0004131	"anal verrucous carcinoma"	3
MONDO:0009179	"recessive dystrophic epidermolysis bullosa"	1
MONDO:0000670	"cortical deafness"	1
NBO:0000134	"food consumption"	1
FOODON:03411041	"chemical food component"@en	1
UBERON:0010560	"pedal digit 4 metatarsal cartilage element"	2
MONDO:0007551	"epidermolysis bullosa simplex 1C, localized"	1
UBERON:0006948	"efferent duct epithelium"	2
MONDO:0006504	"acquired metabolic disease"	1
MONDO:0008225	"normokalemic periodic paralysis"	1
UBERON:0004500	"skeletal muscle tissue of deltoid"	1
http://identifiers.org/hgnc/1838	"CECR"	1
MONDO:0004785	"blepharitis"	2
http://identifiers.org/hgnc/18475	"ZDHHC9"	1
UBERON:0003118	"pharyngeal arch artery 1"	1
UBERON:0003119	"pharyngeal arch artery 2"	1
HP:0000370	"Abnormality of the middle ear"	1
UBERON:0014790	"lingual septum"	1
http://identifiers.org/hgnc/24866	"CEP104"	1
MONDO:0005463	"aortic valve calcification"	1
MONDO:0003345	"hilar cholangiocarcinoma"	1
MONDO:0011377	"long QT syndrome 3"	1
UBERON:0004133	"salivatory nucleus"	2
MONDO:0031031	"intellectual developmental disorder, autosomal recessive 77"	1
NBO:0000929	"frequency of drinking"@en	1
CL:0000820	"B-1a B cell"	1
CHEBI:176894	"vitamin B6 phosphate anion"	2
MONDO:0010563	"blue cone monochromacy"	3
UBERON:0004271	"outflow tract pericardium"	2
MONDO:0056796	"obstructive nephropathy"	1
MONDO:0010033	"generalized peeling skin syndrome"	1
http://identifiers.org/hgnc/20778	"TUBB"	1
MONDO:0003287	"central nervous system leiomyoma"	2
MONDO:0016500	"acute sensory ataxic neuropathy"	2
UBERON:0002374	"metacarpal bone"	4
MONDO:0045052	"benign osteogenic neoplasm"	2
NBO:0000121	"agonistic behavior"	2
MONDO:0016503	"congenital erosive and vesicular dermatosis"	1
http://identifiers.org/hgnc/32685	"ARMS2"	1
MONDO:0011972	"ovarian hyperstimulation syndrome"	2
MONDO:1012379	"guttural pouch tympany, horse"	1
CL:0000646	"basal cell"	1
MONDO:0004407	"stroma-dominant and stroma-poor composite ganglioneuroblastoma"	1
MONDO:0008383	"rheumatoid arthritis"	3
GO:0060759	"regulation of response to cytokine stimulus"	1
http://identifiers.org/hgnc/12642	"VAMP1"	1
MONDO:0008512	"syndactyly type 1"	3
MONDO:1010741	"autoimmune lymphoproliferative syndrome, domestic cat"	1
MONDO:0032907	"lymphatic malformation 8"	1
UBERON:0000999	"ejaculatory duct"	3
UBERON:0001517	"skin of elbow"	1
CL:0002092	"bone marrow cell"	1
MONDO:0016980	"ATR-X-related syndrome"	1
MONDO:1010834	"Wilson disease, pig"	1
MONDO:0957874	"neuronopathy, distal hereditary motor, autosomal recessive 9"	1
HP:0008417	"Vertebral hypoplasia"	1
UBERON:0000071	"death stage"	1
CHEBI:27177	"L-tyrosine derivative"	3
MONDO:0007008	"uremia"	1
NCBITaxon:27829	"Strongyloidea"	1
UBERON:0018532	"female deep inguinal ring"	2
MONDO:0100364	"genital herpes simplex type 1 infectious disorder"	2
CL:0002081	"type II cell of carotid body"	2
MONDO:0011198	"spondyloepimetaphyseal dysplasia, Missouri type"	1
HP:0010316	"Ebstein anomaly of the tricuspid valve"	1
MONDO:0008141	"ossicular malformations, familial"	1
MONDO:0003940	"Kummell disease"	3
MONDO:0020366	"congenital glaucoma"	1
MONDO:0010912	"fibrosis of extraocular muscles, congenital, 3A, with or without extraocular involvement"	2
HP:0100699	"Scarring"	1
MONDO:0958238	"hyperemesis gravidarum, susceptibility to"	1
MONDO:0009302	"XY type gonadal dysgenesis-associated anomalies syndrome"	1
MONDO:0014534	"lissencephaly 6 with microcephaly"	1
CHEBI:42724	"(R)-amphetamine"	1
MONDO:0054844	"pontocerebellar hypoplasia, type 1D"	1
MONDO:0003303	"neurofibroma of gallbladder"	4
MONDO:0008515	"syndactyly type 4"	2
CHEBI:22868	"bile salt"	2
MONDO:1010469	"patent ductus arteriosus, sheep"	1
HP:0012819	"Myocarditis"	1
MONDO:0011211	"axial spondylometaphyseal dysplasia"	2
FOODON:02020892	"cow"@en	1
MONDO:0001256	"arteriovenous hemangioma/malformation"	1
UBERON:0010893	"median external naris"	1
MONDO:0008461	"splenomegaly syndrome with splenic Germinal center hypoplasia and reduced circulating T helper cells"	1
CHR:9606-chr16p	"16p (Human)"	1
http://identifiers.org/hgnc/11460	"SUOX"	1
MONDO:0013924	"osteogenesis imperfecta type 13"	1
MONDO:0001384	"myopia"	2
HP:0007661	"Abnormality of chorioretinal pigmentation"	1
http://identifiers.org/hgnc/4083	"GABRB3"	1
MONDO:0014593	"developmental and epileptic encephalopathy, 29"	2
http://identifiers.org/hgnc/12605	"CLRN1"	1
GO:0047865	"dimethylglycine dehydrogenase activity"	1
MONDO:0008514	"syndactyly type 3"	2
http://identifiers.org/hgnc/188	"ADAM10"	1
http://identifiers.org/hgnc/2033	"CLDN10"	1
HP:0000726	"Dementia"	1
MONDO:0032835	"spondyloepiphyseal dysplasia, nishimura type"	1
UBERON:0035048	"parotid gland excretory duct"	1
UBERON:0001480	"proximal carpal bone"	3
MONDO:0005275	"lung disorder"	1
NCBITaxon:92088	"Trombiculoidea"	1
NCBITaxon:8006	"Salmoniformes"	1
UBERON:0000402	"nasal vestibule"	1
MONDO:0009497	"Kifafa seizure disorder"	1
MONDO:0018276	"muscular dystrophy-dystroglycanopathy"	1
MONDO:0009859	"PHAVER syndrome"	1
MONDO:1011502	"Fanconi syndrome, cattle"	1
MONDO:0019340	"scleroderma"	2
ENVO:00003092	"salicylate enriched soil"	1
UBERON:0001630	"muscle organ"	2
HP:0012732	"Anorectal anomaly"	1
CL:2000064	"ovarian surface epithelial cell"	1
MONDO:0024299	"vitamin D-dependent rickets"	1
MAXO:0000664	"antidiarrheal agent therapy"	1
MONDO:0859521	"oocyte maturation defect 14"	1
UBERON:0012125	"dermatological-muscosal system"	1
MONDO:0005846	"microsporidiosis"	2
MONDO:0035648	"juvenile-onset Steinert myotonic dystrophy"	1
NCBITaxon:6258	"Baylisascaris"	1
MONDO:0957465	"multifocal tuberculosis"	1
MONDO:0033669	"Noonan syndrome 13"	1
GO:1903792	"negative regulation of monoatomic anion transport"	2
MONDO:1010988	"hydrocephalus, horse"	1
MONDO:0012606	"Mycobacterium tuberculosis, susceptibility to, 2"	1
MONDO:0009418	"hypogonadism with low-grade mental deficiency and microcephaly"	1
CL:0000540	"neuron"	3
http://identifiers.org/hgnc/4580	"GRIK2"	1
NBO:0000643	"involuntary movement behavior phenotype"	1
http://identifiers.org/hgnc/10471	"RUNX1"	1
http://identifiers.org/hgnc/5293	"HTR2A"	1
http://identifiers.org/hgnc/330	"AGRP"	1
MONDO:0001722	"central pterygium"	1
MONDO:0019149	"cholesteryl ester storage disease"	1
GO:0031341	"regulation of cell killing"	1
MONDO:0012457	"pyloric stenosis, infantile hypertrophic, 2"	1
MONDO:0015388	"polyrrhinia"	1
MONDO:0001285	"endometriosis of pelvic peritoneum"	1
OGMS:0000060	"bodily process"	1
MONDO:0008002	"mirror movements 1"	1
MONDO:0003134	"proliferative glomerulonephritis"	1
http://identifiers.org/hgnc/15714	"LRPPRC"	1
MONDO:0002273	"plasma protein metabolism disease"	1
MONDO:0007023	"Yersinia infectious disease"	1
MONDO:0017051	"classic maple syrup urine disease"	1
MONDO:0014327	"palmoplantar keratoderma, nonepidermolytic, focal or diffuse"	1
HP:0012379	"Abnormal circulating enzyme concentration or activity"	1
MONDO:0006471	"tracheal adenoid cystic carcinoma"	2
UBERON:0004238	"spleen smooth muscle"	1
UBERON:0004392	"epiphysis of second metacarpal bone"	1
MONDO:0000639	"cartilage cancer"	1
MONDO:0010677	"muscular dystrophy, Mabry type"	1
MONDO:0006589	"occupational dermatitis"	2
MONDO:0008516	"syndactyly type 5"	2
UBERON:0006953	"ejaculatory duct epithelium"	2
GO:0007017	"microtubule-based process"	1
UBERON:0007590	"cuboidal oviduct epithelium"	2
http://identifiers.org/hgnc/17198	"CHSY1"	1
MONDO:0005059	"leukemia"	1
MONDO:0020476	"mesial temporal lobe epilepsy with hippocampal sclerosis"	1
http://identifiers.org/hgnc/4584	"GRIN1"	1
MONDO:0015665	"scleromyxedema"	1
GO:1903487	"regulation of lactation"	3
GO:0010959	"regulation of metal ion transport"	1
NCBITaxon:629	"Yersinia <enterobacteria>"	1
MONDO:0018492	"hereditary clear cell renal cell carcinoma"	2
MONDO:1010509	"cerebral amyloid angiopathy, domestic cat"	2
HP:0008058	"Aplasia/Hypoplasia of the optic nerve"	2
http://identifiers.org/hgnc/8653	"PCCA"	1
UBERON:0005879	"pharyngeal cleft"	1
FOODON:03430109	"food (liquid, low viscosity)"@en	1
MONDO:0014165	"multiple congenital anomalies-hypotonia-seizures syndrome 3"	4
MONDO:0011441	"complex regional pain syndrome type 1"	2
MONDO:0013631	"lung cancer susceptibility 5"	1
GO:0006707	"cholesterol catabolic process"	3
MONDO:0000256	"systemic mycosis"	1
HP:0010330	"Abnormality of the phalanges of the 3rd toe"	2
MONDO:0009240	"formiminoglutamic aciduria"	3
MONDO:0007480	"dwarfism with stiff joints and ocular abnormalities"	1
GO:0010906	"regulation of glucose metabolic process"	2
CL:0002364	"cortical thymic epithelial cell"	1
MONDO:0017695	"glycogen storage disease due to glycogen branching enzyme deficiency, progressive hepatic form"	1
UBERON:0029636	"lumbar spinal cord gray matter"	1
MONDO:0004492	"mediastinitis"	1
MONDO:0011393	"hypoalphalipoproteinemia, primary, 1"	2
MONDO:0019417	"X-linked intellectual disability-precocious puberty-obesity syndrome"	1
MONDO:0007392	"coxoauricular syndrome"	1
MONDO:0013498	"schizophrenia 15"	2
http://identifiers.org/hgnc/8654	"PCCB"	1
UBERON:0014672	"distal interphalangeal joint of pedal digit 2"	2
MONDO:1010350	"macular corneal dystrophy, non-human animal"	3
MONDO:0016691	"pilocytic astrocytoma"	1
GO:2000382	"positive regulation of mesoderm development"	2
UBERON:0008342	"intestinal villus of duodenum"	1
MONDO:0022113	"central centrifugal cicatricial alopecia"	2
HP:0009274	"Joint contracture of the 4th finger"	2
UBERON:0003517	"kidney blood vessel"	1
MONDO:0017082	"basal encephalocele"	1
MONDO:0001978	"regional ureteric cancer"	1
MONDO:0012319	"major affective disorder 3"	2
ENVO:01000266	"water vapour"	1
MONDO:0020248	"vitreoretinal degeneration"	3
MONDO:0957048	"isolated macular dystrophy"	1
MONDO:0003180	"cutaneous adenocystic carcinoma"	2
UBERON:0004723	"interlobular artery"	1
NCBITaxon:203490	"Fusobacteriia"	1
MONDO:0004013	"adult vagina botryoid embryonal rhabdomyosarcoma"	2
PATO:0002001	"has fewer parts of type"	2
MONDO:0011017	"Naxos disease"	4
MONDO:0009345	"histidinemia"	1
MONDO:0018439	"eosinophilic colitis"	2
MONDO:0005425	"podoconiosis"	1
http://identifiers.org/hgnc/2345	"CREB1"	1
CHR:9606-chr8q21.1	"8q21.1 (Human)"	1
MONDO:0007194	"familial bicuspid aortic valve"	3
