?mondo_class	?label	?mondo_subclass	?subClassOf_source	?xref
MONDO:0017043	congenital mesoblastic nephroma	MONDO:0036511	NCIT:C6569	NCIT:C6569
MONDO:0017043	congenital mesoblastic nephroma	MONDO:0005564	NCIT:C6569	NCIT:C6569
MONDO:0003175	salivary gland adenoid cystic carcinoma	MONDO:0000521	NCIT:C8026	NCIT:C8026
MONDO:0003175	salivary gland adenoid cystic carcinoma	MONDO:0004971	NCIT:C8026	NCIT:C8026
MONDO:0018874	acute myeloid leukemia	MONDO:0010643	NCIT:C3171	NCIT:C3171
MONDO:0018874	acute myeloid leukemia	MONDO:0010643	NCIT:C3171	NCIT:C27753
MONDO:0018874	acute myeloid leukemia	MONDO:0004643	NCIT:C3171	NCIT:C3171
MONDO:0018874	acute myeloid leukemia	MONDO:0004643	NCIT:C3171	NCIT:C27753
MONDO:0020560	atypical teratoid rhabdoid tumor	MONDO:0002728	NCIT:C6906	NCIT:C6906
MONDO:0002853	rectum rhabdomyosarcoma	MONDO:0002168	NCIT:C5627	NCIT:C5627
MONDO:0002398	mucinous adenofibroma	MONDO:0006071	NCIT:C8978	NCIT:C8978
MONDO:0002398	mucinous adenofibroma	MONDO:0024338	NCIT:C8978	NCIT:C8978
MONDO:0003585	adult liposarcoma	MONDO:0005060	NCIT:C7811	NCIT:C7811
MONDO:0002632	metachronous osteosarcoma of the bone	MONDO:0002629	NCIT:C38157	NCIT:C38157
MONDO:0021360	tumor of parathyroid gland	MONDO:0001223	NCIT:C3313	NCIT:C3313
MONDO:0003388	ampulla of vater clear cell adenocarcinoma	MONDO:0002670	NCIT:C27414	NCIT:C27414
MONDO:0036915	benign ovarian mucinous tumor	MONDO:0003756	NCIT:C40039	NCIT:C40039
MONDO:0003622	pancreatic vasoactive intestinal peptide producing tumor	MONDO:0019960	NCIT:C27454	NCIT:C95599
MONDO:0003622	pancreatic vasoactive intestinal peptide producing tumor	MONDO:0019960	NCIT:C27454	NCIT:C27454
MONDO:0002352	larynx cancer	MONDO:0021071	NCIT:C7484	NCIT:C7484
MONDO:0006094	Askin tumor	MONDO:0018271	NCIT:C7542	NCIT:C7542
MONDO:0002235	eyelid neoplasm	MONDO:0003382	NCIT:C3031	NCIT:C3031
MONDO:0002235	eyelid neoplasm	MONDO:0021220	NCIT:C3031	NCIT:C3031
MONDO:0005611	bladder transitional cell carcinoma	MONDO:0004986	NCIT:C39851	NCIT:C39851
MONDO:0005611	bladder transitional cell carcinoma	MONDO:0040679	NCIT:C39851	NCIT:C39851
MONDO:0044873	childhood myelodysplastic syndrome	MONDO:0018881	NCIT:C68744	NCIT:C68744
MONDO:0006356	parotid gland adenoid cystic carcinoma	MONDO:0021331	NCIT:C5937	NCIT:C5937
MONDO:0006356	parotid gland adenoid cystic carcinoma	MONDO:0045063	NCIT:C5937	NCIT:C5937
MONDO:0002658	iris cancer	MONDO:0002659	NCIT:C4554	NCIT:C4554
MONDO:0002658	iris cancer	MONDO:0002659	NCIT:C4554	NCIT:C3142
MONDO:0002658	iris cancer	MONDO:0021224	NCIT:C4554	NCIT:C4554
MONDO:0002658	iris cancer	MONDO:0021224	NCIT:C4554	NCIT:C3142
MONDO:0004422	cerebral falx meningioma	MONDO:0002997	NCIT:C5267	NCIT:C5267
MONDO:0020580	germinomatous germ cell tumor	MONDO:0005040	NCIT:C121618	NCIT:C121618
MONDO:0004080	glottis squamous cell carcinoma	MONDO:0005595	NCIT:C8186	NCIT:C8186
MONDO:0004080	glottis squamous cell carcinoma	MONDO:0002355	NCIT:C8186	NCIT:C8186
MONDO:0004017	pineal region immature teratoma	MONDO:0003735	NCIT:C6755	NCIT:C6755
MONDO:0004017	pineal region immature teratoma	MONDO:0004015	NCIT:C6755	NCIT:C6755
MONDO:0006217	gallbladder adenosquamous carcinoma	MONDO:0006074	NCIT:C7356	NCIT:C7356
MONDO:0002847	skeletal muscle cancer	MONDO:0005864	NCIT:C6516	NCIT:C6516
MONDO:0002847	skeletal muscle cancer	MONDO:0002848	NCIT:C6516	NCIT:C6516
MONDO:0056819	nasal cavity and paranasal sinus carcinoma	MONDO:0002038	NCIT:C54293	NCIT:C54293
MONDO:0003878	malignant choroid melanoma	MONDO:0006700	NCIT:C4561	NCIT:C4561
MONDO:0003878	malignant choroid melanoma	MONDO:0006486	NCIT:C4561	NCIT:C4561
MONDO:0003091	cutaneous mucoepidermoid carcinoma	MONDO:0003036	NCIT:C4472	NCIT:C4472
MONDO:0006406	sarcomatoid carcinoma	MONDO:0004993	NCIT:C27004	NCIT:C27004
MONDO:0006406	sarcomatoid carcinoma	MONDO:0020633	NCIT:C27004	NCIT:C27004
MONDO:0004507	atypical breast papilloma	MONDO:0021097	NCIT:C36089	NCIT:C36089
MONDO:0004227	epididymal adenomatoid tumor	MONDO:0021473	NCIT:C6382	NCIT:C6382
MONDO:0002143	vaginal yolk sac tumor	MONDO:0005744	NCIT:C6379	NCIT:C6379
MONDO:0006272	low grade fibromyxoid sarcoma	MONDO:0005164	NCIT:C45202	NCIT:C45202
MONDO:0016722	pineoblastoma	MONDO:0003249	NCIT:C9344	NCIT:C9344
MONDO:0004509	intrahepatic biliary papillomatosis	MONDO:0003455	NCIT:C7125	NCIT:C7125
MONDO:0006155	colon neuroendocrine tumor G1	MONDO:0006162	NCIT:C5497	NCIT:C5497
MONDO:0006155	colon neuroendocrine tumor G1	MONDO:0015067	NCIT:C5497	NCIT:C5497
MONDO:0003950	nipple carcinoma	MONDO:0004989	NCIT:C28432	NCIT:C28432
MONDO:0004373	adult papillary meningioma	MONDO:0021088	NCIT:C8293	NCIT:C8293
MONDO:0003586	esophagus liposarcoma	MONDO:0001204	NCIT:C5705	NCIT:C5705
MONDO:0003586	esophagus liposarcoma	MONDO:0005060	NCIT:C5705	NCIT:C5705
MONDO:0006962	sebaceous adenocarcinoma	MONDO:0006973	NCIT:C40310	NCIT:C40310
MONDO:0006962	sebaceous adenocarcinoma	MONDO:0006973	NCIT:C40310	NCIT:C8409
MONDO:0006962	sebaceous adenocarcinoma	MONDO:0004970	NCIT:C40310	NCIT:C40310
MONDO:0006962	sebaceous adenocarcinoma	MONDO:0004970	NCIT:C40310	NCIT:C8409
MONDO:0006962	sebaceous adenocarcinoma	MONDO:0037735	NCIT:C40310	NCIT:C40310
MONDO:0006962	sebaceous adenocarcinoma	MONDO:0037735	NCIT:C40310	NCIT:C8409
MONDO:0001016	epididymis cancer	MONDO:0003283	NCIT:C3558	NCIT:C3558
MONDO:0018055	pediatric hepatocellular carcinoma	MONDO:0007256	NCIT:C7955	NCIT:C7955
MONDO:0002633	cranial nerve neoplasm	MONDO:0003569	NCIT:C2963	NCIT:C2963
MONDO:0003061	benign muscle neoplasm	MONDO:0021545	NCIT:C4882	NCIT:C4882
MONDO:0003061	benign muscle neoplasm	MONDO:0021545	NCIT:C4882	NCIT:C4063
MONDO:0006578	mediastinal lipomatosis	MONDO:0006574	NCIT:C27488	NCIT:C27488
MONDO:0002854	prostate sarcoma	MONDO:0008315	NCIT:C7731	NCIT:C7731
MONDO:0002854	prostate sarcoma	MONDO:0018078	NCIT:C7731	NCIT:C7731
MONDO:0003800	conventional malignant hemangiopericytoma	MONDO:0009330	NCIT:C9425	NCIT:C9425
MONDO:0002353	glottis neoplasm	MONDO:0021071	NCIT:C4425	NCIT:C4425
MONDO:0002236	ocular cancer	MONDO:0021220	NCIT:C4767	NCIT:C3030
MONDO:0002236	ocular cancer	MONDO:0021220	NCIT:C4767	NCIT:C4767
MONDO:0006357	parotid gland carcinoma ex pleomorphic adenoma	MONDO:0006285	NCIT:C5974	NCIT:C5974
MONDO:0006357	parotid gland carcinoma ex pleomorphic adenoma	MONDO:0021331	NCIT:C5974	NCIT:C5974
MONDO:0004970	adenocarcinoma	MONDO:0024276	NCIT:C2852	NCIT:C2852
MONDO:0004970	adenocarcinoma	MONDO:0004993	NCIT:C2852	NCIT:C2852
MONDO:0004196	rectal sarcomatoid carcinoma	MONDO:0044937	NCIT:C5556	NCIT:C5556
MONDO:0003389	epithelial-myoepithelial carcinoma	MONDO:0004993	NCIT:C4199	NCIT:C4199
MONDO:0024615	T-cell and NK-cell neoplasm	MONDO:0005157	NCIT:C27908	NCIT:C27908
MONDO:0002659	uveal cancer	MONDO:0002236	NCIT:C6105	NCIT:C3436
MONDO:0002659	uveal cancer	MONDO:0002236	NCIT:C6105	NCIT:C6105
MONDO:0002659	uveal cancer	MONDO:0021225	NCIT:C6105	NCIT:C3436
MONDO:0002659	uveal cancer	MONDO:0021225	NCIT:C6105	NCIT:C6105
MONDO:0020581	benign PEComa	MONDO:0006359	NCIT:C121791	NCIT:C121791
MONDO:0006218	gallbladder biliary intraepithelial neoplasia	MONDO:0021253	NCIT:C43606	NCIT:C43606
MONDO:0004820	peripheral nerve schwannoma	MONDO:0002546	NCIT:C41430	NCIT:C41430
MONDO:0016684	anaplastic astrocytoma	MONDO:0020633	NCIT:C9477	NCIT:C9477
MONDO:0016684	anaplastic astrocytoma	MONDO:0019781	NCIT:C9477	NCIT:C9477
MONDO:0016684	anaplastic astrocytoma	MONDO:0016680	NCIT:C9477	NCIT:C9477
MONDO:0021424	hemangiopericytoma of skin	MONDO:0005094	NCIT:C4492	NCIT:C4492
MONDO:0004423	central nervous system extraskeletal osteosarcoma	MONDO:0002217	NCIT:C7002	NCIT:C7002
MONDO:0004423	central nervous system extraskeletal osteosarcoma	MONDO:0002621	NCIT:C7002	NCIT:C7002
MONDO:0004081	extrahepatic bile duct clear cell adenocarcinoma	MONDO:0005004	NCIT:C5775	NCIT:C5775
MONDO:0004081	extrahepatic bile duct clear cell adenocarcinoma	MONDO:0002665	NCIT:C5775	NCIT:C5775
MONDO:0003092	lacrimal gland mucoepidermoid carcinoma	MONDO:0003036	NCIT:C6091	NCIT:C6091
MONDO:0023597	laryngeal papillomatosis	MONDO:0018955	NCIT:C157733	NCIT:C157733
MONDO:0021309	malignant neoplasm of endocervix	MONDO:0002974	NCIT:C3553	NCIT:C3553
MONDO:0016723	pineocytoma	MONDO:0024890	NCIT:C6966	NCIT:C6966
MONDO:0020562	pleomorphic liposarcoma	MONDO:0005060	NCIT:C3705	NCIT:C3705
MONDO:0010108	testicular germ cell tumor	MONDO:0021348	NCIT:C8591	NCIT:C8591
MONDO:0006273	low grade fibromyxoid sarcoma with giant collagen rosettes	MONDO:0006272	NCIT:C45203	NCIT:C45203
MONDO:0003764	pediatric leptomeningeal melanoma	MONDO:0003761	NCIT:C5318	NCIT:C5318
MONDO:0006156	colon sessile serrated adenoma/polyp	MONDO:0006164	NCIT:C96464	NCIT:C96464
MONDO:0006156	colon sessile serrated adenoma/polyp	MONDO:0021400	NCIT:C96464	NCIT:C96464
MONDO:0006156	colon sessile serrated adenoma/polyp	MONDO:0000527	NCIT:C96464	NCIT:C96464
MONDO:0003951	scrotal hemangioma	MONDO:0021472	NCIT:C6387	NCIT:C6387
MONDO:0003951	scrotal hemangioma	MONDO:0003110	NCIT:C6387	NCIT:C6387
MONDO:0005112	malignant pleural mesothelioma	MONDO:0006294	NCIT:C7376	NCIT:C7376
MONDO:0005112	malignant pleural mesothelioma	MONDO:0003308	NCIT:C7376	NCIT:C7376
MONDO:0005112	malignant pleural mesothelioma	MONDO:0006292	NCIT:C7376	NCIT:C7376
MONDO:0004374	adult extraskeletal osteosarcoma	MONDO:0002621	NCIT:C7925	NCIT:C7925
MONDO:0044915	salivary duct carcinoma	MONDO:0006176	NCIT:C5904	NCIT:C5904
MONDO:0001993	seminal vesicle adenocarcinoma	MONDO:0004970	NCIT:C39906	NCIT:C39906
MONDO:0006963	sebaceous gland neoplasm	MONDO:0002297	NCIT:C3363	NCIT:C3363
MONDO:0002480	endometrioid tumor	MONDO:0005626	NCIT:C7113	NCIT:C7113
MONDO:0005177	serous cystadenoma	MONDO:0002369	NCIT:C3783	NCIT:C3783
MONDO:0021583	melanocytic skin neoplasm	MONDO:0002531	NCIT:C7161	NCIT:C7161
MONDO:0021583	melanocytic skin neoplasm	MONDO:0021143	NCIT:C7161	NCIT:C7161
MONDO:0006102	basaloid carcinoma	MONDO:0004993	NCIT:C4121	NCIT:C4121
MONDO:0003801	corneal intraepithelial neoplasm	MONDO:0024475	NCIT:C6093	NCIT:C6093
MONDO:0003801	corneal intraepithelial neoplasm	MONDO:0021238	NCIT:C6093	NCIT:C6093
MONDO:0002354	benign laryngeal neoplasm	MONDO:0021071	NCIT:C3601	NCIT:C3601
MONDO:0003587	pediatric liposarcoma	MONDO:0005060	NCIT:C8091	NCIT:C8091
MONDO:0003470	cellular ependymoma	MONDO:0016698	NCIT:C4713	NCIT:C4713
MONDO:0003470	cellular ependymoma	MONDO:0016698	NCIT:C4713	NCIT:C4714
MONDO:0003795	ovarian small cell carcinoma	MONDO:0005140	NCIT:C27390	NCIT:C27390
MONDO:0005613	mesonephric adenocarcinoma	MONDO:0004970	NCIT:C4072	NCIT:C4072
MONDO:0001017	epididymal adenocarcinoma	MONDO:0004970	NCIT:C39957	NCIT:C39957
MONDO:0006358	parotid gland squamous cell carcinoma	MONDO:0021331	NCIT:C5942	NCIT:C5942
MONDO:0003062	intestinal benign neoplasm	MONDO:0000385	NCIT:C4609	NCIT:C4609
MONDO:0003062	intestinal benign neoplasm	MONDO:0021118	NCIT:C4609	NCIT:C4609
MONDO:0006416	small intestinal Burkitt lymphoma	MONDO:0007243	NCIT:C27409	NCIT:C27409
MONDO:0003829	chromophil adenoma of the kidney	MONDO:0002533	NCIT:C3687	NCIT:C3687
MONDO:0003829	chromophil adenoma of the kidney	MONDO:0002395	NCIT:C3687	NCIT:C3687
MONDO:0003448	benign spiradenoma	MONDO:0021489	NCIT:C4170	NCIT:C4170
MONDO:0003624	acinic cell breast carcinoma	MONDO:0004965	NCIT:C40367	NCIT:C40367
MONDO:0003960	pulmonary large cell neuroendocrine carcinoma	MONDO:0005057	NCIT:C5672	NCIT:C5672
MONDO:0003960	pulmonary large cell neuroendocrine carcinoma	MONDO:0005057	NCIT:C5672	NCIT:C6875
MONDO:0015062	"gastric neuroendocrine tumor, well differentiated, low or intermediate grade"	MONDO:0003111	NCIT:C95871	NCIT:C95871
MONDO:0015062	"gastric neuroendocrine tumor, well differentiated, low or intermediate grade"	MONDO:0000386	NCIT:C95871	NCIT:C95871
MONDO:0004019	oxyphilic endometrial endometrioid adenocarcinoma	MONDO:0006192	NCIT:C27849	NCIT:C27849
MONDO:0005169	neoplasm of mature T-cells or NK-cells	MONDO:0024615	NCIT:C27909	NCIT:C27909
MONDO:0003093	mucoepidermoid esophageal carcinoma	MONDO:0003036	NCIT:C5343	NCIT:C5343
MONDO:0001781	uterine corpus adenomatoid tumor	MONDO:0021525	NCIT:C27250	NCIT:C27250
MONDO:0001781	uterine corpus adenomatoid tumor	MONDO:0004230	NCIT:C27250	NCIT:C27250
MONDO:0020582	benign uterine ligament neoplasm	MONDO:0021629	NCIT:C126493	NCIT:C126493
MONDO:0004082	childhood immature teratoma of ovary	MONDO:0003819	NCIT:C6547	NCIT:C6547
MONDO:0004082	childhood immature teratoma of ovary	MONDO:0018369	NCIT:C6547	NCIT:C6547
MONDO:0700141	canine melanoma	MONDO:0700139	NCIT:C120298	NCIT:C120298
MONDO:0021427	squamous cell carcinoma of lip	MONDO:0021333	NCIT:C4042	NCIT:C4042
MONDO:0003399	pineal region yolk sac tumor	MONDO:0002073	NCIT:C6752	NCIT:C6752
MONDO:0021248	nervous system neoplasm	MONDO:0005071	NCIT:C3268	NCIT:C3268
MONDO:0004290	subglottis verrucous carcinoma	MONDO:0004291	NCIT:C8190	NCIT:C8190
MONDO:0004290	subglottis verrucous carcinoma	MONDO:0002766	NCIT:C8190	NCIT:C8190
MONDO:0016724	papillary tumor of the pineal region	MONDO:0021193	NCIT:C92624	NCIT:C92624
MONDO:0016724	papillary tumor of the pineal region	MONDO:0021232	NCIT:C92624	NCIT:C92624
MONDO:0006408	sex hormone-producing adrenal cortex adenoma	MONDO:0003924	NCIT:C48452	NCIT:C48452
MONDO:0003765	adult leptomeningeal melanoma	MONDO:0003761	NCIT:C5319	NCIT:C5319
MONDO:0002363	papilloma	MONDO:0021096	NCIT:C7440	NCIT:C3713
MONDO:0002363	papilloma	MONDO:0021096	NCIT:C7440	NCIT:C7440
MONDO:0002363	papilloma	MONDO:0036976	NCIT:C7440	NCIT:C3713
MONDO:0002363	papilloma	MONDO:0036976	NCIT:C7440	NCIT:C7440
MONDO:0003952	adult central nervous system choriocarcinoma	MONDO:0003405	NCIT:C5793	NCIT:C5793
MONDO:0003952	adult central nervous system choriocarcinoma	MONDO:0016740	NCIT:C5793	NCIT:C5793
MONDO:0002550	hypoglossal nerve neoplasm	MONDO:0001810	NCIT:C5830	NCIT:C5830
MONDO:0002550	hypoglossal nerve neoplasm	MONDO:0002633	NCIT:C5830	NCIT:C5830
MONDO:0001994	sphenoidal sinus cancer	MONDO:0004047	NCIT:C3543	NCIT:C3543
MONDO:0044916	extrarenal rhabdoid tumor	MONDO:0002728	NCIT:C6586	NCIT:C6586
MONDO:0044916	extrarenal rhabdoid tumor	MONDO:0006517	NCIT:C6586	NCIT:C6586
MONDO:0002481	ovarian neuroendocrine neoplasm	MONDO:0019496	NCIT:C5237	NCIT:C5237
MONDO:0004229	acantholytic variant squamous cell breast carcinoma	MONDO:0006056	NCIT:C40359	NCIT:C40359
MONDO:0002856	gallbladder rhabdomyosarcoma	MONDO:0002857	NCIT:C5839	NCIT:C5839
MONDO:0003802	cornea cancer	MONDO:0021238	NCIT:C3565	NCIT:C3565
MONDO:0003802	cornea cancer	MONDO:0021238	NCIT:C3565	NCIT:C4361
MONDO:0003802	cornea cancer	MONDO:0002236	NCIT:C3565	NCIT:C3565
MONDO:0003802	cornea cancer	MONDO:0002236	NCIT:C3565	NCIT:C4361
MONDO:0000371	oral cavity carcinoma in situ	MONDO:0044925	NCIT:C4587	NCIT:C4587
MONDO:0006103	benign adrenal gland pheochromocytoma	MONDO:0004974	NCIT:C48305	NCIT:C48305
MONDO:0001844	uterine corpus myxoid leiomyoma	MONDO:0007886	NCIT:C40166	NCIT:C40166
MONDO:0004028	small intestinal fibrosarcoma	MONDO:0003361	NCIT:C5336	NCIT:C5336
MONDO:0001417	tracheal lymphoma	MONDO:0001407	NCIT:C6248	NCIT:C6248
MONDO:0004972	adenoma	MONDO:0005626	NCIT:C2855	NCIT:C2855
MONDO:0002858	ovary rhabdomyosarcoma	MONDO:0005212	NCIT:C5236	NCIT:C5236
MONDO:0002858	ovary rhabdomyosarcoma	MONDO:0002225	NCIT:C5236	NCIT:C5236
MONDO:0001846	uterine corpus bizarre leiomyoma	MONDO:0003288	NCIT:C40167	NCIT:C40167
MONDO:0001846	uterine corpus bizarre leiomyoma	MONDO:0007886	NCIT:C40167	NCIT:C40167
MONDO:0019077	warty dyskeratoma	MONDO:0002093	NCIT:C4087	NCIT:C4087
MONDO:0002355	glottis carcinoma	MONDO:0002351	NCIT:C4923	NCIT:C4923
MONDO:0002355	glottis carcinoma	MONDO:0002358	NCIT:C4923	NCIT:C4923
MONDO:0016755	neurofibroma	MONDO:0002547	NCIT:C3272	NCIT:C3272
MONDO:0003796	rectum Kaposi sarcoma	MONDO:0002168	NCIT:C5550	NCIT:C5550
MONDO:0003796	rectum Kaposi sarcoma	MONDO:0024659	NCIT:C5550	NCIT:C5550
MONDO:0016686	diffuse astrocytoma	MONDO:0021639	NCIT:C7173	NCIT:C7173
MONDO:0003100	nerve plexus neoplasm	MONDO:0001406	NCIT:C5822	NCIT:C5822
MONDO:0006112	bladder inflammatory myofibroblastic tumor	MONDO:0015798	NCIT:C6177	NCIT:C6177
MONDO:0006470	tonsillar squamous cell carcinoma	MONDO:0021337	NCIT:C8183	NCIT:C8183
MONDO:0006470	tonsillar squamous cell carcinoma	MONDO:0044704	NCIT:C8183	NCIT:C8183
MONDO:0044878	adult germ cell tumor	MONDO:0005040	NCIT:C114777	NCIT:C114777
MONDO:0021812	adnexal spiradenoma/cylindroma of a sweat gland	MONDO:0021489	NCIT:C27094	NCIT:C27094
MONDO:0003510	malignant testicular germ cell tumor	MONDO:0006290	NCIT:C9063	NCIT:C9063
MONDO:0003510	malignant testicular germ cell tumor	MONDO:0010108	NCIT:C9063	NCIT:C9063
MONDO:0003510	malignant testicular germ cell tumor	MONDO:0005447	NCIT:C9063	NCIT:C9063
MONDO:0002772	intraventricular meningioma	MONDO:0002682	NCIT:C5273	NCIT:C5273
MONDO:0005335	colorectal neoplasm	MONDO:0021118	NCIT:C2956	NCIT:C2956
MONDO:0004120	Bartholin gland small cell carcinoma	MONDO:0002829	NCIT:C40298	NCIT:C40298
MONDO:0020801	rectal medullary carcinoma	MONDO:0020794	NCIT:C60640	NCIT:C60640
MONDO:0020801	rectal medullary carcinoma	MONDO:0002169	NCIT:C60640	NCIT:C60640
MONDO:0006409	signet ring cell gastric adenocarcinoma	MONDO:0005092	NCIT:C5250	NCIT:C5250
MONDO:0024320	inner ear neoplasm	MONDO:0002467	NCIT:C39784	NCIT:C39784
MONDO:0024320	inner ear neoplasm	MONDO:0021233	NCIT:C39784	NCIT:C39784
MONDO:0021249	lip neoplasm	MONDO:0004748	NCIT:C3191	NCIT:C3191
MONDO:0004291	subglottis squamous cell carcinoma	MONDO:0005595	NCIT:C8187	NCIT:C8187
MONDO:0004291	subglottis squamous cell carcinoma	MONDO:0004358	NCIT:C8187	NCIT:C8187
MONDO:0003766	thalamic cancer	MONDO:0002786	NCIT:C4576	NCIT:C4576
MONDO:0003766	thalamic cancer	MONDO:0002786	NCIT:C4576	NCIT:C6221
MONDO:0002551	c-P angle neurinoma	MONDO:0002553	NCIT:C5413	NCIT:C5413
MONDO:0044917	T-lymphoblastic lymphoma	MONDO:0000873	NCIT:C6919	NCIT:C6919
MONDO:0044917	T-lymphoblastic lymphoma	MONDO:0003537	NCIT:C6919	NCIT:C6919
MONDO:0001995	sphenoid sinus squamous cell carcinoma	MONDO:0001994	NCIT:C6066	NCIT:C6066
MONDO:0001995	sphenoid sinus squamous cell carcinoma	MONDO:0044705	NCIT:C6066	NCIT:C6066
MONDO:0002482	nipple neoplasm	MONDO:0021100	NCIT:C5212	NCIT:C5212
MONDO:0009755	neutrophil actin dysfunction	MONDO:0005073	NCIT:C3694	NCIT:C3694
MONDO:0001416	female reproductive organ cancer	MONDO:0002149	NCIT:C4913	NCIT:C3053
MONDO:0001416	female reproductive organ cancer	MONDO:0002149	NCIT:C4913	NCIT:C4913
MONDO:0001416	female reproductive organ cancer	MONDO:0021148	NCIT:C4913	NCIT:C3053
MONDO:0001416	female reproductive organ cancer	MONDO:0021148	NCIT:C4913	NCIT:C4913
MONDO:0006104	benign carotid body paraganglioma	MONDO:0021053	NCIT:C79950	NCIT:C79950
MONDO:0100280	Waldenstrom macroglobulinemia	MONDO:0000432	NCIT:C80307	NCIT:C80307
MONDO:0002857	gallbladder sarcoma	MONDO:0005411	NCIT:C5736	NCIT:C5736
MONDO:0000372	pharynx carcinoma in situ	MONDO:0004647	NCIT:C4942	NCIT:C4942
MONDO:0000372	pharynx carcinoma in situ	MONDO:0021345	NCIT:C4942	NCIT:C4942
MONDO:0006275	lung giant cell carcinoma	MONDO:0006279	NCIT:C4452	NCIT:C3779
MONDO:0006275	lung giant cell carcinoma	MONDO:0006279	NCIT:C4452	NCIT:C4452
MONDO:0001845	uterine corpus lipoleiomyoma	MONDO:0007886	NCIT:C40168	NCIT:C40168
MONDO:0003589	liposarcoma of the ovary	MONDO:0005060	NCIT:C6419	NCIT:C6419
MONDO:0003589	liposarcoma of the ovary	MONDO:0002225	NCIT:C6419	NCIT:C6419
MONDO:0002577	extrahepatic bile duct rhabdomyosarcoma	MONDO:0024658	NCIT:C5860	NCIT:C5860
MONDO:0001418	trachea sarcoma	MONDO:0018078	NCIT:C6050	NCIT:C6050
MONDO:0001418	trachea sarcoma	MONDO:0001407	NCIT:C6050	NCIT:C6050
MONDO:0018223	systemic Epstein-Barr virus-positive T-cell lymphoproliferative disease of childhood	MONDO:0006188	NCIT:C80374	NCIT:C80374
MONDO:0021364	neoplasm of oropharynx	MONDO:0021246	NCIT:C3291	NCIT:C3291
MONDO:0003064	inverted transitional cell papilloma	MONDO:0005605	NCIT:C4118	NCIT:C4118
MONDO:0003064	inverted transitional cell papilloma	MONDO:0002537	NCIT:C4118	NCIT:C4118
MONDO:0005953	scirrhous adenocarcinoma	MONDO:0004970	NCIT:C2928	NCIT:C2928
MONDO:0002859	breast rhabdomyosarcoma	MONDO:0002490	NCIT:C5190	NCIT:C5190
MONDO:0002859	breast rhabdomyosarcoma	MONDO:0005212	NCIT:C5190	NCIT:C5190
MONDO:0005836	male reproductive organ cancer	MONDO:0002149	NCIT:C8561	NCIT:C8561
MONDO:0005836	male reproductive organ cancer	MONDO:0002149	NCIT:C8561	NCIT:C3054
MONDO:0005836	male reproductive organ cancer	MONDO:0024582	NCIT:C8561	NCIT:C8561
MONDO:0005836	male reproductive organ cancer	MONDO:0024582	NCIT:C8561	NCIT:C3054
MONDO:0001293	subglottis cancer	MONDO:0000933	NCIT:C3546	NCIT:C3546
MONDO:0001293	subglottis cancer	MONDO:0002352	NCIT:C3546	NCIT:C3546
MONDO:0006098	atypical lobular breast hyperplasia	MONDO:0002486	NCIT:C4730	NCIT:C4730
MONDO:0700151	canine glioma	MONDO:0700139	NCIT:C129297	NCIT:C129297
MONDO:0016687	protoplasmic astrocytoma	MONDO:0016686	NCIT:C4320	NCIT:C4320
MONDO:0004261	periductal breast myoepitheliosis	MONDO:0004262	NCIT:C40388	NCIT:C40388
MONDO:0004239	cervical keratinizing squamous cell carcinoma	MONDO:0006143	NCIT:C40187	NCIT:C40187
MONDO:0004239	cervical keratinizing squamous cell carcinoma	MONDO:0005056	NCIT:C40187	NCIT:C40187
MONDO:0006418	small intestinal enteropathy-associated T-cell lymphoma	MONDO:0019473	NCIT:C39610	NCIT:C39610
MONDO:0004426	frontal convexity meningioma	MONDO:0003774	NCIT:C5292	NCIT:C5292
MONDO:0021258	choroid neoplasm	MONDO:0001898	NCIT:C2949	NCIT:C2949
MONDO:0021258	choroid neoplasm	MONDO:0021225	NCIT:C2949	NCIT:C2949
MONDO:0006284	major salivary gland carcinoma	MONDO:0044743	NCIT:C5907	NCIT:C5907
MONDO:0006284	major salivary gland carcinoma	MONDO:0000521	NCIT:C5907	NCIT:C5907
MONDO:0004647	in situ carcinoma	MONDO:0021074	NCIT:C2917	NCIT:C2917
MONDO:0004647	in situ carcinoma	MONDO:0004993	NCIT:C2917	NCIT:C2917
MONDO:0006471	tracheal adenoid cystic carcinoma	MONDO:0003184	NCIT:C6051	NCIT:C6051
MONDO:0006471	tracheal adenoid cystic carcinoma	MONDO:0004971	NCIT:C6051	NCIT:C6051
MONDO:0044879	pancreatic mucinous-cystic neoplasm	MONDO:0024338	NCIT:C41247	NCIT:C41247
MONDO:0021490	benign neoplasm of sebaceous gland	MONDO:0006963	NCIT:C8525	NCIT:C8525
MONDO:0021429	squamous cell carcinoma of floor of mouth	MONDO:0021343	NCIT:C4041	NCIT:C4041
MONDO:0021429	squamous cell carcinoma of floor of mouth	MONDO:0004958	NCIT:C4041	NCIT:C4041
MONDO:0003682	localized chondrosarcoma	MONDO:0008977	NCIT:C8778	NCIT:C8778
MONDO:0004292	supraglottis verrucous carcinoma	MONDO:0002766	NCIT:C8191	NCIT:C8191
MONDO:0004292	supraglottis verrucous carcinoma	MONDO:0004293	NCIT:C8191	NCIT:C8191
MONDO:0003095	laryngeal mucoepidermoid carcinoma	MONDO:0002358	NCIT:C9463	NCIT:C9463
MONDO:0003095	laryngeal mucoepidermoid carcinoma	MONDO:0003036	NCIT:C9463	NCIT:C9463
