Mondo ID	Disease label	Synonym	ClinGen Preferred subset tag
MONDO:0000448	paraganglioma	paraganglioma	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0011544	paragangliomas 3	paragangliomas 3	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0017366	hereditary pheochromocytoma-paraganglioma	hereditary pheochromocytoma-paraganglioma	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0008233	phaeochromocytoma	phaeochromocytoma	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0008192	paragangliomas 1	paragangliomas 1	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0000448	paraganglioma	paraganglioma	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0009134	congenital dyserythropoietic anemia type 2	congenital dyserythropoietic anemia type 2	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0100337	SEC61A1 deficiency	SEC61A1 deficiency	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0014860	polycystic liver disease 2	polycystic liver disease 2	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0100100	SELENON-related myopathy	SELENON-related myopathy	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0009080	split hand-foot malformation 1 with sensorineural hearing loss	split hand-foot malformation 1 with sensorineural hearing loss	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0018630	hereditary nonpolyposis colon cancer	hereditary nonpolyposis colon cancer	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0013438	pontocerebellar hypoplasia type 2D	pontocerebellar hypoplasia type 2D	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0009723	Leigh syndrome	Leigh syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0013875	3-methylglutaconic aciduria with deafness, encephalopathy, and Leigh-like syndrome	3-methylglutaconic aciduria with deafness, encephalopathy, and Leigh-like syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0013282	alpha 1-antitrypsin deficiency	alpha 1-antitrypsin deficiency	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0019497	nonsyndromic genetic deafness	nonsyndromic genetic deafness	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0013269	autosomal recessive nonsyndromic deafness 91	autosomal recessive nonsyndromic deafness 91	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0014272	palmoplantar keratoderma, Nagashima type	palmoplantar keratoderma, Nagashima type	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0017339	exfoliative ichthyosis	exfoliative ichthyosis	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0013144	antithrombin III deficiency	antithrombin III deficiency	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0012876	heparin cofactor 2 deficiency	heparin cofactor 2 deficiency	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0013227	congenital plasminogen activator inhibitor type 1 deficiency	congenital plasminogen activator inhibitor type 1 deficiency	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0009883	alpha-2-plasmin inhibitor deficiency	alpha-2-plasmin inhibitor deficiency	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0100038	complex neurodevelopmental disorder	complex neurodevelopmental disorder	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0010010	Schinzel-Giedion syndrome	Schinzel-Giedion syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0014482	intellectual disability, autosomal dominant 29	intellectual disability, autosomal dominant 29	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0005090	schizophrenia	schizophrenia	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0014791	Luscan-Lumish syndrome	Luscan-Lumish syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0014336	intellectual disability-facial dysmorphism syndrome due to SETD5 haploinsufficiency	intellectual disability-facial dysmorphism syndrome due to SETD5 haploinsufficiency	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0007943	Nager acrofacial dysostosis	Nager acrofacial dysostosis	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0015152	autosomal recessive limb-girdle muscular dystrophy	autosomal recessive limb-girdle muscular dystrophy	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0015152	autosomal recessive limb-girdle muscular dystrophy	autosomal recessive limb-girdle muscular dystrophy	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0015152	autosomal recessive limb-girdle muscular dystrophy	autosomal recessive limb-girdle muscular dystrophy	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0005021	dilated cardiomyopathy	dilated cardiomyopathy	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0008044	myoclonic dystonia 11	myoclonic dystonia 11	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0015152	autosomal recessive limb-girdle muscular dystrophy	autosomal recessive limb-girdle muscular dystrophy	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0009677	autosomal recessive limb-girdle muscular dystrophy type 2C	autosomal recessive limb-girdle muscular dystrophy type 2C	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0009655	Sanfilippo syndrome type A	Sanfilippo syndrome type A	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0024551	X-linked lymphoproliferative disease due to SH2D1A deficiency	X-linked lymphoproliferative disease due to SH2D1A deficiency	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0011113	Charcot-Marie-Tooth disease type 4C	Charcot-Marie-Tooth disease type 4C	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0100038	complex neurodevelopmental disorder	complex neurodevelopmental disorder	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0100038	complex neurodevelopmental disorder	complex neurodevelopmental disorder	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0011652	Phelan-McDermid syndrome	Phelan-McDermid syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0007733	holoprosencephaly 3	holoprosencephaly 3	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0015280	cardiofaciocutaneous syndrome	cardiofaciocutaneous syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0011899	Noonan syndrome-like disorder with loose anagen hair	Noonan syndrome-like disorder with loose anagen hair	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0009026	Costello syndrome	Costello syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0018997	Noonan syndrome	Noonan syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0054637	Noonan syndrome-like disorder with loose anagen hair 1	Noonan syndrome-like disorder with loose anagen hair 1	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0007481	Leri-Weill dyschondrosteosis	Leri-Weill dyschondrosteosis	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0100148	X-linked complex neurodevelopmental disorder	X-linked complex neurodevelopmental disorder	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0009114	congenital sucrase-isomaltase deficiency	congenital sucrase-isomaltase deficiency	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0100062	developmental and epileptic encephalopathy	developmental and epileptic encephalopathy	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0009567	Marinesco-Sjogren syndrome	Marinesco-Sjogren syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0019182	monogenic obesity	monogenic obesity	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0013256	chromosome 15q24 deletion syndrome	chromosome 15q24 deletion syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0007029	branchio-oto-renal syndrome	branchio-oto-renal syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0007999	holoprosencephaly 2	holoprosencephaly 2	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0007029	branchio-oto-renal syndrome	branchio-oto-renal syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0008426	Shprintzen-Goldberg syndrome	Shprintzen-Goldberg syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0009904	Gitelman syndrome	Gitelman syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0014392	developmental and epileptic encephalopathy, 25	developmental and epileptic encephalopathy, 25	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0012786	juvenile cataract-microcornea-renal glucosuria syndrome	juvenile cataract-microcornea-renal glucosuria syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0010354	Allan-Herndon-Dudley syndrome	Allan-Herndon-Dudley syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0019366	free sialic acid storage disease	free sialic acid storage disease	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0019497	nonsyndromic genetic deafness	nonsyndromic genetic deafness	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0009723	Leigh syndrome	Leigh syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0009110	dicarboxylic aminoaciduria	dicarboxylic aminoaciduria	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0014916	developmental and epileptic encephalopathy, 41	developmental and epileptic encephalopathy, 41	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0012982	episodic ataxia type 6	episodic ataxia type 6	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0014725	spastic tetraplegia-thin corpus callosum-progressive postnatal microcephaly syndrome	spastic tetraplegia-thin corpus callosum-progressive postnatal microcephaly syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0008919	systemic primary carnitine deficiency disease	systemic primary carnitine deficiency disease	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0000453	short QT syndrome	short QT syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0013450	congenital stationary night blindness 1D	congenital stationary night blindness 1D	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0014072	D,L-2-hydroxyglutaric aciduria	D,L-2-hydroxyglutaric aciduria	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0016602	citrin deficiency	citrin deficiency	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0016603	citrullinemia type II	citrullinemia type II	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0011326	citrullinemia, type II, adult-onset	citrullinemia, type II, adult-onset	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0011601	neonatal intrahepatic cholestasis due to citrin deficiency	neonatal intrahepatic cholestasis due to citrin deficiency	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0009393	ornithine translocase deficiency	ornithine translocase deficiency	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0009723	Leigh syndrome	Leigh syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0000152	thiamine-responsive dysfunction syndrome	thiamine-responsive dysfunction syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0008918	carnitine-acylcarnitine translocase deficiency	carnitine-acylcarnitine translocase deficiency	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0100062	developmental and epileptic encephalopathy	developmental and epileptic encephalopathy	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0014175	mitochondrial DNA depletion syndrome 12	mitochondrial DNA depletion syndrome 12	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0009723	Leigh syndrome	Leigh syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0014671	neuropathy, hereditary motor and sensory, type 6B	neuropathy, hereditary motor and sensory, type 6B	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0009723	Leigh syndrome	Leigh syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0016648	multiple epiphyseal dysplasia	multiple epiphyseal dysplasia	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0009107	diastrophic dysplasia	diastrophic dysplasia	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0009727	atelosteogenesis type II	atelosteogenesis type II	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0010966	achondrogenesis type IB	achondrogenesis type IB	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0010134	Pendred syndrome	Pendred syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0019497	nonsyndromic genetic deafness	nonsyndromic genetic deafness	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0000188	GLUT1 deficiency syndrome	GLUT1 deficiency syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0012805	childhood onset GLUT1 deficiency syndrome 2	childhood onset GLUT1 deficiency syndrome 2	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0019625	familial thoracic aortic aneurysm and aortic dissection	familial thoracic aortic aneurysm and aortic dissection	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0008818	arterial tortuosity syndrome	arterial tortuosity syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0013208	cirrhosis - dystonia - polycythemia - hypermanganesemia syndrome	cirrhosis - dystonia - polycythemia - hypermanganesemia syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0014851	hypercalcemia, infantile 2	hypercalcemia, infantile 2	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0009928	pulmonary alveolar microlithiasis	pulmonary alveolar microlithiasis	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0100038	complex neurodevelopmental disorder	complex neurodevelopmental disorder	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0010478	SLC35A2-CDG	SLC35A2-CDG	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0009953	leukocyte adhesion deficiency type II	leukocyte adhesion deficiency type II	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0010013	schneckenbecken dysplasia	schneckenbecken dysplasia	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0009448	iminoglycinuria	iminoglycinuria	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0002413	glycogen storage disease I	glycogen storage disease I	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0012216	foveal hypoplasia - optic nerve decussation defect - anterior segment dysgenesis syndrome	foveal hypoplasia - optic nerve decussation defect - anterior segment dysgenesis syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0008713	acrodermatitis enteropathica	acrodermatitis enteropathica	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0015977	agammaglobulinemia	agammaglobulinemia	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0009723	Leigh syndrome	Leigh syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0009067	cystinuria	cystinuria	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0019497	nonsyndromic genetic deafness	nonsyndromic genetic deafness	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0000453	short QT syndrome	short QT syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0014013	maternal riboflavin deficiency	maternal riboflavin deficiency	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0013867	brown-Vialetto-van Laere syndrome 2	brown-Vialetto-van Laere syndrome 2	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0024537	Brown-Vialetto-van Laere syndrome 1	Brown-Vialetto-van Laere syndrome 1	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0011731	glucose-galactose malabsorption	glucose-galactose malabsorption	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0100038	complex neurodevelopmental disorder	complex neurodevelopmental disorder	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0009324	Hartnup disease	Hartnup disease	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0013150	parkinsonism-dystonia, infantile	parkinsonism-dystonia, infantile	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0005258	autism spectrum disorder	autism spectrum disorder	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0010305	creatine transporter deficiency	creatine transporter deficiency	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0009109	lysinuric protein intolerance	lysinuric protein intolerance	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0009067	cystinuria	cystinuria	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0010278	Christianson syndrome	Christianson syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0005258	autism spectrum disorder	autism spectrum disorder	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0009082	high myopia-sensorineural deafness syndrome	high myopia-sensorineural deafness syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0015263	Brugada syndrome	Brugada syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0009552	mal de Meleda	mal de Meleda	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0016419	hereditary breast carcinoma	hereditary breast carcinoma	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0016248	familial ovarian cancer	familial ovarian cancer	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0019625	familial thoracic aortic aneurysm and aortic dissection	familial thoracic aortic aneurysm and aortic dissection	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0013426	aneurysm-osteoarthritis syndrome	aneurysm-osteoarthritis syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0019625	familial thoracic aortic aneurysm and aortic dissection	familial thoracic aortic aneurysm and aortic dissection	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0018954	Loeys-Dietz syndrome	Loeys-Dietz syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0008276	generalized juvenile polyposis/juvenile polyposis coli	generalized juvenile polyposis/juvenile polyposis coli	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0008278	juvenile polyposis/hereditary hemorrhagic telangiectasia syndrome	juvenile polyposis/hereditary hemorrhagic telangiectasia syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0017380	juvenile polyposis syndrome	juvenile polyposis syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0015924	pulmonary arterial hypertension	pulmonary arterial hypertension	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0015452	Coffin-Siris syndrome	Coffin-Siris syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0011053	intellectual disability-sparse hair-brachydactyly syndrome	intellectual disability-sparse hair-brachydactyly syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0013224	rhabdoid tumor predisposition syndrome 2	rhabdoid tumor predisposition syndrome 2	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0018630	hereditary nonpolyposis colon cancer	hereditary nonpolyposis colon cancer	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0015452	Coffin-Siris syndrome	Coffin-Siris syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0016473	familial rhabdoid tumor	familial rhabdoid tumor	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0009458	Schimke immuno-osseous dysplasia	Schimke immuno-osseous dysplasia	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0012252	rhabdoid tumor predisposition syndrome 1	rhabdoid tumor predisposition syndrome 1	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0016473	familial rhabdoid tumor	familial rhabdoid tumor	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0011789	familial meningioma	familial meningioma	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0100038	complex neurodevelopmental disorder	complex neurodevelopmental disorder	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0010370	Cornelia de Lange syndrome 2	Cornelia de Lange syndrome 2	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0016033	Cornelia de Lange syndrome	Cornelia de Lange syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0008800	microphthalmia with limb anomalies	microphthalmia with limb anomalies	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0007436	dentin dysplasia type I	dentin dysplasia type I	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0019497	nonsyndromic genetic deafness	nonsyndromic genetic deafness	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0010664	syndromic X-linked intellectual disability Snyder type	syndromic X-linked intellectual disability Snyder type	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0018094	Waardenburg syndrome	Waardenburg syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0012290	CEDNIK syndrome	CEDNIK syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0008200	autosomal dominant Parkinson disease 1	autosomal dominant Parkinson disease 1	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0005180	Parkinson disease	Parkinson disease	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0008199	late-onset Parkinson disease	late-onset Parkinson disease	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0018466	hereditary late onset Parkinson disease	hereditary late onset Parkinson disease	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0011562	autosomal dominant Parkinson disease 4	autosomal dominant Parkinson disease 4	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:00017279			http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0002442	long QT syndrome	long QT syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0013353	intellectual disability, anterior maxillary protrusion, and strabismus	intellectual disability, anterior maxillary protrusion, and strabismus	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0007103	amyotrophic lateral sclerosis type 1	amyotrophic lateral sclerosis type 1	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0014936	ZTTK syndrome	ZTTK syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0018997	Noonan syndrome	Noonan syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0009026	Costello syndrome	Costello syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0015280	cardiofaciocutaneous syndrome	cardiofaciocutaneous syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0012547	Noonan syndrome 4	Noonan syndrome 4	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0018997	Noonan syndrome	Noonan syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0014691	Noonan syndrome 9	Noonan syndrome 9	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0010016	sclerosteosis 1	sclerosteosis 1	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0013202	Waardenburg syndrome type 4C	Waardenburg syndrome type 4C	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0014376	intellectual disability, autosomal dominant 27	intellectual disability, autosomal dominant 27	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0008799	anophthalmia/microphthalmia-esophageal atresia syndrome	anophthalmia/microphthalmia-esophageal atresia syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0014778	Lamb-Shaffer syndrome	Lamb-Shaffer syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0007251	campomelic dysplasia	campomelic dysplasia	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0009869	isolated Pierre-Robin syndrome	isolated Pierre-Robin syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0007134	Cooks syndrome	Cooks syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0008438	hereditary spastic paraplegia 4	hereditary spastic paraplegia 4	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0011415	Leber congenital amaurosis 3	Leber congenital amaurosis 3	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0014418	myopathy, centronuclear, 5	myopathy, centronuclear, 5	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0100038	complex neurodevelopmental disorder	complex neurodevelopmental disorder	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0009568	mast syndrome	mast syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0011803	hereditary spastic paraplegia 7	hereditary spastic paraplegia 7	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0009735	Netherton syndrome	Netherton syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
