category	mondo_id	term_label	suspect_synonym	closest_correct	match	edit
UK_US_SPELLING	MONDO:0024275	amebic dysentery	amebic dysentery	amoebic dysentery	synonym	edit1
UK_US_SPELLING	MONDO:0024275	amebic dysentery	amoebic dysenteries	amebic dysenteries	synonym	edit1
UK_US_SPELLING	MONDO:0024275	amebic dysentery	dysenteries, amebic	dysenteries, amoebic	synonym	edit1
UK_US_SPELLING	MONDO:0024275	amebic dysentery	dysenteries, amoebic	dysenteries, amebic	synonym	edit1
UK_US_SPELLING	MONDO:0016004	aminopterin/methotrexate embryofetopathy	fetal aminopterin syndrome	foetal aminopterin syndrome	synonym	edit1
UK_US_SPELLING	MONDO:0016004	aminopterin/methotrexate embryofetopathy	fetal methotrexate syndrome	foetal methotrexate syndrome	synonym	edit1
UK_US_SPELLING	MONDO:0016004	aminopterin/methotrexate embryofetopathy	foetal aminopterin syndrome	fetal aminopterin syndrome	synonym	edit1
UK_US_SPELLING	MONDO:0016004	aminopterin/methotrexate embryofetopathy	foetal methotrexate syndrome	fetal methotrexate syndrome	synonym	edit1
UK_US_SPELLING	MONDO:0013301	aromatase deficiency	congenital estrogen deficiency	congenital oestrogen deficiency	synonym	edit1
UK_US_SPELLING	MONDO:0013301	aromatase deficiency	congenital oestrogen deficiency	congenital estrogen deficiency	synonym	edit1
UK_US_SPELLING	MONDO:0009441	autosomal recessive congenital ichthyosis 1	collodion fetus	collodion foetus	synonym	edit1
UK_US_SPELLING	MONDO:0009441	autosomal recessive congenital ichthyosis 1	collodion foetus	collodion fetus	synonym	edit1
UK_US_SPELLING	MONDO:0009443	autosomal recessive congenital ichthyosis 4B	Harlequin fetus	Harlequin foetus	synonym	edit1
UK_US_SPELLING	MONDO:0009443	autosomal recessive congenital ichthyosis 4B	Harlequin foetus	Harlequin fetus	synonym	edit1
UK_US_SPELLING	MONDO:0003658	B-cell lymphoma, unclassifiable, with features intermediate between diffuse large b-cell lymphoma and classical Hodgkin lymphoma	Gray zone lymphoma	Grey zone lymphoma	synonym	edit1
UK_US_SPELLING	MONDO:0003658	B-cell lymphoma, unclassifiable, with features intermediate between diffuse large b-cell lymphoma and classical Hodgkin lymphoma	Grey zone lymphoma	Gray zone lymphoma	synonym	edit1
UK_US_SPELLING	MONDO:0008874	Bangstad syndrome	Bird-headed dwarfism with progressive ataxia, insulin-resistant diabetes, goiter and primary gonadal insufficiency	Bird-headed dwarfism with progressive ataxia, insulin-resistant diabetes, goitre and primary gonadal insufficiency	synonym	edit1
UK_US_SPELLING	MONDO:0008874	Bangstad syndrome	Bird-headed dwarfism with progressive ataxia, insulin-resistant diabetes, goitre and primary gonadal insufficiency	Bird-headed dwarfism with progressive ataxia, insulin-resistant diabetes, goiter and primary gonadal insufficiency	synonym	edit1
UK_US_SPELLING	MONDO:0008870	bird headed-dwarfism, Montreal type	premature senility, premature graying and loss of scalp hair and wrinkled skin of the palms	premature senility, premature greying and loss of scalp hair and wrinkled skin of the palms	synonym	edit1
UK_US_SPELLING	MONDO:0008870	bird headed-dwarfism, Montreal type	premature senility, premature greying and loss of scalp hair and wrinkled skin of the palms	premature senility, premature graying and loss of scalp hair and wrinkled skin of the palms	synonym	edit1
UK_US_SPELLING	MONDO:0015265	bronchiolitis obliterans syndrome	organising pneumonia	organizing pneumonia	synonym	edit1
UK_US_SPELLING	MONDO:0015265	bronchiolitis obliterans syndrome	organizing pneumonia	organising pneumonia	synonym	edit1
UK_US_SPELLING	MONDO:0040728	Campylobacter fetus infectious disease	infection by Campylobacter fetus	infection by Campylobacter foetus	synonym	edit1
UK_US_SPELLING	MONDO:0040728	Campylobacter fetus infectious disease	infection by Campylobacter foetus	infection by Campylobacter fetus	synonym	edit1
UK_US_SPELLING	MONDO:0021289	carcinoma in situ of cecum	caecum carcinoma in situ	cecum carcinoma in situ	synonym	edit1
UK_US_SPELLING	MONDO:0021289	carcinoma in situ of cecum	cecum carcinoma in situ	caecum carcinoma in situ	synonym	edit1
UK_US_SPELLING	MONDO:0021289	carcinoma in situ of cecum	stage 0 caecum carcinoma	stage 0 cecum carcinoma	synonym	edit1
UK_US_SPELLING	MONDO:0021289	carcinoma in situ of cecum	stage 0 cecum carcinoma	stage 0 caecum carcinoma	synonym	edit1
UK_US_SPELLING	MONDO:0010439	cardiomyopathy, fatal fetal, due to myocardial calcification	myocardial calcifications resulting in intrauterine fetal death	myocardial calcifications resulting in intrauterine foetal death	synonym	edit1
UK_US_SPELLING	MONDO:0010439	cardiomyopathy, fatal fetal, due to myocardial calcification	myocardial calcifications resulting in intrauterine foetal death	myocardial calcifications resulting in intrauterine fetal death	synonym	edit1
UK_US_SPELLING	MONDO:0005694	cecal neoplasm	caecum neoplasm	cecum neoplasm	synonym	edit1
UK_US_SPELLING	MONDO:0005694	cecal neoplasm	cecum neoplasm	caecum neoplasm	synonym	edit1
UK_US_SPELLING	MONDO:0005694	cecal neoplasm	neoplasm of caecum	neoplasm of cecum	synonym	edit1
UK_US_SPELLING	MONDO:0005694	cecal neoplasm	neoplasm of cecum	neoplasm of caecum	synonym	edit1
UK_US_SPELLING	MONDO:0006028	cecum adenocarcinoma	cecum adenocarcinoma	caecum adenocarcinoma	synonym	edit1
UK_US_SPELLING	MONDO:0002033	cecum cancer	malignant caecum neoplasm	malignant cecum neoplasm	synonym	edit1
UK_US_SPELLING	MONDO:0002033	cecum cancer	malignant cecum neoplasm	malignant caecum neoplasm	synonym	edit1
UK_US_SPELLING	MONDO:0002033	cecum cancer	malignant neoplasm of caecum	malignant neoplasm of cecum	synonym	edit1
UK_US_SPELLING	MONDO:0002033	cecum cancer	malignant neoplasm of cecum	malignant neoplasm of caecum	synonym	edit1
UK_US_SPELLING	MONDO:0006029	cecum carcinoma	carcinoma of caecum	carcinoma of cecum	synonym	edit1
UK_US_SPELLING	MONDO:0006029	cecum carcinoma	carcinoma of cecum	carcinoma of caecum	synonym	edit1
UK_US_SPELLING	MONDO:0006029	cecum carcinoma	cecum carcinoma	caecum carcinoma	synonym	edit1
UK_US_SPELLING	MONDO:0002034	cecum lymphoma	cecum lymphoma	caecum lymphoma	synonym	edit1
UK_US_SPELLING	MONDO:0002034	cecum lymphoma	lymphoma of caecum	lymphoma of cecum	synonym	edit1
UK_US_SPELLING	MONDO:0002034	cecum lymphoma	lymphoma of cecum	lymphoma of caecum	synonym	edit1
UK_US_SPELLING	MONDO:0006126	cecum neuroendocrine tumor G1	caecum NET G1	cecum NET G1	synonym	edit1
UK_US_SPELLING	MONDO:0006126	cecum neuroendocrine tumor G1	cecum NET G1	caecum NET G1	synonym	edit1
UK_US_SPELLING	MONDO:0000525	cecum villous adenoma	cecum villous adenoma	caecum villous adenoma	synonym	edit1
UK_US_SPELLING	MONDO:0012650	Cernunnos-XLF deficiency	combined immunodeficiency-microcephaly-growth retardation-sensitivity to ionising radiation syndrome	combined immunodeficiency-microcephaly-growth retardation-sensitivity to ionizing radiation syndrome	synonym	edit1
UK_US_SPELLING	MONDO:0012650	Cernunnos-XLF deficiency	combined immunodeficiency-microcephaly-growth retardation-sensitivity to ionizing radiation syndrome	combined immunodeficiency-microcephaly-growth retardation-sensitivity to ionising radiation syndrome	synonym	edit1
UK_US_SPELLING	MONDO:0000409	chorioamnionitis	fetal membrane inflammation	foetal membrane inflammation	synonym	edit1
UK_US_SPELLING	MONDO:0000409	chorioamnionitis	foetal membrane inflammation	fetal membrane inflammation	synonym	edit1
UK_US_SPELLING	MONDO:0000409	chorioamnionitis	inflammation of fetal membrane	inflammation of foetal membrane	synonym	edit1
UK_US_SPELLING	MONDO:0000409	chorioamnionitis	inflammation of foetal membrane	inflammation of fetal membrane	synonym	edit1
UK_US_SPELLING	MONDO:0016007	cocaine embryofetopathy	fetal cocaine syndrome	foetal cocaine syndrome	synonym	edit1
UK_US_SPELLING	MONDO:0016007	cocaine embryofetopathy	foetal cocaine syndrome	fetal cocaine syndrome	synonym	edit1
UK_US_SPELLING	MONDO:0013334	cocoon syndrome	fetal encasement syndrome	foetal encasement syndrome	synonym	edit1
UK_US_SPELLING	MONDO:0013334	cocoon syndrome	foetal encasement syndrome	fetal encasement syndrome	synonym	edit1
UK_US_SPELLING	MONDO:0018029	congenital factor XIII deficiency	fibrin stabilising factor deficiency	fibrin stabilizing factor deficiency	synonym	edit1
UK_US_SPELLING	MONDO:0017361	congenital rubella syndrome	fetal rubella syndrome	foetal rubella syndrome	synonym	edit1
UK_US_SPELLING	MONDO:0017361	congenital rubella syndrome	foetal rubella syndrome	fetal rubella syndrome	synonym	edit1
UK_US_SPELLING	MONDO:0007384	congenital trigeminal anesthesia	familial trigeminal anaesthesia	familial trigeminal anesthesia	synonym	edit1
UK_US_SPELLING	MONDO:0007384	congenital trigeminal anesthesia	familial trigeminal anesthesia	familial trigeminal anaesthesia	synonym	edit1
UK_US_SPELLING	MONDO:0017372	congenital varicella syndrome	fetal effects of chickenpox	foetal effects of chickenpox	synonym	edit1
UK_US_SPELLING	MONDO:0017372	congenital varicella syndrome	fetal effects of varicella zoster virus	foetal effects of varicella zoster virus	synonym	edit1
UK_US_SPELLING	MONDO:0017372	congenital varicella syndrome	fetal varicella infection	foetal varicella infection	synonym	edit1
UK_US_SPELLING	MONDO:0017372	congenital varicella syndrome	fetal varicella zoster syndrome	foetal varicella zoster syndrome	synonym	edit1
UK_US_SPELLING	MONDO:0017372	congenital varicella syndrome	foetal effects of chickenpox	fetal effects of chickenpox	synonym	edit1
UK_US_SPELLING	MONDO:0017372	congenital varicella syndrome	foetal effects of varicella zoster virus	fetal effects of varicella zoster virus	synonym	edit1
UK_US_SPELLING	MONDO:0017372	congenital varicella syndrome	foetal varicella infection	fetal varicella infection	synonym	edit1
UK_US_SPELLING	MONDO:0017372	congenital varicella syndrome	foetal varicella zoster syndrome	fetal varicella zoster syndrome	synonym	edit1
UK_US_SPELLING	MONDO:0015264	cryptogenic organizing pneumonia	idiopathic bronchiolitis obliterans organising pneumonia	idiopathic bronchiolitis obliterans organizing pneumonia	synonym	edit1
UK_US_SPELLING	MONDO:0015264	cryptogenic organizing pneumonia	idiopathic bronchiolitis obliterans organizing pneumonia	idiopathic bronchiolitis obliterans organising pneumonia	synonym	edit1
UK_US_SPELLING	MONDO:0015264	cryptogenic organizing pneumonia	organising pneumonia	Organizing Pneumonia	synonym	edit1
UK_US_SPELLING	MONDO:0016012	diethylstilbestrol syndrome	fetal diethylstilbestrol syndrome	foetal diethylstilbestrol syndrome	synonym	edit1
UK_US_SPELLING	MONDO:0016012	diethylstilbestrol syndrome	foetal diethylstilbestrol syndrome	fetal diethylstilbestrol syndrome	synonym	edit1
UK_US_SPELLING	MONDO:0014148	estrogen resistance syndrome	estrogen resistance	oestrogen resistance	synonym	edit1
UK_US_SPELLING	MONDO:0014148	estrogen resistance syndrome	oestrogen resistance	estrogen resistance	synonym	edit1
UK_US_SPELLING	MONDO:0006512	estrogen-receptor positive breast cancer	oestrogen receptor positive breast cancer	estrogen receptor positive breast cancer	synonym	edit1
UK_US_SPELLING	MONDO:0010242	fetal akinesia syndrome, X-linked	foetal akinesia syndrome X-linked	fetal akinesia syndrome X-linked	synonym	edit1
UK_US_SPELLING	MONDO:0010242	fetal akinesia syndrome, X-linked	X-linked form of fetal akinesia syndrome	X-linked form of foetal akinesia syndrome	synonym	edit1
UK_US_SPELLING	MONDO:0010242	fetal akinesia syndrome, X-linked	X-linked form of foetal akinesia syndrome	X-linked form of fetal akinesia syndrome	synonym	edit1
UK_US_SPELLING	MONDO:0000408	fetal alcohol spectrum disorder	fetal alcohol syndrome	foetal alcohol syndrome	synonym	edit1
UK_US_SPELLING	MONDO:0000408	fetal alcohol spectrum disorder	fetal alcohol syndrome (FAS) - type	foetal alcohol syndrome (FAS) - type	synonym	edit1
UK_US_SPELLING	MONDO:0000408	fetal alcohol spectrum disorder	foetal alcohol spectrum disorders	fetal alcohol spectrum disorders	synonym	edit1
UK_US_SPELLING	MONDO:0000408	fetal alcohol spectrum disorder	foetal alcohol syndrome	fetal alcohol syndrome	synonym	edit1
UK_US_SPELLING	MONDO:0000408	fetal alcohol spectrum disorder	foetal alcohol syndrome (FAS) - type	fetal alcohol syndrome (FAS) - type	synonym	edit1
UK_US_SPELLING	MONDO:0000408	fetal alcohol spectrum disorder	partial fetal alcohol syndrome	partial foetal alcohol syndrome	synonym	edit1
UK_US_SPELLING	MONDO:0000408	fetal alcohol spectrum disorder	partial foetal alcohol syndrome	partial fetal alcohol syndrome	synonym	edit1
UK_US_SPELLING	MONDO:0000408	fetal alcohol spectrum disorder	syndrome, fetal alcohol	syndrome, foetal alcohol	synonym	edit1
UK_US_SPELLING	MONDO:0000408	fetal alcohol spectrum disorder	syndrome, foetal alcohol	syndrome, fetal alcohol	synonym	edit1
UK_US_SPELLING	MONDO:0016011	fetal alcohol syndrome	fetal alcohol spectrum disorders	foetal alcohol spectrum disorders	synonym	edit1
UK_US_SPELLING	MONDO:0016011	fetal alcohol syndrome	foetal alcohol spectrum disorders	fetal alcohol spectrum disorders	synonym	edit1
UK_US_SPELLING	MONDO:0006760	fetal erythroblastosis	hemolytic disease of the fetus or newborn	hemolytic disease of the foetus or newborn	synonym	edit1
UK_US_SPELLING	MONDO:0006760	fetal erythroblastosis	hemolytic disease of the foetus or newborn	hemolytic disease of the fetus or newborn	synonym	edit1
UK_US_SPELLING	MONDO:0005030	fetal growth restriction	fetal SGA	foetal SGA	synonym	edit1
UK_US_SPELLING	MONDO:0005030	fetal growth restriction	foetal SGA	fetal SGA	synonym	edit1
UK_US_SPELLING	MONDO:0016008	fetal hydantoin syndrome	fetal dihydantoin syndrome	foetal dihydantoin syndrome	synonym	edit1
UK_US_SPELLING	MONDO:0016008	fetal hydantoin syndrome	foetal dihydantoin syndrome	fetal dihydantoin syndrome	synonym	edit1
UK_US_SPELLING	MONDO:0009224	fetal iodine syndrome	fetal iodine deficiency disorder	foetal iodine deficiency disorder	synonym	edit1
UK_US_SPELLING	MONDO:0009224	fetal iodine syndrome	foetal iodine deficiency disorder	fetal iodine deficiency disorder	synonym	edit1
UK_US_SPELLING	MONDO:0011945	Gaucher disease perinatal lethal	fetal Gaucher disease	foetal Gaucher disease	synonym	edit1
UK_US_SPELLING	MONDO:0011945	Gaucher disease perinatal lethal	foetal Gaucher disease	fetal Gaucher disease	synonym	edit1
UK_US_SPELLING	MONDO:0005397	goiter	goiter (disease)	goitre (disease)	synonym	edit1
UK_US_SPELLING	MONDO:0005397	goiter	goitre (disease)	goiter (disease)	synonym	edit1
UK_US_SPELLING	MONDO:0007681	goiter, multinodular 1, with or without Sertoli-Leydig cell tumors	euthyroid goiter	euthyroid goitre	synonym	edit1
UK_US_SPELLING	MONDO:0007681	goiter, multinodular 1, with or without Sertoli-Leydig cell tumors	euthyroid goitre	euthyroid goiter	synonym	edit1
UK_US_SPELLING	MONDO:0007681	goiter, multinodular 1, with or without Sertoli-Leydig cell tumors	simple goiter	simple goitre	synonym	edit1
UK_US_SPELLING	MONDO:0007681	goiter, multinodular 1, with or without Sertoli-Leydig cell tumors	simple goitre	simple goiter	synonym	edit1
UK_US_SPELLING	MONDO:0010046	hereditary spastic paraplegia 23	spastic paraplegia vitiligo premature graying and characteristic facies	spastic paraplegia vitiligo premature greying and characteristic facies	synonym	edit1
UK_US_SPELLING	MONDO:0010046	hereditary spastic paraplegia 23	spastic paraplegia vitiligo premature greying and characteristic facies	spastic paraplegia vitiligo premature graying and characteristic facies	synonym	edit1
UK_US_SPELLING	MONDO:0021168	hibernoma	fetal fat cell lipoma	foetal fat cell lipoma	synonym	edit1
UK_US_SPELLING	MONDO:0021168	hibernoma	foetal fat cell lipoma	fetal fat cell lipoma	synonym	edit1
UK_US_SPELLING	MONDO:0015193	hydrops fetalis	fetal anasarca	foetal anasarca	synonym	edit1
UK_US_SPELLING	MONDO:0015193	hydrops fetalis	fetal hydrops	foetal hydrops	synonym	edit1
UK_US_SPELLING	MONDO:0015193	hydrops fetalis	foetal anasarca	fetal anasarca	synonym	edit1
UK_US_SPELLING	MONDO:0015193	hydrops fetalis	foetal hydrops	fetal hydrops	synonym	edit1
UK_US_SPELLING	MONDO:0018221	immune hydrops fetalis	immune fetal hydrops	immune foetal hydrops	synonym	edit1
UK_US_SPELLING	MONDO:0018221	immune hydrops fetalis	immune foetal hydrops	immune fetal hydrops	synonym	edit1
UK_US_SPELLING	MONDO:0016005	indomethacin embryofetopathy	fetal indomethacin syndrome	foetal indomethacin syndrome	synonym	edit1
UK_US_SPELLING	MONDO:0016005	indomethacin embryofetopathy	foetal indomethacin syndrome	fetal indomethacin syndrome	synonym	edit1
UK_US_SPELLING	MONDO:0016467	isotretinoin syndrome	Accutane fetal effects of	Accutane foetal effects of	synonym	edit1
UK_US_SPELLING	MONDO:0016467	isotretinoin syndrome	Accutane foetal effects of	Accutane fetal effects of	synonym	edit1
UK_US_SPELLING	MONDO:0016467	isotretinoin syndrome	fetal isotretinoin syndrome	foetal isotretinoin syndrome	synonym	edit1
UK_US_SPELLING	MONDO:0016467	isotretinoin syndrome	foetal isotretinoin syndrome	fetal isotretinoin syndrome	synonym	edit1
UK_US_SPELLING	MONDO:0016467	isotretinoin syndrome	foetal retinoid syndrome	Fetal Retinoid Syndrome	synonym	edit1
UK_US_SPELLING	MONDO:0016467	isotretinoin syndrome	Isotretinoin fetal effects of	Isotretinoin foetal effects of	synonym	edit1
UK_US_SPELLING	MONDO:0016467	isotretinoin syndrome	Isotretinoin foetal effects of	Isotretinoin fetal effects of	synonym	edit1
UK_US_SPELLING	MONDO:0006567	kernicterus due to isoimmunization	kernicterus due to isoimmunization of fetus or newborn	kernicterus due to isoimmunization of foetus or newborn	synonym	edit1
UK_US_SPELLING	MONDO:0006567	kernicterus due to isoimmunization	kernicterus due to isoimmunization of foetus or newborn	kernicterus due to isoimmunization of fetus or newborn	synonym	edit1
UK_US_SPELLING	MONDO:0018864	Kikuchi-Fujimoto disease	histiocytic necrotising lymphadenitis	histiocytic necrotizing lymphadenitis	synonym	edit1
UK_US_SPELLING	MONDO:0018864	Kikuchi-Fujimoto disease	histiocytic necrotizing lymphadenitis	histiocytic necrotising lymphadenitis	synonym	edit1
UK_US_SPELLING	MONDO:0001099	lactocele	galactocele	Galactocoele	synonym	edit1
UK_US_SPELLING	MONDO:0001099	lactocele	Galactocoele	galactocele	synonym	edit1
UK_US_SPELLING	MONDO:0016611	lipoblastoma	fetal lipoma	foetal lipoma	synonym	edit1
UK_US_SPELLING	MONDO:0016611	lipoblastoma	foetal lipoma	fetal lipoma	synonym	edit1
UK_US_SPELLING	MONDO:0021116	luminal A breast carcinoma	Luminal A estrogen receptor positive subtype of breast carcinoma	Luminal A oestrogen receptor positive subtype of breast carcinoma	synonym	edit1
UK_US_SPELLING	MONDO:0021116	luminal A breast carcinoma	Luminal A oestrogen receptor positive subtype of breast carcinoma	Luminal A estrogen receptor positive subtype of breast carcinoma	synonym	edit1
UK_US_SPELLING	MONDO:0021115	luminal B breast carcinoma	Luminal B estrogen receptor positive subtype of breast carcinoma	Luminal B oestrogen receptor positive subtype of breast carcinoma	synonym	edit1
UK_US_SPELLING	MONDO:0021115	luminal B breast carcinoma	Luminal B oestrogen receptor positive subtype of breast carcinoma	Luminal B estrogen receptor positive subtype of breast carcinoma	synonym	edit1
UK_US_SPELLING	MONDO:0018493	malignant hyperthermia of anesthesia	hyperthermia of anaesthesia	hyperthermia of anesthesia	synonym	edit1
UK_US_SPELLING	MONDO:0018493	malignant hyperthermia of anesthesia	hyperthermia of anesthesia	hyperthermia of anaesthesia	synonym	edit1
UK_US_SPELLING	MONDO:0007783	malignant hyperthermia, susceptibility to, 1	hyperthermia of anaesthesia	hyperthermia of anesthesia	synonym	edit1
UK_US_SPELLING	MONDO:0007783	malignant hyperthermia, susceptibility to, 1	hyperthermia of anesthesia	hyperthermia of anaesthesia	synonym	edit1
UK_US_SPELLING	MONDO:0007783	malignant hyperthermia, susceptibility to, 1	malignant hyperthermia of anaesthesia caused by mutation in RYR1	malignant hyperthermia of anesthesia caused by mutation in RYR1	synonym	edit1
UK_US_SPELLING	MONDO:0007783	malignant hyperthermia, susceptibility to, 1	malignant hyperthermia of anesthesia caused by mutation in RYR1	malignant hyperthermia of anaesthesia caused by mutation in RYR1	synonym	edit1
UK_US_SPELLING	MONDO:0007783	malignant hyperthermia, susceptibility to, 1	RYR1 malignant hyperthermia of anaesthesia	RYR1 malignant hyperthermia of anesthesia	synonym	edit1
UK_US_SPELLING	MONDO:0007783	malignant hyperthermia, susceptibility to, 1	RYR1 malignant hyperthermia of anesthesia	RYR1 malignant hyperthermia of anaesthesia	synonym	edit1
UK_US_SPELLING	MONDO:0011163	malignant hyperthermia, susceptibility to, 5	CACNA1S malignant hyperthermia of anaesthesia	CACNA1S malignant hyperthermia of anesthesia	synonym	edit1
UK_US_SPELLING	MONDO:0011163	malignant hyperthermia, susceptibility to, 5	CACNA1S malignant hyperthermia of anesthesia	CACNA1S malignant hyperthermia of anaesthesia	synonym	edit1
UK_US_SPELLING	MONDO:0011163	malignant hyperthermia, susceptibility to, 5	malignant hyperthermia of anaesthesia caused by mutation in CACNA1S	malignant hyperthermia of anesthesia caused by mutation in CACNA1S	synonym	edit1
UK_US_SPELLING	MONDO:0011163	malignant hyperthermia, susceptibility to, 5	malignant hyperthermia of anesthesia caused by mutation in CACNA1S	malignant hyperthermia of anaesthesia caused by mutation in CACNA1S	synonym	edit1
UK_US_SPELLING	MONDO:0016017	methimazole embryofetopathy	fetal methimazole syndrome	foetal methimazole syndrome	synonym	edit1
UK_US_SPELLING	MONDO:0016017	methimazole embryofetopathy	foetal methimazole syndrome	fetal methimazole syndrome	synonym	edit1
UK_US_SPELLING	MONDO:0016509	microcornea-posterior megalolenticonus-persistent fetal vasculature-coloboma syndrome	microcornea posterior megalolenticonus persistent fetal vasculature coloboma	microcornea posterior megalolenticonus persistent foetal vasculature coloboma	synonym	edit1
UK_US_SPELLING	MONDO:0016509	microcornea-posterior megalolenticonus-persistent fetal vasculature-coloboma syndrome	microcornea posterior megalolenticonus persistent foetal vasculature coloboma	microcornea posterior megalolenticonus persistent fetal vasculature coloboma	synonym	edit1
UK_US_SPELLING	MONDO:0043143	microphthalmia microtia fetal akinesia	fetal akinesia with characteristic facial appearance, severe microphthalmia, microtia, and truncus arteriosus	foetal akinesia with characteristic facial appearance, severe microphthalmia, microtia, and truncus arteriosus	synonym	edit1
UK_US_SPELLING	MONDO:0043143	microphthalmia microtia fetal akinesia	foetal akinesia with characteristic facial appearance, severe microphthalmia, microtia, and truncus arteriosus	fetal akinesia with characteristic facial appearance, severe microphthalmia, microtia, and truncus arteriosus	synonym	edit1
UK_US_SPELLING	MONDO:0007680	multinodular goiter-cystic kidney-polydactyly syndrome	multinodular goiter - cystic kidney - polydactyly	multinodular goitre - cystic kidney - polydactyly	synonym	edit1
UK_US_SPELLING	MONDO:0007680	multinodular goiter-cystic kidney-polydactyly syndrome	multinodular goitre - cystic kidney - polydactyly	multinodular goiter - cystic kidney - polydactyly	synonym	edit1
UK_US_SPELLING	MONDO:0005313	necrotizing enterocolitis	necrotizing enterocolitis in fetus or newborn	necrotizing enterocolitis in foetus or newborn	synonym	edit1
UK_US_SPELLING	MONDO:0005313	necrotizing enterocolitis	necrotizing enterocolitis in foetus or newborn	necrotizing enterocolitis in fetus or newborn	synonym	edit1
UK_US_SPELLING	MONDO:0043154	neonatal ovarian cyst	fetal ovarian cyst	foetal ovarian cyst	synonym	edit1
UK_US_SPELLING	MONDO:0043154	neonatal ovarian cyst	foetal ovarian cyst	fetal ovarian cyst	synonym	edit1
UK_US_SPELLING	MONDO:0006869	nodular goiter	nodular goiter (disease)	nodular goitre (disease)	synonym	edit1
UK_US_SPELLING	MONDO:0006869	nodular goiter	nodular goitre (disease)	nodular goiter (disease)	synonym	edit1
UK_US_SPELLING	MONDO:0009369	non-immune hydrops fetalis	non-immune fetal hydrops	non-immune foetal hydrops	synonym	edit1
UK_US_SPELLING	MONDO:0009369	non-immune hydrops fetalis	non-immune foetal hydrops	non-immune fetal hydrops	synonym	edit1
UK_US_SPELLING	MONDO:0001658	nontoxic goiter	euthyroid goiter	euthyroid goitre	synonym	edit1
UK_US_SPELLING	MONDO:0001658	nontoxic goiter	euthyroid goitre	euthyroid goiter	synonym	edit1
UK_US_SPELLING	MONDO:0010691	Norrie disease	fetal iritis syndrome	foetal iritis syndrome	synonym	edit1
UK_US_SPELLING	MONDO:0010691	Norrie disease	foetal iritis syndrome	fetal iritis syndrome	synonym	edit1
UK_US_SPELLING	MONDO:0008490	otospondylomegaepiphyseal dysplasia, autosomal dominant	Pierre Robin syndrome with fetal chondrodysplasia	Pierre Robin syndrome with foetal chondrodysplasia	synonym	edit1
UK_US_SPELLING	MONDO:0008490	otospondylomegaepiphyseal dysplasia, autosomal dominant	Pierre Robin syndrome with fetal chondrodysplasia Stickler syndrome, Nonocular type	Pierre Robin syndrome with foetal chondrodysplasia Stickler syndrome, Nonocular type	synonym	edit1
UK_US_SPELLING	MONDO:0008490	otospondylomegaepiphyseal dysplasia, autosomal dominant	Pierre Robin syndrome with fetal chondrodysplasia Stickler syndrome, Nonocular type, formerly	Pierre Robin syndrome with foetal chondrodysplasia Stickler syndrome, Nonocular type, formerly	synonym	edit1
UK_US_SPELLING	MONDO:0008490	otospondylomegaepiphyseal dysplasia, autosomal dominant	Pierre Robin syndrome with foetal chondrodysplasia	Pierre Robin syndrome with fetal chondrodysplasia	synonym	edit1
UK_US_SPELLING	MONDO:0008490	otospondylomegaepiphyseal dysplasia, autosomal dominant	Pierre Robin syndrome with foetal chondrodysplasia Stickler syndrome, Nonocular type	Pierre Robin syndrome with fetal chondrodysplasia Stickler syndrome, Nonocular type	synonym	edit1
UK_US_SPELLING	MONDO:0008490	otospondylomegaepiphyseal dysplasia, autosomal dominant	Pierre Robin syndrome with foetal chondrodysplasia Stickler syndrome, Nonocular type, formerly	Pierre Robin syndrome with fetal chondrodysplasia Stickler syndrome, Nonocular type, formerly	synonym	edit1
UK_US_SPELLING	MONDO:0010134	Pendred syndrome	autosomal recessive sensorineural hearing impairment and goiter	autosomal recessive sensorineural hearing impairment and goitre	synonym	edit1
UK_US_SPELLING	MONDO:0010134	Pendred syndrome	autosomal recessive sensorineural hearing impairment and goitre	autosomal recessive sensorineural hearing impairment and goiter	synonym	edit1
UK_US_SPELLING	MONDO:0010134	Pendred syndrome	deafness with goiter	deafness with goitre	synonym	edit1
UK_US_SPELLING	MONDO:0010134	Pendred syndrome	deafness with goitre	deafness with goiter	synonym	edit1
UK_US_SPELLING	MONDO:0006663	perinatal asphyxia	fetal asphyxia	foetal asphyxia	synonym	edit1
UK_US_SPELLING	MONDO:0006663	perinatal asphyxia	foetal asphyxia	fetal asphyxia	synonym	edit1
UK_US_SPELLING	MONDO:0009965	Perlman syndrome	renal hamartomas, nephroblastomatosis and fetal gigantism	renal hamartomas, nephroblastomatosis and foetal gigantism	synonym	edit1
UK_US_SPELLING	MONDO:0022430	persistent fetal circulation syndrome	persistent fetal circulation	persistent foetal circulation	synonym	edit1
UK_US_SPELLING	MONDO:0022430	persistent fetal circulation syndrome	persistent foetal circulation	persistent fetal circulation	synonym	edit1
UK_US_SPELLING	MONDO:0019631	persistent hyperplastic primary vitreous	persistent fetal vasculature syndrome	persistent foetal vasculature syndrome	synonym	edit1
UK_US_SPELLING	MONDO:0019631	persistent hyperplastic primary vitreous	persistent foetal vasculature syndrome	persistent fetal vasculature syndrome	synonym	edit1
UK_US_SPELLING	MONDO:0019326	phakomatosis cesiomarmorata	phakomatosis cesiomarmorata	phakomatosis caesiomarmorata	synonym	edit1
UK_US_SPELLING	MONDO:0008233	pheochromocytoma	pheochromocytoma	phaeochromocytoma	synonym	edit1
