?cls	?clsLabel	?numSuperCls
<http://purl.obolibrary.org/obo/MONDO_0014639>	"familial temporal lobe epilepsy 7"	1
<http://purl.obolibrary.org/obo/MONDO_0007324>	"chorea"	3
<http://purl.obolibrary.org/obo/MONDO_0004259>	"endocervical carcinoma"	2
<http://purl.obolibrary.org/obo/MONDO_0014803>	"spasticity-ataxia-gait anomalies syndrome"	8
<http://purl.obolibrary.org/obo/MONDO_0013343>	"C1Q deficiency"	1
<http://purl.obolibrary.org/obo/MONDO_0001156>	"borderline personality disorder (disease)"	1
<http://purl.obolibrary.org/obo/MONDO_0021046>	"breast fibroepithelial neoplasm"	2
<http://purl.obolibrary.org/obo/MONDO_0044334>	"connective and soft tissue neoplasm"	1
<http://purl.obolibrary.org/obo/MONDO_0018060>	"congenital fibrinogen deficiency"	1
<http://purl.obolibrary.org/obo/MONDO_0020499>	"Nipah virus disease"	1
<http://purl.obolibrary.org/obo/MONDO_0007506>	"echo virus 11 sensitivity"	5
<http://purl.obolibrary.org/obo/MONDO_0019478>	"adult nodular lymphocyte predominant Hodgkin lymphoma"	2
<http://purl.obolibrary.org/obo/MONDO_0009810>	"autosomal recessive distal osteolysis syndrome"	1
<http://purl.obolibrary.org/obo/MONDO_0010307>	"MRX73"	1
<http://purl.obolibrary.org/obo/MONDO_0020465>	"congenital eyelid retraction"	1
<http://purl.obolibrary.org/obo/MONDO_0005832>	"lymphangitis"	5
<http://purl.obolibrary.org/obo/MONDO_0014833>	"heart and brain malformation syndrome; HBMS"	1
<http://purl.obolibrary.org/obo/MONDO_0013859>	"cataract 38"	1
<http://purl.obolibrary.org/obo/MONDO_0008205>	"patella aplasia/hypoplasia"	2
<http://purl.obolibrary.org/obo/MONDO_0005190>	"macroglobulinemia"	1
<http://purl.obolibrary.org/obo/MONDO_0006611>	"skin sarcoidosis"	2
<http://purl.obolibrary.org/obo/MONDO_0012554>	"cerebrooculofacioskeletal syndrome 4"	1
<http://purl.obolibrary.org/obo/MONDO_0014301>	"DDD3"	1
<http://purl.obolibrary.org/obo/MONDO_0012941>	"inflammatory bowel disease 25"	1
<http://purl.obolibrary.org/obo/MONDO_0017262>	"inherited non-syndromic ichthyosis"	1
<http://purl.obolibrary.org/obo/MONDO_0003282>	"ovarian cyst (disease)"	1
<http://purl.obolibrary.org/obo/MONDO_0044782>	"esophageal ulcer"	2
<http://purl.obolibrary.org/obo/MONDO_0012840>	"inflammatory bowel disease 17"	1
<http://purl.obolibrary.org/obo/MONDO_0008390>	"Rombo syndrome"	1
<http://purl.obolibrary.org/obo/MONDO_0009356>	"autosomal recessive humeroradial synostosis"	2
<http://purl.obolibrary.org/obo/MONDO_0008303>	"familial male-limited precocious puberty"	1
<http://purl.obolibrary.org/obo/MONDO_0008813>	"arachnoid cyst"	1
<http://purl.obolibrary.org/obo/MONDO_0016271>	"adenoid cystic carcinoma of the corpus uteri"	3
<http://purl.obolibrary.org/obo/MONDO_0018188>	"genetic intestinal polyposis"	3
<http://purl.obolibrary.org/obo/MONDO_0002270>	"viral gastritis"	3
<http://purl.obolibrary.org/obo/MONDO_0014651>	"acrofacial dysostosis Cincinnati type"	2
<http://purl.obolibrary.org/obo/MONDO_0004368>	"sphenoorbital meningioma"	1
<http://purl.obolibrary.org/obo/MONDO_0013727>	"pregnancy loss, recurrent, susceptibility to, 1"	1
<http://purl.obolibrary.org/obo/MONDO_0013729>	"pregnancy loss, recurrent, susceptibility to, 3"	1
<http://purl.obolibrary.org/obo/MONDO_0013515>	"osteogenesis imperfecta type 6"	1
<http://purl.obolibrary.org/obo/MONDO_0013728>	"pregnancy loss, recurrent, susceptibility to, 2"	1
<http://purl.obolibrary.org/obo/MONDO_0024532>	"otofaciocervical syndrome 1"	1
<http://purl.obolibrary.org/obo/MONDO_0014856>	"combined oxidative phosphorylation defect type 30"	5
<http://purl.obolibrary.org/obo/MONDO_0005662>	"balantidiasis"	6
<http://purl.obolibrary.org/obo/MONDO_0009162>	"Ellis-van Creveld syndrome"	6
<http://purl.obolibrary.org/obo/MONDO_0011838>	"Bothnia retinal dystrophy"	1
<http://purl.obolibrary.org/obo/MONDO_0044817>	"acquired idiopathic torsion dystonia"	1
<http://purl.obolibrary.org/obo/MONDO_0007540>	"multiple endocrine neoplasia type 1"	7
<http://purl.obolibrary.org/obo/MONDO_0012553>	"cerebrooculofacioskeletal syndrome 2"	1
<http://purl.obolibrary.org/obo/MONDO_0010605>	"hemopoietic proliferation"	1
<http://purl.obolibrary.org/obo/MONDO_0009929>	"neonatal acute respiratory distress due to SP-B deficiency"	1
<http://purl.obolibrary.org/obo/MONDO_0004823>	"dextrocardia"	1
<http://purl.obolibrary.org/obo/MONDO_0019157>	"acquired idiopathic sideroblastic anemia"	3
<http://purl.obolibrary.org/obo/MONDO_0021472>	"benign neoplasm of scrotum"	2
<http://purl.obolibrary.org/obo/MONDO_0016409>	"primary congenital hypothyroidism"	1
<http://purl.obolibrary.org/obo/MONDO_0005773>	"Gerstmann syndrome"	1
<http://purl.obolibrary.org/obo/MONDO_0013145>	"Brugada syndrome 6"	1
<http://purl.obolibrary.org/obo/MONDO_0015332>	"rare developmental defect with connective tissue involvement"	2
<http://purl.obolibrary.org/obo/MONDO_0016806>	"maternally-inherited mitochondrial dystonia"	1
<http://purl.obolibrary.org/obo/MONDO_0008893>	"c syndrome"	5
<http://purl.obolibrary.org/obo/MONDO_0019387>	"macrostomia-preauricular tags-external ophthalmoplegia syndrome"	1
<http://purl.obolibrary.org/obo/MONDO_0012760>	"EIG5"	4
<http://purl.obolibrary.org/obo/MONDO_0017490>	"tibial hemimelia, unilateral"	1
<http://purl.obolibrary.org/obo/MONDO_0014074>	"Charcot-Marie-Tooth disease dominant intermediate f"	1
<http://purl.obolibrary.org/obo/MONDO_0006003>	"uterine corpus cancer"	2
<http://purl.obolibrary.org/obo/MONDO_0014567>	"postnatal microcephaly-infantile hypotonia-spastic diplegia-dysarthria-intellectual disability syndrome"	2
<http://purl.obolibrary.org/obo/MONDO_0017411>	"neonatal inflammatory skin and bowel disease"	7
<http://purl.obolibrary.org/obo/MONDO_0016498>	"acute pure sensory neuropathy"	1
<http://purl.obolibrary.org/obo/MONDO_0005608>	"varicella zoster infection"	1
<http://purl.obolibrary.org/obo/MONDO_0015274>	"chronic beryllium disease"	1
<http://purl.obolibrary.org/obo/MONDO_0019516>	"exudative vitreoretinopathy"	3
<http://purl.obolibrary.org/obo/MONDO_0004308>	"meningeal sarcoma"	2
<http://purl.obolibrary.org/obo/MONDO_0012940>	"inflammatory bowel disease 24"	1
<http://purl.obolibrary.org/obo/MONDO_0004712>	"herpes simplex dermatitis"	3
<http://purl.obolibrary.org/obo/MONDO_0002839>	"leather-bottle stomach"	2
<http://purl.obolibrary.org/obo/MONDO_0012841>	"inflammatory bowel disease 18"	1
<http://purl.obolibrary.org/obo/MONDO_0020411>	"aorto-left ventricular tunnel"	1
<http://purl.obolibrary.org/obo/MONDO_0005494>	"triple-negative breast carcinoma"	3
<http://purl.obolibrary.org/obo/MONDO_0043352>	"fournier gangrene"	2
<http://purl.obolibrary.org/obo/MONDO_0012132>	"colorectal cancer, susceptibility to, 1"	1
<http://purl.obolibrary.org/obo/MONDO_0009899>	"polyhydramnios, chronic idiopathic"	1
<http://purl.obolibrary.org/obo/MONDO_0003631>	"cervical serous adenocarcinoma"	2
<http://purl.obolibrary.org/obo/MONDO_0002792>	"cerebellar vermis medulloblastoma"	1
<http://purl.obolibrary.org/obo/MONDO_0000485>	"spasmodic dystonia"	1
<http://purl.obolibrary.org/obo/UBERON_0002416>		1
<http://purl.obolibrary.org/obo/MONDO_0010011>	"schizencephaly"	2
<http://purl.obolibrary.org/obo/MONDO_0010232>	"intestinal pseudoobstruction, neuronal, chronic idiopathic, X-linked"	2
<http://purl.obolibrary.org/obo/MONDO_0022714>	"chester porphyria"	1
<http://purl.obolibrary.org/obo/MONDO_0017366>	"hereditary pheochromocytoma-paraganglioma"	3
<http://purl.obolibrary.org/obo/MONDO_0005503>	"developmental disorder of mental health"	1
<http://purl.obolibrary.org/obo/MONDO_0017827>	"malignant peripheral nerve sheath tumor"	4
<http://purl.obolibrary.org/obo/MONDO_0020544>	"streptococcal toxic-shock syndrome"	2
<http://purl.obolibrary.org/obo/MONDO_0014293>	"autosomal dominant nonsyndromic deafness 58"	1
<http://purl.obolibrary.org/obo/MONDO_0011716>	"acute hemorrhagic leukoencephalitis"	3
<http://purl.obolibrary.org/obo/MONDO_0013146>	"Brugada syndrome 7"	1
<http://purl.obolibrary.org/obo/MONDO_0015879>	"non-syndromic diaphragmatic or thoracic malformation"	1
<http://purl.obolibrary.org/obo/MONDO_0000243>	"ectothrix infectious disease"	1
<http://purl.obolibrary.org/obo/MONDO_0013307>	"myopathy, lactic acidosis, and sideroblastic anemia 2"	1
<http://purl.obolibrary.org/obo/MONDO_0001674>	"diverticulitis of colon"	2
<http://purl.obolibrary.org/obo/MONDO_0003575>	"comedocarcinoma"	1
<http://purl.obolibrary.org/obo/MONDO_0013569>	"short-rib thoracic dysplasia 7 with or without polydactyly"	2
<http://purl.obolibrary.org/obo/MONDO_0021661>	"coronary atherosclerosis"	2
<http://purl.obolibrary.org/obo/MONDO_0005995>	"trichostrongylosis"	1
<http://purl.obolibrary.org/obo/MONDO_0012224>	"FEB6"	1
<http://purl.obolibrary.org/obo/MONDO_0008654>	"NYS4"	1
<http://purl.obolibrary.org/obo/MONDO_0016394>	"sporadic infantile bilateral striatal necrosis"	1
<http://purl.obolibrary.org/obo/MONDO_0024542>	"cerebellar ataxia, mental retardation, and dysequilibrium syndrome 1"	1
<http://purl.obolibrary.org/obo/MONDO_0016484>	"Usher syndrome type 2"	1
<http://purl.obolibrary.org/obo/MONDO_0016485>	"Usher syndrome type 3"	1
<http://purl.obolibrary.org/obo/MONDO_0022739>	"Christian demyer franken syndrome"	1
<http://purl.obolibrary.org/obo/MONDO_0005419>	"metamphetamine dependence"	1
<http://purl.obolibrary.org/obo/MONDO_0006635>	"Acinetobacter infectious disease"	1
<http://purl.obolibrary.org/obo/MONDO_0001741>	"hyperparathyroidism"	1
<http://purl.obolibrary.org/obo/MONDO_0000986>	"pleurisy"	2
<http://purl.obolibrary.org/obo/MONDO_0008393>	"Rubinstein-Taybi syndrome due to CREBBP mutations"	1
<http://purl.obolibrary.org/obo/MONDO_0009855>	"d-bifunctional protein deficiency"	1
<http://purl.obolibrary.org/obo/MONDO_0023230>	"Ghose-Sachdev-Kumar syndrome"	1
<http://purl.obolibrary.org/obo/MONDO_0014499>	"intellectual disability, autosomal recessive 46"	1
<http://purl.obolibrary.org/obo/MONDO_0017895>	"familial papillary or follicular thyroid carcinoma"	2
<http://purl.obolibrary.org/obo/MONDO_0010138>	"thyrotoxicosis"	1
<http://purl.obolibrary.org/obo/MONDO_0006878>	"Moraxellaceae infectious disease"	1
<http://purl.obolibrary.org/obo/MONDO_0008796>	"aniridia-renal agenesis-psychomotor retardation syndrome"	5
<http://purl.obolibrary.org/obo/MONDO_0005453>	"congenital heart disease"	2
<http://purl.obolibrary.org/obo/MONDO_0017631>	"rare tumor of gallbladder and extrahepatic biliary tract"	4
<http://purl.obolibrary.org/obo/MONDO_0011944>	"SLEN3"	1
<http://purl.obolibrary.org/obo/MONDO_0007349>	"familial cold autoinflammatory syndrome 1"	1
<http://purl.obolibrary.org/obo/MONDO_0007902>	"lichen planus, familial"	2
<http://purl.obolibrary.org/obo/MONDO_0000954>	"Meckel diverticulum cancer"	2
<http://purl.obolibrary.org/obo/MONDO_0021948>	"cutaneous tuberculosis"	3
<http://purl.obolibrary.org/obo/MONDO_0036482>	"retinitis pigmentosa 81"	1
<http://purl.obolibrary.org/obo/MONDO_0011027>	"diabetes mellitus, noninsulin-dependent, 1"	2
<http://purl.obolibrary.org/obo/MONDO_0012232>	"STUT2"	4
<http://purl.obolibrary.org/obo/MONDO_0012203>	"familial hyperthyroidism due to mutations in TSH receptor"	2
<http://purl.obolibrary.org/obo/MONDO_0012433>	"Senior-Loken syndrome 6"	1
<http://purl.obolibrary.org/obo/MONDO_0016440>	"elastofibroma dorsi"	1
<http://purl.obolibrary.org/obo/MONDO_0011082>	"oculoauriculofrontonasal syndrome"	1
<http://purl.obolibrary.org/obo/MONDO_0016655>	"6p22 microdeletion syndrome"	1
<http://purl.obolibrary.org/obo/MONDO_0024883>	"metastatic neoplasm"	1
<http://purl.obolibrary.org/obo/MONDO_0007556>	"epidermolysis bullosa simplex with mottled pigmentation"	1
<http://purl.obolibrary.org/obo/MONDO_0011331>	"congenital chylothorax"	3
<http://purl.obolibrary.org/obo/MONDO_0012854>	"bilateral microtia-deafness-cleft palate syndrome"	3
<http://purl.obolibrary.org/obo/MONDO_0010772>	"Leber optic atrophy and dystonia"	2
<http://purl.obolibrary.org/obo/MONDO_0043283>	"silicosiderosis"	1
<http://purl.obolibrary.org/obo/MONDO_0011943>	"SLEN2"	1
<http://purl.obolibrary.org/obo/MONDO_0014195>	"microcornea-myopic chorioretinal atrophy-telecanthus syndrome"	2
<http://purl.obolibrary.org/obo/MONDO_0019527>	"undifferentiated connective tissue syndrome"	1
<http://purl.obolibrary.org/obo/MONDO_0019837>	"atrial appendage anomaly"	1
<http://purl.obolibrary.org/obo/MONDO_0006390>	"prostate small cell carcinoma"	4
<http://purl.obolibrary.org/obo/MONDO_0020459>	"unstable hemoglobin disease"	1
<http://purl.obolibrary.org/obo/MONDO_0019125>	"relapsing polychondritis"	5
<http://purl.obolibrary.org/obo/MONDO_0029137>	"deafness, autosomal dominant 74"	1
<http://purl.obolibrary.org/obo/MONDO_0012117>	"ALG9-CDG"	4
<http://purl.obolibrary.org/obo/MONDO_0002165>	"rectal neoplasm"	2
<http://purl.obolibrary.org/obo/MONDO_0024378>	"circadian rhythm sleep disorder, advanced sleep phase type"	1
<http://purl.obolibrary.org/obo/MONDO_0000182>	"congenital myasthenic syndrome with tubular aggregates"	1
<http://purl.obolibrary.org/obo/MONDO_0010009>	"SC phocomelia syndrome"	2
<http://purl.obolibrary.org/obo/MONDO_0010645>	"oculocerebrorenal syndrome"	10
<http://purl.obolibrary.org/obo/MONDO_0010496>	"X-linked intellectual disability-short stature-overweight syndrome"	4
<http://purl.obolibrary.org/obo/MONDO_0010508>	"intellectual disability, X-linked 103; MRX103"	1
<http://purl.obolibrary.org/obo/MONDO_0006209>	"fibroblastic neoplasm"	2
<http://purl.obolibrary.org/obo/MONDO_0008938>	"early-onset cerebellar ataxia with retained tendon reflexes"	1
<http://purl.obolibrary.org/obo/MONDO_0003186>	"esophageal adenoid cystic carcinoma"	2
<http://purl.obolibrary.org/obo/MONDO_0009834>	"pancreatic insufficiency, combined exocrine"	1
<http://purl.obolibrary.org/obo/MONDO_0017561>	"congenital genu flexum"	1
<http://purl.obolibrary.org/obo/MONDO_0001080>	"acute gonococcal cervicitis"	2
<http://purl.obolibrary.org/obo/MONDO_0024881>	"secondary malignant neoplasm"	2
<http://purl.obolibrary.org/obo/MONDO_0005806>	"hypopharynx cancer"	2
<http://purl.obolibrary.org/obo/FOODON_00002044>		1
<http://purl.obolibrary.org/obo/MONDO_0014148>	"estrogen resistance syndrome"	3
<http://purl.obolibrary.org/obo/MONDO_0006717>	"cutaneous fibrous histiocytoma"	2
<http://purl.obolibrary.org/obo/MONDO_0015363>	"autosomal recessive distal hereditary motor neuropathy"	3
<http://purl.obolibrary.org/obo/MONDO_0003141>	"cerebellopontine angle embryonal tumor"	2
<http://purl.obolibrary.org/obo/MONDO_0001699>	"tinea manuum"	2
<http://purl.obolibrary.org/obo/MONDO_0017877>	"Brazilian hemorrhagic fever"	1
<http://purl.obolibrary.org/obo/MONDO_0014728>	"combined oxidative phosphorylation defect type 27"	5
<http://purl.obolibrary.org/obo/MONDO_0009386>	"hyperlexia"	1
<http://purl.obolibrary.org/obo/MONDO_0005522>	"small intestine carcinoma"	2
<http://purl.obolibrary.org/obo/MONDO_0007489>	"dysplasia epiphysealis hemimelica"	1
<http://purl.obolibrary.org/obo/MONDO_0011942>	"SLEN1"	1
<http://purl.obolibrary.org/obo/MONDO_0004335>	"digestive system disease"	1
<http://purl.obolibrary.org/obo/MONDO_0020159>	"congenital entropion"	2
<http://purl.obolibrary.org/obo/MONDO_0010353>	"deafness-intellectual disability, Martin-Probst type syndrome"	4
<http://purl.obolibrary.org/obo/MONDO_0011525>	"Carney complex type 2"	1
<http://purl.obolibrary.org/obo/MONDO_0024297>	"nutritional or metabolic disease"	1
<http://purl.obolibrary.org/obo/MONDO_0012332>	"short stature-delayed bone age due to thyroid hormone metabolism deficiency"	1
<http://purl.obolibrary.org/obo/MONDO_0003372>	"vulvar leiomyosarcoma"	2
<http://purl.obolibrary.org/obo/MONDO_0021172>	"Timothy syndrome type 2 (disorder)"	1
<http://purl.obolibrary.org/obo/MONDO_0010447>	"intellectual disability, X-linked 19"	1
<http://purl.obolibrary.org/obo/MONDO_0024303>	"external hirudiniasis"	2
<http://purl.obolibrary.org/obo/MONDO_0041261>	"disorder of acid-base balance"	1
<http://purl.obolibrary.org/obo/MONDO_0011730>	"fumaric aciduria"	5
<http://purl.obolibrary.org/obo/MONDO_0010612>	"hydrocephaly-cerebellar agenesis syndrome"	1
<http://purl.obolibrary.org/obo/MONDO_0009112>	"rhizomelic chondrodysplasia punctata type 2"	1
<http://purl.obolibrary.org/obo/MONDO_0003263>	"childhood cerebellar neoplasm"	2
<http://purl.obolibrary.org/obo/MONDO_0011334>	"limb-mammary syndrome"	5
<http://purl.obolibrary.org/obo/MONDO_0017364>	"POEMS syndrome"	9
<http://purl.obolibrary.org/obo/MONDO_0005969>	"st. Louis encephalitis"	3
<http://purl.obolibrary.org/obo/MONDO_0010978>	"portal vein, cavernous transformation of"	1
<http://purl.obolibrary.org/obo/MONDO_0010114>	"thanatophoric dysplasia, Glasgow variant"	1
<http://purl.obolibrary.org/obo/MONDO_0001911>	"tracheal calcification"	1
<http://purl.obolibrary.org/obo/MONDO_0010561>	"Coffin-Lowry syndrome"	5
<http://purl.obolibrary.org/obo/MONDO_0018696>	"corticobasal syndrome"	3
<http://purl.obolibrary.org/obo/MONDO_0005244>	"peripheral neuropathy"	1
<http://purl.obolibrary.org/obo/MONDO_0004021>	"mediastinal malignant lymphoma"	2
<http://purl.obolibrary.org/obo/MONDO_0000565>	"infective endocarditis"	2
<http://purl.obolibrary.org/obo/MONDO_0019066>	"syndrome with brachydactyly"	2
<http://purl.obolibrary.org/obo/MONDO_0010688>	"hereditary sensory neuropathy X-linked"	1
<http://purl.obolibrary.org/obo/MONDO_0004346>	"signet ring cell intrahepatic cholangiocarcinoma"	2
<http://purl.obolibrary.org/obo/MONDO_0044718>	"alkaline ceramidase 3 deficiency"	1
<http://purl.obolibrary.org/obo/MONDO_0013413>	"retinitis pigmentosa 45"	1
<http://purl.obolibrary.org/obo/MONDO_0005900>	"parotitis"	2
<http://purl.obolibrary.org/obo/MONDO_0020521>	"Ehlers-Danlos syndrome type 7A"	1
<http://purl.obolibrary.org/obo/MONDO_0013414>	"retinitis pigmentosa 44"	1
<http://purl.obolibrary.org/obo/MONDO_0017058>	"autosomal recessive intermediate Charcot-Marie-Tooth disease"	3
<http://purl.obolibrary.org/obo/MONDO_0014269>	"combined oxidative phosphorylation deficiency 19"	2
<http://purl.obolibrary.org/obo/MONDO_0014648>	"Al-Raqad syndrome"	1
<http://purl.obolibrary.org/obo/MONDO_0017048>	"pseudomyxoma peritonei"	2
<http://purl.obolibrary.org/obo/MONDO_0042495>	"arteriosclerotic retinopathy"	2
<http://purl.obolibrary.org/obo/MONDO_0002913>	"cerebellar neoplasm"	2
<http://purl.obolibrary.org/obo/MONDO_0011245>	"ichthyosis, hystrix-like, with deafness"	1
<http://purl.obolibrary.org/obo/MONDO_0015476>	"cysts and fistulae of the face and oral cavity"	1
<http://purl.obolibrary.org/obo/MONDO_0009553>	"Plasmodium falciparum blood infection level"	1
<http://purl.obolibrary.org/obo/MONDO_0016052>	"atypical autism"	1
<http://purl.obolibrary.org/obo/MONDO_0054615>	"spermatogenic failure 18"	1
<http://purl.obolibrary.org/obo/MONDO_0010289>	"intellectual disability, X-linked 72"	1
<http://purl.obolibrary.org/obo/MONDO_0009358>	"Hutterite cerebroosteonephrodysplasia syndrome"	1
<http://purl.obolibrary.org/obo/MONDO_0018976>	"schisis association"	1
<http://purl.obolibrary.org/obo/MONDO_0021457>	"benign neoplasm of pleura"	2
<http://purl.obolibrary.org/obo/MONDO_0001007>	"chronic meningitis"	1
<http://purl.obolibrary.org/obo/MONDO_0013514>	"hypotrichosis 3"	1
<http://purl.obolibrary.org/obo/MONDO_0056819>	"nasal cavity and paranasal sinus carcinoma"	2
<http://purl.obolibrary.org/obo/MONDO_0012375>	"autosomal recessive nonsyndromic deafness 47"	1
<http://purl.obolibrary.org/obo/MONDO_0011157>	"Gomez-Lopez-Hernandez syndrome"	3
<http://purl.obolibrary.org/obo/MONDO_0018901>	"left ventricular noncompaction"	6
<http://purl.obolibrary.org/obo/MONDO_0003604>	"functioning pituitary gland neoplasm"	2
<http://purl.obolibrary.org/obo/MONDO_0006362>	"peritoneal mesothelioma (disease)"	2
<http://purl.obolibrary.org/obo/MONDO_0009219>	"fascial dystrophy, congenital"	1
<http://purl.obolibrary.org/obo/MONDO_0045023>	"acquired adrenogenital syndrome"	2
<http://purl.obolibrary.org/obo/MONDO_0003664>	"hemolytic anemia"	1
<http://purl.obolibrary.org/obo/MONDO_0019590>	"rare endocrine growth disease"	1
<http://purl.obolibrary.org/obo/MONDO_0008848>	"atrioventricular dissociation (disease)"	1
<http://purl.obolibrary.org/obo/MONDO_0011850>	"migraine with or without aura, susceptibility to, 5"	3
<http://purl.obolibrary.org/obo/MONDO_0003452>	"cochlear disease"	2
<http://purl.obolibrary.org/obo/MONDO_0006476>	"undifferentiated gallbladder carcinoma"	2
<http://purl.obolibrary.org/obo/MONDO_0021180>	"acquired xanthinuria"	2
<http://purl.obolibrary.org/obo/MONDO_0001676>	"erythropoietic protoporphyria"	1
<http://purl.obolibrary.org/obo/MONDO_0054701>	"kleefstra syndrome 2"	1
<http://purl.obolibrary.org/obo/MONDO_0001024>	"pneumonic plague"	4
<http://purl.obolibrary.org/obo/MONDO_0000600>	"nosophobia"	1
<http://purl.obolibrary.org/obo/MONDO_0022173>	"chromosome 11q trisomy"	1
<http://purl.obolibrary.org/obo/MONDO_0007736>	"HPA 1 Recognition polymorphism, beta-globin-related"	1
<http://purl.obolibrary.org/obo/MONDO_0029000>	"poisoning"	1
<http://purl.obolibrary.org/obo/MONDO_0014669>	"cone-rod dystrophy 21"	1
<http://purl.obolibrary.org/obo/MONDO_0012772>	"Stevenson-Carey syndrome"	1
<http://purl.obolibrary.org/obo/MONDO_0015180>	"intestinal disease due to fat malabsorption"	2
<http://purl.obolibrary.org/obo/MONDO_0019145>	"hereditary thrombophilia due to congenital protein C deficiency"	4
<http://purl.obolibrary.org/obo/MONDO_0019695>	"acromelic dysplasia"	1
<http://purl.obolibrary.org/obo/MONDO_0017871>	"bilateral massive adrenal hemorrhage"	1
<http://purl.obolibrary.org/obo/MONDO_0018039>	"selective IgM deficiency"	3
<http://purl.obolibrary.org/obo/MONDO_0006029>	"cecum carcinoma"	2
<http://purl.obolibrary.org/obo/MONDO_0009944>	"pyloric atresia"	1
<http://purl.obolibrary.org/obo/MONDO_0003189>	"middle ear adenocarcinoma"	2
<http://purl.obolibrary.org/obo/MONDO_0016648>	"multiple epiphyseal dysplasia (disease)"	2
<http://purl.obolibrary.org/obo/MONDO_0043310>	"amaurosis fugax"	1
<http://purl.obolibrary.org/obo/MONDO_0020051>	"total autosomal trisomy"	1
<http://purl.obolibrary.org/obo/MONDO_0024666>	"benign epithelial skin neoplasm"	3
<http://purl.obolibrary.org/obo/MONDO_0011361>	"prostate cancer/brain cancer susceptibility"	1
<http://purl.obolibrary.org/obo/MONDO_0004340>	"mixed ductal-endocrine carcinoma of pancreas"	1
<http://purl.obolibrary.org/obo/MONDO_0008790>	"anemia, nonspherocytic hemolytic, possibly due to defect 1N porphyrin metabolism"	2
<http://purl.obolibrary.org/obo/MONDO_0001660>	"proliferative diabetic retinopathy"	1
<http://purl.obolibrary.org/obo/MONDO_0001985>	"partial arterial retinal occlusion"	1
<http://purl.obolibrary.org/obo/MONDO_0021339>	"carcinoma of hard palate"	2
<http://purl.obolibrary.org/obo/MONDO_0042485>	"infective arthritis"	1
<http://purl.obolibrary.org/obo/MONDO_0044739>	"Stevens-Johnson syndrome/toxic epidermal necrolysis overlap syndrome"	1
<http://purl.obolibrary.org/obo/MONDO_0056803>	"sulfur metabolism disease"	1
<http://purl.obolibrary.org/obo/MONDO_0009090>	"deafness, sensorineural, autosomal-mitochondrial type"	1
<http://purl.obolibrary.org/obo/MONDO_0008202>	"Parotidomegaly, hereditary bilateral"	1
<http://purl.obolibrary.org/obo/MONDO_0014868>	"epileptic encephalopathy, early infantile, 38; EIEE38"	1
<http://purl.obolibrary.org/obo/MONDO_0001368>	"phthisical cornea"	1
<http://purl.obolibrary.org/obo/MONDO_0015518>	"infantile bilateral striatal necrosis"	2
<http://purl.obolibrary.org/obo/MONDO_0008560>	"thrombophilia due to activated protein C resistance"	3
<http://purl.obolibrary.org/obo/MONDO_0018653>	"Polymerase proofreading-related adenomatous polyposis"	1
<http://purl.obolibrary.org/obo/MONDO_0011851>	"migraine with or without aura, susceptibility to, 6"	1
<http://purl.obolibrary.org/obo/MONDO_0021605>	"benign eyelid neoplasm"	3
<http://purl.obolibrary.org/obo/MONDO_0011542>	"PSORS6"	2
<http://purl.obolibrary.org/obo/MONDO_0060761>	"neurodevelopmental disorder with epilepsy and hypoplasia of the corpus callosum"	1
<http://purl.obolibrary.org/obo/MONDO_0006574>	"lipomatosis"	1
<http://purl.obolibrary.org/obo/MONDO_0000938>	"gastric leiomyoma"	2
<http://purl.obolibrary.org/obo/MONDO_0011937>	"peeling skin syndrome 4"	2
<http://purl.obolibrary.org/obo/MONDO_0011196>	"amyotrophic lateral sclerosis type 5"	1
<http://purl.obolibrary.org/obo/MONDO_0005411>	"gallbladder cancer"	2
<http://purl.obolibrary.org/obo/MONDO_0004789>	"cholangitis"	2
<http://purl.obolibrary.org/obo/MONDO_0007503>	"ear without helix"	1
<http://purl.obolibrary.org/obo/MONDO_0002450>	"prostatic adenoma"	3
<http://purl.obolibrary.org/obo/MONDO_0012652>	"autosomal recessive limb-girdle muscular dystrophy type 2L"	2
<http://purl.obolibrary.org/obo/MONDO_0003857>	"adult intracranial malignant hemangiopericytoma"	2
<http://purl.obolibrary.org/obo/MONDO_0008289>	"porencephaly 1"	1
<http://purl.obolibrary.org/obo/MONDO_0001863>	"aorta atresia"	1
<http://purl.obolibrary.org/obo/MONDO_0017166>	"rare tumor of salivary glands"	3
<http://purl.obolibrary.org/obo/MONDO_0001028>	"acute pericementitis"	2
<http://purl.obolibrary.org/obo/MONDO_0045004>	"skeletal ligament disease"	2
<http://purl.obolibrary.org/obo/MONDO_0014478>	"mirror movements 3"	1
<http://purl.obolibrary.org/obo/MONDO_0019322>	"pemphigus vegetans"	1
<http://purl.obolibrary.org/obo/MONDO_0013346>	"brain calcification, Rajab type"	1
<http://purl.obolibrary.org/obo/MONDO_0024266>	"patent ductus arteriosus 3"	1
<http://purl.obolibrary.org/obo/MONDO_0019806>	"primary progressive aphasia"	1
<http://purl.obolibrary.org/obo/MONDO_0017432>	"syndrome with limb reduction defects"	2
<http://purl.obolibrary.org/obo/MONDO_0021146>	"headache disorder"	1
<http://purl.obolibrary.org/obo/MONDO_0013545>	"atrial fibrillation, familial, 12"	1
<http://purl.obolibrary.org/obo/MONDO_0008437>	"hereditary spastic paraplegia 3A"	1
