?cls	?cls_label	?textdef_count	?xref_count	?named_superclass_count	?anon_superclass_count	?named_equiv_count	?anon_equiv_count
<http://purl.obolibrary.org/obo/MONDO_0020055>	"autosomal uniparental disomy"	0	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0010025>	"short stature-obesity syndrome"	0	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0003819>	"childhood teratoma of the ovary"	1	3	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0013975>	"ectodermal dysplasia 7, hair/nail type"	1	2	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0002409>	"auditory system disease"	1	6	2	0	2	1
<http://purl.obolibrary.org/obo/MONDO_0005842>	"maxillary sinusitis"	1	7	3	0	3	1
<http://purl.obolibrary.org/obo/MONDO_0002643>	"vestibular disease"	1	6	0	0	0	1
<http://purl.obolibrary.org/obo/MONDO_0004097>	"obsolete lipid-rich breast carcinoma"	0	0	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0012420>	"autosomal recessive nonsyndromic deafness 49"	1	6	2	0	2	1
<http://purl.obolibrary.org/obo/MONDO_0001977>	"ureteral lymphoma"	1	3	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0010272>	"syndromic X-linked intellectual disability type 10"	1	6	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0004865>	"blue drum syndrome"	1	5	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0015768>	"trisomy 5p"	1	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0003294>	"pericardium leiomyoma"	1	3	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0017662>	"miscellaneous movement disorder due to genetic neurodegenerative disease"	0	2	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0008798>	"nonsyndromic congenital nail disorder 4"	1	6	2	0	2	1
<http://purl.obolibrary.org/obo/MONDO_0003752>	"frontal sinus Schneiderian papilloma"	1	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0005952>	"scarlet fever"	1	11	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0022333>	"5-nucleotidase syndrome"	0	3	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0003527>	"obsolete Ferguson-Smith tumor"	1	0	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0000715>	"lymph node adenoid cystic carcinoma"	1	1	0	0	0	1
<http://purl.obolibrary.org/obo/MONDO_0020455>	"congenital partial agenesis of pericardium"	1	2	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0016776>	"frontal fibrosing alopecia"	1	5	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0002679>	"cerebral infarction"	1	13	2	0	2	1
<http://purl.obolibrary.org/obo/MONDO_0045014>	"tetrahydrobiopterin metabolic process disease"	1	2	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0004249>	"pediatric supratentorial ependymoma"	1	4	2	0	2	1
<http://purl.obolibrary.org/obo/MONDO_0011288>	"spastic paraplegia, optic atrophy, microcephaly, and 10Y sex reversal"	0	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0024280>	"polyarticular arthritis"	1	2	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0017337>	"inherited isolated adrenal insufficiency due to partial CYP11A1 deficiency"	1	3	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0001330>	"presbyopia"	1	7	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0012401>	"congenital stromal corneal dystrophy"	1	8	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0021058>	"neoplastic syndrome"	1	1	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0018293>	"congenital disorder of glycosylation with skin involvement"	0	2	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0006866>	"neonatal myasthenia gravis"	1	6	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0015943>	"eosinophilic granulomatosis with polyangiitis"	1	11	4	0	4	0
<http://purl.obolibrary.org/obo/MONDO_0013536>	"heme oxygenase 1 deficiency"	0	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0100024>	"self-limited familial and non-familial infantile seizures"	1	0	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0000563>	"GRID2-related autosomal dominant spinocerebellar ataxia"	0	1	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0016815>	"Leigh syndrome with leukodystrophy"	0	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0012459>	"hypertension, essential, susceptibility to, 6"	0	1	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0011380>	"leukoencephalopathy with vanishing white matter"	1	9	4	0	4	0
<http://purl.obolibrary.org/obo/MONDO_0020357>	"coloboma of eyelid"	1	5	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0001993>	"seminal vesicle adenocarcinoma"	1	3	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0002560>	"obsolete junctional epidermolysis bullosa"	0	0	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0007748>	"hypercalciuria, absorptive, 2"	0	4	2	0	2	1
<http://purl.obolibrary.org/obo/MONDO_0005149>	"pulmonary hypertension"	1	5	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0021929>	"traumatic myositis ossificans"	1	4	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0007276>	"cat-eye syndrome"	1	8	4	0	4	0
<http://purl.obolibrary.org/obo/MONDO_0011858>	"spastic paraplegia, ataxia, and mental retardation"	0	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0006252>	"obsolete infiltrating bladder lymphoepithelioma-like carcinoma"	0	0	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0018434>	"acute myeloid leukemia with t(9;11)(p22;q23)"	0	2	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0013417>	"complement component 3 deficiency"	1	8	3	0	3	1
<http://purl.obolibrary.org/obo/MONDO_0018511>	"epithelial tumor of the appendix"	1	2	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0012637>	"COG1-CDG"	1	7	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0005912>	"phencyclidine abuse"	1	5	2	0	2	1
<http://purl.obolibrary.org/obo/MONDO_0020231>	"cardiac disease with cataract"	0	2	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0013083>	"neuroblastoma, susceptibility to, 3"	1	1	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0001503>	"primary eye hypotony"	0	6	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0007043>	"Pfeiffer syndrome"	1	8	4	0	4	0
<http://purl.obolibrary.org/obo/MONDO_0018612>	"congenital hypothyroidism"	1	18	4	0	4	1
<http://purl.obolibrary.org/obo/MONDO_0043133>	"microcephaly micropenis convulsions"	0	3	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0007327>	"chylomicronemia, familial, due to circulating inhibitor of lipoprotein lipase"	0	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0002941>	"anal margin carcinoma"	1	3	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0010295>	"anhidrotic ectodermal dysplasia-immunodeficiency-osteopetrosis-lymphedema syndrome"	1	5	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0016809>	"spinocerebellar ataxia with epilepsy"	0	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0008709>	"acrocephalopolydactyly"	1	9	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0019710>	"dysostosis with predominant craniofacial involvement"	0	1	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0000740>	"adenoid hypertrophy"	1	6	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0006068>	"ACTH-producing pituitary gland adenoma"	1	2	2	0	2	1
<http://purl.obolibrary.org/obo/MONDO_0006970>	"sialolithiasis"	1	9	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0000765>	"obsolete corneal stromal dystrophy"	0	0	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0006257>	"jejunal neuroendocrine tumor G1"	1	3	2	0	2	1
<http://purl.obolibrary.org/obo/MONDO_0018121>	"mitochondrial DNA maintenance syndrome"	1	2	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0020101>	"constitutional hemolytic anemia due to membrane defect"	1	4	3	0	3	1
<http://purl.obolibrary.org/obo/MONDO_0019586>	"X-linked nonsyndromic deafness"	1	6	2	0	2	1
<http://purl.obolibrary.org/obo/MONDO_0011625>	"autosomal dominant nonsyndromic deafness 18"	1	5	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0008963>	"Chediak-Higashi syndrome"	1	12	4	0	4	0
<http://purl.obolibrary.org/obo/MONDO_0012054>	"schizophrenia 12"	1	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0002033>	"cecum cancer"	1	6	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0000074>	"obsolete neurodegeneration with brain iron accumulation"	0	0	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0010507>	"Xq25 duplication syndrome"	0	2	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0016530>	"laryngocele"	1	9	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0020565>	"obsolete adenocarcinoma of esophagus"	0	0	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0017180>	"10q22.3q23.3 microduplication syndrome"	0	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0009806>	"Bruck syndrome 1"	1	3	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0016089>	"infantile Krabbe disease"	0	3	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0010703>	"ornithine carbamoyltransferase deficiency"	1	11	5	0	5	0
<http://purl.obolibrary.org/obo/MONDO_0010469>	"epsilon-trimethyllysine hydroxylase deficiency"	0	2	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0004575>	"choline deficiency disease"	1	5	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0010744>	"thrombocytopenia with elevated serum IgA and renal disease"	0	4	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0015227>	"non-syndromic limb malformation"	0	1	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0016119>	"obsolete mitochondrial myopathy"	0	0	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0016453>	"foodborne botulism"	1	8	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0008761>	"alpha-2-deficient collagen disease"	0	4	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0011576>	"familial hyperaldosteronism type II"	1	8	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0002489>	"malignant breast phyllodes tumor"	1	5	4	0	4	1
<http://purl.obolibrary.org/obo/MONDO_0045024>	"cell proliferation disorder"	1	0	0	0	0	2
<http://purl.obolibrary.org/obo/MONDO_0009214>	"Fanconi anemia complementation group D2"	1	4	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0019835>	"primary hypophysitis"	1	7	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0014145>	"Leber congenital amaurosis 17"	1	4	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0015105>	"obsolete African tick typhus"	0	0	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0000704>	"lymphocytic colitis"	1	12	4	0	4	0
<http://purl.obolibrary.org/obo/MONDO_0005554>	"rheumatologic disorder"	1	8	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0001765>	"polyneuropathy in collagen vascular disease"	0	6	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0011634>	"rippling muscle disease"	1	6	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0012421>	"autosomal recessive nonsyndromic deafness 44"	1	5	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0006691>	"obsolete causalgia"	0	0	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0015134>	"constitutional neutropenia"	1	4	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0007958>	"familial medullary thyroid carcinoma"	1	6	2	0	2	1
<http://purl.obolibrary.org/obo/MONDO_0007968>	"melanoma tumor antigen Gp90"	0	1	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0018064>	"trigonocephaly-broad thumbs syndrome"	1	4	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0019897>	"distal monosomy 12q"	0	2	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0012141>	"orofacial cleft 6, susceptibility to"	1	1	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0000356>	"obsolete Walker-Warburg syndrome"	0	0	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0004855>	"tenosynovitis"	1	5	2	0	2	1
<http://purl.obolibrary.org/obo/MONDO_0016048>	"isolated autosomal dominant hypomagnesemia, Glaudemans type"	1	4	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0005901>	"pasteurellosis"	1	8	2	0	2	1
<http://purl.obolibrary.org/obo/MONDO_0018004>	"acute megakaryoblastic leukemia without down syndrome"	0	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0014324>	"pachyonychia congenita 3"	1	2	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0012212>	"Loeys-Dietz syndrome 1"	1	5	2	0	2	1
<http://purl.obolibrary.org/obo/MONDO_0044657>	"MME-related autosomal dominant Charcot Marie Tooth disease type 2"	0	1	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0002147>	"obsolete Coffin-Siris syndrome"	0	0	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0004641>	"skin carcinoma in situ"	1	23	2	0	2	1
<http://purl.obolibrary.org/obo/MONDO_0013255>	"arthrogryposis, renal dysfunction, and cholestasis 2"	1	2	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0018136>	"minimal pigment oculocutaneous albinism type 1"	1	5	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0019964>	"thymic neuroendocrine tumor"	1	4	2	0	2	1
<http://purl.obolibrary.org/obo/MONDO_0021134>	"acquired factor X deficiency"	1	4	2	0	2	1
<http://purl.obolibrary.org/obo/MONDO_0043731>	"lytic metastatic bone lesion"	1	4	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0006626>	"diabetic neuropathy"	1	7	3	0	3	1
<http://purl.obolibrary.org/obo/MONDO_0022771>	"circumscribed disseminated keratosis Jadassohn lew type"	0	1	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0017673>	"isolated focal palmoplantar keratoderma"	1	2	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0003005>	"macular retinal edema"	1	4	2	0	2	1
<http://purl.obolibrary.org/obo/MONDO_0020263>	"spinocerebellar ataxia with oculomotor anomaly"	0	1	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0012577>	"asthma-related traits, susceptibility to, 4"	0	1	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0000484>	"obsolete oromandibular dystonia"	0	0	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0006274>	"low grade vulvar intraepithelial neoplasia"	1	3	2	0	2	1
<http://purl.obolibrary.org/obo/MONDO_0003615>	"nerve compression syndrome"	1	4	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0017433>	"dysostosis with combined reduction defects of upper and lower limbs"	0	1	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0000253>	"piedra"	1	3	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0004185>	"ovarian serous cystadenofibroma"	1	3	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0018057>	"obsolete toxocariasis"	0	0	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0007233>	"second branchial cleft anomaly"	1	5	4	0	4	0
<http://purl.obolibrary.org/obo/MONDO_0037821>	"porphyrin metabolism disease"	1	1	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0024322>	"disorder of glycosylation"	1	0	0	0	0	1
<http://purl.obolibrary.org/obo/MONDO_0018307>	"neurodegeneration with brain iron accumulation"	1	7	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0018297>	"hypotonia-speech impairment-severe cognitive delay syndrome"	1	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0023682>	"tympanic paraganglioma"	1	6	2	0	2	1
<http://purl.obolibrary.org/obo/MONDO_0002507>	"gingival overgrowth"	1	5	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0007718>	"hepatic adenomas, familial"	0	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0012301>	"mitochondrial DNA depletion syndrome, myopathic form"	1	8	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0020376>	"early-onset nuclear cataract"	0	6	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0017014>	"interstitial lung disease specific to childhood"	1	3	2	0	2	1
<http://purl.obolibrary.org/obo/MONDO_0044228>	"obsolete eegbqtl"	1	1	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0014806>	"spinal muscular atrophy with congenital bone fractures 1"	1	2	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0007079>	"alcohol dependence"	1	9	4	0	4	1
<http://purl.obolibrary.org/obo/MONDO_0021028>	"genetic nail anomaly"	1	1	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0019414>	"BRESEK syndrome"	1	5	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0042604>	"Sandhaus-Ben-Ami syndrome"	0	3	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0004917>	"internal hordeolum"	1	6	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0004428>	"alveoli adenoma"	1	4	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0010515>	"Meester-Loeys syndrome; MRLS"	0	2	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0021727>	"aberrant subclavian artery"	1	4	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0010106>	"testes, rudimentary"	0	1	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0033009>	"Galloway-Mowat syndrome 5"	0	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0024619>	"central nervous system infectious disorder"	1	6	3	0	3	1
<http://purl.obolibrary.org/obo/MONDO_0022887>	"craniofrontonasal syndrome Teebi type"	0	1	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0016402>	"mitochondrial disease with epilepsy"	0	2	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0002748>	"rectum mucinous adenocarcinoma"	1	3	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0007034>	"Adams-Oliver syndrome"	1	9	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0015743>	"idiopathic bilateral vestibulopathy"	1	4	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0001994>	"sphenoidal sinus cancer"	1	6	2	0	2	1
<http://purl.obolibrary.org/obo/MONDO_0007221>	"brachydactyly type C"	0	7	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0005145>	"sporadic amyotrophic lateral sclerosis"	1	1	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0006440>	"systemic mastocytosis with associated clonal hematological non-mast-cell lineage disease"	1	2	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0010057>	"spinal muscular atrophy, Ryukyuan type"	0	4	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0018814>	"non-severe combined immunodeficiency"	0	1	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0017323>	"hypocalcemic rickets"	1	5	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0003588>	"larynx liposarcoma"	1	3	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0016514>	"epidermolysis bullosa simplex with anodontia/hypodontia"	0	2	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0005384>	"partial epilepsy"	1	7	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0056816>	"vulvar neuroendocrine carcinoma"	1	2	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0006722>	"dental fluorosis"	1	9	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0019034>	"accessory pancreas"	1	5	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0006238>	"growth hormone-producing pituitary gland adenoma"	1	8	5	0	5	1
<http://purl.obolibrary.org/obo/MONDO_0021311>	"malignant tumor of parathyroid gland"	1	4	3	0	3	1
<http://purl.obolibrary.org/obo/MONDO_0008403>	"scalp defects-postaxial polydactyly syndrome"	1	6	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0020264>	"spinocerebellar degenerescence and spastic paraparesis with an oculomotor anomaly"	0	1	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0006996>	"thyroid crisis (disease)"	1	11	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0013741>	"familial temporal lobe epilepsy 5"	1	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0000705>	"Clostridium difficile colitis"	1	7	3	0	3	1
<http://purl.obolibrary.org/obo/MONDO_0013542>	"Moyamoya disease 5"	1	2	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0010654>	"Partington syndrome"	0	4	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0012240>	"nemaline myopathy 4"	1	4	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0006377>	"pleural biphasic mesothelioma"	1	3	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0018820>	"recurrent metabolic encephalomyopathic crises-rhabdomyolysis-cardiac arrhythmia-intellectual disability syndrome"	1	2	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0013310>	"congenital adrenal hyperplasia due to cytochrome P450 oxidoreductase deficiency"	1	5	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0001481>	"femoral vein thrombophlebitis"	1	6	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0017390>	"methylmalonic acidemia without homocystinuria"	1	2	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0003516>	"adult teratoma"	1	3	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0002570>	"high pressure neurological syndrome"	1	3	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0020338>	"adult pure red cell aplasia"	1	6	3	0	3	1
<http://purl.obolibrary.org/obo/MONDO_0001788>	"nutmeg liver"	0	6	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0010908>	"loose anagen syndrome"	1	8	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0007402>	"creatine phosphokinase, elevated serum"	0	1	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0017377>	"preaxial polydactyly-colobomata-intellectual disability syndrome"	1	6	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0011580>	"cerebellar ataxia and hypergonadotropic hypogonadism"	0	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0014562>	"neonatal encephalomyopathy-cardiomyopathy-respiratory distress syndrome"	0	4	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0042496>	"ergotism"	1	4	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0007011>	"uveoparotid fever"	1	6	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0011259>	"retinitis pigmentosa 22"	1	5	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0024463>	"ovarian dysgenesis 1"	0	1	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0013647>	"primary microcephaly-epilepsy-permanent neonatal diabetes syndrome"	0	3	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0005251>	"obsolete pauciarticular juvenile rheumatoid arthritis"	1	4	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0014973>	"sudden cardiac failure, infantile; SCFI"	0	2	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0007653>	"genochondromatosis"	0	5	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0008506>	"symphalangism of toes"	0	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0006698>	"cholecystolithiasis"	1	5	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0015753>	"cap myopathy"	1	6	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0016778>	"iatrogenic botulism"	1	4	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0044305>	"ectodermal dysplasia 13, hair/tooth type"	0	2	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0013745>	"Joubert syndrome 14"	1	3	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0016359>	"limited systemic sclerosis"	1	6	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0013199>	"tuberous sclerosis 2"	1	4	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0010078>	"spondyloperipheral dysplasia-short ulna syndrome"	1	9	4	0	4	0
<http://purl.obolibrary.org/obo/MONDO_0011698>	"glycine N-methyltransferase deficiency"	1	7	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0005717>	"contagious pustular dermatitis"	1	7	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0003285>	"fallopian tube leiomyoma"	1	3	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0024317>	"chronic pain syndrome"	1	4	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0018477>	"bilirubin encephalopathy"	0	4	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0010842>	"multiple cutaneous and mucosal venous malformations"	1	6	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0025370>	"urogenital neoplasm"	1	2	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0002307>	"blepharoconjunctivitis"	1	9	2	0	2	1
<http://purl.obolibrary.org/obo/MONDO_0018977>	"polyneuropathy associated with IgM monoclonal gammapathy with anti-MAG"	1	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0016144>	"qualitative or quantitative defects of delta-sarcoglycan"	0	3	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0001421>	"frontal lobe neoplasm"	1	6	2	0	2	1
<http://purl.obolibrary.org/obo/MONDO_0002479>	"Sertoli-Leydig cell tumor"	1	5	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0001936>	"brawny scleritis"	0	5	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0020675>	"ischemic bowel disease"	1	1	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0014894>	"Meier-Gorlin syndrome 7; MGORS7"	1	2	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0000538>	"obsolete spindle epithelial tumor with thymus-like differentiation tumor"	0	0	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0012601>	"AUTS10"	0	1	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0014031>	"microcephalic primordial dwarfism, Alazami type"	1	4	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0007502>	"ear pits, posterior helical"	0	1	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0017518>	"brachydactyly of toes, bilateral"	0	2	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0014600>	"dyskeratosis congenita, autosomal recessive 6"	1	3	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0012629>	"paroxysmal nonkinesigenic dyskinesia 2"	1	5	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0012163>	"severe combined immunodeficiency, autosomal recessive, T cell-negative, B cell-positive, NK cell-positive"	1	5	1	0	1	0
