defined_class	defined_class_label	disease	disease_label	location	location_label
http://purl.obolibrary.org/obo/MONDO_0000469	sinoatrial node disorder	http://purl.obolibrary.org/obo/MONDO_0000001	disease or disorder	http://purl.obolibrary.org/obo/UBERON_0002351	sinoatrial node
http://purl.obolibrary.org/obo/MONDO_0045004	skeletal ligament disorder	http://purl.obolibrary.org/obo/MONDO_0000001	disease or disorder	http://purl.obolibrary.org/obo/UBERON_0008846	skeletal ligament
http://purl.obolibrary.org/obo/MONDO_0020120	skeletal muscle disorder	http://purl.obolibrary.org/obo/MONDO_0000001	disease or disorder	http://purl.obolibrary.org/obo/UBERON_0001134	skeletal muscle tissue
http://purl.obolibrary.org/obo/MONDO_0005172	skeletal system disorder	http://purl.obolibrary.org/obo/MONDO_0000001	disease or disorder	http://purl.obolibrary.org/obo/UBERON_0001434	skeletal system
http://purl.obolibrary.org/obo/MONDO_0005962	skeletal tuberculosis	http://purl.obolibrary.org/obo/MONDO_0018076	tuberculosis	http://purl.obolibrary.org/obo/UBERON_0001434	skeletal system
http://purl.obolibrary.org/obo/MONDO_0024481	skin appendage disorder	http://purl.obolibrary.org/obo/MONDO_0700096	human disease or disorder	http://purl.obolibrary.org/obo/UBERON_0000021	cutaneous appendage
http://purl.obolibrary.org/obo/MONDO_0005093	skin disorder	http://purl.obolibrary.org/obo/MONDO_0000001	disease or disorder	http://purl.obolibrary.org/obo/UBERON_0000014	zone of skin
http://purl.obolibrary.org/obo/MONDO_0024294	skin disorder caused by infection	http://purl.obolibrary.org/obo/MONDO_0005550	infectious disease	http://purl.obolibrary.org/obo/UBERON_0000014	zone of skin
http://purl.obolibrary.org/obo/MONDO_0001939	skin epithelioid hemangioma	http://purl.obolibrary.org/obo/MONDO_0021169	epithelioid hemangioma	http://purl.obolibrary.org/obo/UBERON_0000014	zone of skin
http://purl.obolibrary.org/obo/MONDO_0003110	skin hemangioma	http://purl.obolibrary.org/obo/MONDO_0006500	hemangioma	http://purl.obolibrary.org/obo/UBERON_0000014	zone of skin
http://purl.obolibrary.org/obo/MONDO_0000964	skin lipoma	http://purl.obolibrary.org/obo/MONDO_0005106	lipoma	http://purl.obolibrary.org/obo/UBERON_0000014	zone of skin
http://purl.obolibrary.org/obo/MONDO_0024673	skin lymphangioma	http://purl.obolibrary.org/obo/MONDO_0002013	lymphangioma	http://purl.obolibrary.org/obo/UBERON_0000014	zone of skin
http://purl.obolibrary.org/obo/MONDO_0006611	skin sarcoidosis	http://purl.obolibrary.org/obo/MONDO_0019338	sarcoidosis	http://purl.obolibrary.org/obo/UBERON_0000014	zone of skin
http://purl.obolibrary.org/obo/MONDO_0024654	skull disorder	http://purl.obolibrary.org/obo/MONDO_0000001	disease or disorder	http://purl.obolibrary.org/obo/UBERON_0003129	skull
http://purl.obolibrary.org/obo/MONDO_0008433	small cell lung carcinoma	http://purl.obolibrary.org/obo/MONDO_0000402	small cell carcinoma	http://purl.obolibrary.org/obo/UBERON_0002048	lung
http://purl.obolibrary.org/obo/MONDO_0004252	small intestinal L-cell glucagon-like peptide producing tumor	http://purl.obolibrary.org/obo/MONDO_0004211	L-cell glucagon-like peptide-producing neuroendocrine tumor	http://purl.obolibrary.org/obo/UBERON_0002108	small intestine
http://purl.obolibrary.org/obo/MONDO_0024635	small intestine disorder	http://purl.obolibrary.org/obo/MONDO_0000001	disease or disorder	http://purl.obolibrary.org/obo/UBERON_0002108	small intestine
http://purl.obolibrary.org/obo/MONDO_0018510	small intestine neuroendocrine neoplasm	http://purl.obolibrary.org/obo/MONDO_0019496	neuroendocrine neoplasm	http://purl.obolibrary.org/obo/UBERON_0002108	small intestine
http://purl.obolibrary.org/obo/MONDO_0005964	sphenoid sinusitis	http://purl.obolibrary.org/obo/MONDO_0005961	sinusitis	http://purl.obolibrary.org/obo/UBERON_0001677	sphenoid bone
http://purl.obolibrary.org/obo/MONDO_0002545	spinal cord disorder	http://purl.obolibrary.org/obo/MONDO_0000001	disease or disorder	http://purl.obolibrary.org/obo/UBERON_0002240	spinal cord
http://purl.obolibrary.org/obo/MONDO_0043797	spinal cord injury	http://purl.obolibrary.org/obo/MONDO_0021178	injury	http://purl.obolibrary.org/obo/UBERON_0002240	spinal cord
http://purl.obolibrary.org/obo/MONDO_0001790	spinal cord lipoma	http://purl.obolibrary.org/obo/MONDO_0005106	lipoma	http://purl.obolibrary.org/obo/UBERON_0002240	spinal cord
http://purl.obolibrary.org/obo/MONDO_0001893	spinal cord melanoma	http://purl.obolibrary.org/obo/MONDO_0005105	melanoma	http://purl.obolibrary.org/obo/UBERON_0002240	spinal cord
http://purl.obolibrary.org/obo/MONDO_0005309	spinal fracture	http://purl.obolibrary.org/obo/MONDO_0005315	bone fracture	http://purl.obolibrary.org/obo/UBERON_0001130	vertebral column
http://purl.obolibrary.org/obo/MONDO_0037747	spinal injury	http://purl.obolibrary.org/obo/MONDO_0021178	injury	http://purl.obolibrary.org/obo/UBERON_0001130	vertebral column
http://purl.obolibrary.org/obo/MONDO_0002333	splenic abscess	http://purl.obolibrary.org/obo/MONDO_0005227	abscess	http://purl.obolibrary.org/obo/UBERON_0002106	spleen
http://purl.obolibrary.org/obo/MONDO_0002332	splenic disorder	http://purl.obolibrary.org/obo/MONDO_0000001	disease or disorder	http://purl.obolibrary.org/obo/UBERON_0002106	spleen
http://purl.obolibrary.org/obo/MONDO_0002343	splenic hemangioma	http://purl.obolibrary.org/obo/MONDO_0006500	hemangioma	http://purl.obolibrary.org/obo/UBERON_0002106	spleen
http://purl.obolibrary.org/obo/MONDO_0005967	splenic tuberculosis	http://purl.obolibrary.org/obo/MONDO_0018076	tuberculosis	http://purl.obolibrary.org/obo/UBERON_0002106	spleen
http://purl.obolibrary.org/obo/MONDO_0004298	stomach disorder	http://purl.obolibrary.org/obo/MONDO_0000001	disease or disorder	http://purl.obolibrary.org/obo/UBERON_0000945	stomach
http://purl.obolibrary.org/obo/MONDO_0000255	subcutaneous mycosis	http://purl.obolibrary.org/obo/MONDO_0002041	fungal infectious disease	http://purl.obolibrary.org/obo/UBERON_0002072	hypodermis
http://purl.obolibrary.org/obo/MONDO_0019296	subcutaneous tissue disorder	http://purl.obolibrary.org/obo/MONDO_0700096	human disease or disorder	http://purl.obolibrary.org/obo/UBERON_0011818	superficial fascia
http://purl.obolibrary.org/obo/MONDO_0003115	subglottic hemangioma	http://purl.obolibrary.org/obo/MONDO_0006500	hemangioma	http://purl.obolibrary.org/obo/UBERON_0036068	subglottis
http://purl.obolibrary.org/obo/MONDO_0001597	submandibular gland disorder	http://purl.obolibrary.org/obo/MONDO_0000001	disease or disorder	http://purl.obolibrary.org/obo/UBERON_0001736	submandibular gland
http://purl.obolibrary.org/obo/MONDO_0024268	superficial mycosis	http://purl.obolibrary.org/obo/MONDO_0002041	fungal infectious disease	http://purl.obolibrary.org/obo/UBERON_0002027	stratum corneum of epidermis
http://purl.obolibrary.org/obo/MONDO_0002687	superior mesenteric artery syndrome	http://purl.obolibrary.org/obo/MONDO_0002254	syndromic disease	http://purl.obolibrary.org/obo/UBERON_0001182	superior mesenteric artery
http://purl.obolibrary.org/obo/MONDO_0015550	suprabasal epidermolysis bullosa simplex	http://purl.obolibrary.org/obo/MONDO_0017610	epidermolysis bullosa simplex	http://purl.obolibrary.org/obo/UBERON_0010402	epidermis suprabasal layer
http://purl.obolibrary.org/obo/MONDO_0006615	sweat gland disorder	http://purl.obolibrary.org/obo/MONDO_0000001	disease or disorder	http://purl.obolibrary.org/obo/UBERON_0001820	sweat gland
http://purl.obolibrary.org/obo/MONDO_0044993	sympathetic nervous system disorder	http://purl.obolibrary.org/obo/MONDO_0000001	disease or disorder	http://purl.obolibrary.org/obo/UBERON_0000013	sympathetic nervous system
http://purl.obolibrary.org/obo/MONDO_0021072	sympathetic paraganglioma	http://purl.obolibrary.org/obo/MONDO_0000448	paraganglioma	http://purl.obolibrary.org/obo/UBERON_0000013	sympathetic nervous system
http://purl.obolibrary.org/obo/MONDO_0004519	synovial angioma	http://purl.obolibrary.org/obo/MONDO_0006500	hemangioma	http://purl.obolibrary.org/obo/UBERON_0007616	layer of synovial tissue
http://purl.obolibrary.org/obo/MONDO_0056802	synovial bursa disorder	http://purl.obolibrary.org/obo/MONDO_0000001	disease or disorder	http://purl.obolibrary.org/obo/UBERON_0003668	synovial bursa
http://purl.obolibrary.org/obo/MONDO_0056799	synovium disorder	http://purl.obolibrary.org/obo/MONDO_0000001	disease or disorder	http://purl.obolibrary.org/obo/UBERON_0007616	layer of synovial tissue
http://purl.obolibrary.org/obo/MONDO_0100010	tendinopathy	http://purl.obolibrary.org/obo/MONDO_0000001	disease or disorder	http://purl.obolibrary.org/obo/UBERON_0000043	tendon
http://purl.obolibrary.org/obo/MONDO_0024876	tendon sheath disorder	http://purl.obolibrary.org/obo/MONDO_0000001	disease or disorder	http://purl.obolibrary.org/obo/UBERON_0000304	tendon sheath
http://purl.obolibrary.org/obo/MONDO_0004076	tendon sheath lipoma	http://purl.obolibrary.org/obo/MONDO_0005106	lipoma	http://purl.obolibrary.org/obo/UBERON_0000304	tendon sheath
http://purl.obolibrary.org/obo/MONDO_0002329	testicular disorder	http://purl.obolibrary.org/obo/MONDO_0000001	disease or disorder	http://purl.obolibrary.org/obo/UBERON_0000473	testis
http://purl.obolibrary.org/obo/MONDO_0002698	testicular gonadoblastoma	http://purl.obolibrary.org/obo/MONDO_0010768	gonadoblastoma	http://purl.obolibrary.org/obo/UBERON_0000473	testis
http://purl.obolibrary.org/obo/MONDO_0003395	testicular granulosa cell tumor	http://purl.obolibrary.org/obo/MONDO_0006036	granulosa cell tumor	http://purl.obolibrary.org/obo/UBERON_0000473	testis
http://purl.obolibrary.org/obo/MONDO_0003081	thalamic disorder	http://purl.obolibrary.org/obo/MONDO_0000001	disease or disorder	http://purl.obolibrary.org/obo/UBERON_0001897	dorsal plus ventral thalamus
http://purl.obolibrary.org/obo/MONDO_0003546	third cranial nerve disorder	http://purl.obolibrary.org/obo/MONDO_0000001	disease or disorder	http://purl.obolibrary.org/obo/UBERON_0001643	oculomotor nerve
http://purl.obolibrary.org/obo/MONDO_0044342	thoracic disc degenerative disorder	http://purl.obolibrary.org/obo/MONDO_0011385	intervertebral disc degenerative disorder	http://purl.obolibrary.org/obo/UBERON_0006073	thoracic region of vertebral column
http://purl.obolibrary.org/obo/MONDO_0003047	thymic large cell neuroendocrine carcinoma	http://purl.obolibrary.org/obo/MONDO_0005057	large cell neuroendocrine carcinoma	http://purl.obolibrary.org/obo/UBERON_0002370	thymus
http://purl.obolibrary.org/obo/MONDO_0020516	thymic neuroendocrine carcinoma	http://purl.obolibrary.org/obo/MONDO_0002120	neuroendocrine carcinoma	http://purl.obolibrary.org/obo/UBERON_0002370	thymus
http://purl.obolibrary.org/obo/MONDO_0019964	thymic neuroendocrine tumor	http://purl.obolibrary.org/obo/MONDO_0019496	neuroendocrine neoplasm	http://purl.obolibrary.org/obo/UBERON_0002370	thymus
http://purl.obolibrary.org/obo/MONDO_0003393	thymus gland disorder	http://purl.obolibrary.org/obo/MONDO_0700096	human disease or disorder	http://purl.obolibrary.org/obo/UBERON_0002370	thymus
http://purl.obolibrary.org/obo/MONDO_0002163	thymus lipoma	http://purl.obolibrary.org/obo/MONDO_0005106	lipoma	http://purl.obolibrary.org/obo/UBERON_0002370	thymus
http://purl.obolibrary.org/obo/MONDO_0004122	thymus small cell carcinoma	http://purl.obolibrary.org/obo/MONDO_0000402	small cell carcinoma	http://purl.obolibrary.org/obo/UBERON_0002370	thymus
http://purl.obolibrary.org/obo/MONDO_0003240	thyroid gland disorder	http://purl.obolibrary.org/obo/MONDO_0000001	disease or disorder	http://purl.obolibrary.org/obo/UBERON_0002046	thyroid gland
http://purl.obolibrary.org/obo/MONDO_0005320	tibia fracture	http://purl.obolibrary.org/obo/MONDO_0005315	bone fracture	http://purl.obolibrary.org/obo/UBERON_0000979	tibia
http://purl.obolibrary.org/obo/MONDO_0006469	tibial adamantinoma	http://purl.obolibrary.org/obo/MONDO_0002422	adamantinoma	http://purl.obolibrary.org/obo/UBERON_0000979	tibia
http://purl.obolibrary.org/obo/MONDO_0001127	tibialis tendinitis	http://purl.obolibrary.org/obo/MONDO_0004857	tendinitis	http://purl.obolibrary.org/obo/UBERON_0008230	tibialis
http://purl.obolibrary.org/obo/MONDO_0000242	tinea barbae	http://purl.obolibrary.org/obo/MONDO_0004678	dermatophytosis	http://purl.obolibrary.org/obo/UBERON_0010167	beard
http://purl.obolibrary.org/obo/MONDO_0005982	tinea infection	http://purl.obolibrary.org/obo/MONDO_0002041	fungal infectious disease	http://purl.obolibrary.org/obo/UBERON_0000014	zone of skin
http://purl.obolibrary.org/obo/MONDO_0001699	tinea manuum	http://purl.obolibrary.org/obo/MONDO_0004678	dermatophytosis	http://purl.obolibrary.org/obo/UBERON_0002398	manus
http://purl.obolibrary.org/obo/MONDO_0005984	tinea pedis	http://purl.obolibrary.org/obo/MONDO_0004678	dermatophytosis	http://purl.obolibrary.org/obo/UBERON_0002387	pes
http://purl.obolibrary.org/obo/MONDO_0001628	tinea unguium	http://purl.obolibrary.org/obo/MONDO_0004678	dermatophytosis	http://purl.obolibrary.org/obo/UBERON_0001705	nail
http://purl.obolibrary.org/obo/MONDO_0001165	tongue disorder	http://purl.obolibrary.org/obo/MONDO_0000001	disease or disorder	http://purl.obolibrary.org/obo/UBERON_0001723	tongue
http://purl.obolibrary.org/obo/MONDO_0044885	tonsillar lipoma	http://purl.obolibrary.org/obo/MONDO_0005106	lipoma	http://purl.obolibrary.org/obo/UBERON_0002372	tonsil
http://purl.obolibrary.org/obo/MONDO_0006999	tooth disorder	http://purl.obolibrary.org/obo/MONDO_0000001	disease or disorder	http://purl.obolibrary.org/obo/UBERON_0001091	calcareous tooth
http://purl.obolibrary.org/obo/MONDO_0002567	tracheal disorder	http://purl.obolibrary.org/obo/MONDO_0000001	disease or disorder	http://purl.obolibrary.org/obo/UBERON_0003126	trachea
http://purl.obolibrary.org/obo/MONDO_0000471	tricuspid valve disorder	http://purl.obolibrary.org/obo/MONDO_0000001	disease or disorder	http://purl.obolibrary.org/obo/UBERON_0002134	tricuspid valve
http://purl.obolibrary.org/obo/MONDO_0003543	trigeminal nerve disorder	http://purl.obolibrary.org/obo/MONDO_0000001	disease or disorder	http://purl.obolibrary.org/obo/UBERON_0001645	trigeminal nerve
http://purl.obolibrary.org/obo/MONDO_0007002	trochlear nerve disorder	http://purl.obolibrary.org/obo/MONDO_0000001	disease or disorder	http://purl.obolibrary.org/obo/UBERON_0001644	trochlear nerve
http://purl.obolibrary.org/obo/MONDO_0043836	tuberculosis, spinal	http://purl.obolibrary.org/obo/MONDO_0018076	tuberculosis	http://purl.obolibrary.org/obo/UBERON_0001130	vertebral column
http://purl.obolibrary.org/obo/MONDO_0003648	tympanic membrane disorder	http://purl.obolibrary.org/obo/MONDO_0000001	disease or disorder	http://purl.obolibrary.org/obo/UBERON_0002364	tympanic membrane
http://purl.obolibrary.org/obo/MONDO_0023682	tympanic paraganglioma	http://purl.obolibrary.org/obo/MONDO_0000448	paraganglioma	http://purl.obolibrary.org/obo/UBERON_0004114	tympanic cavity
http://purl.obolibrary.org/obo/MONDO_0005322	ulna fracture	http://purl.obolibrary.org/obo/MONDO_0005315	bone fracture	http://purl.obolibrary.org/obo/UBERON_0001424	ulna
http://purl.obolibrary.org/obo/MONDO_0044991	upper digestive tract disorder	http://purl.obolibrary.org/obo/MONDO_0700096	human disease or disorder	http://purl.obolibrary.org/obo/UBERON_0004908	upper digestive tract
http://purl.obolibrary.org/obo/MONDO_0004867	upper respiratory tract disorder	http://purl.obolibrary.org/obo/MONDO_0000001	disease or disorder	http://purl.obolibrary.org/obo/UBERON_0001557	upper respiratory tract
http://purl.obolibrary.org/obo/MONDO_0006482	ureter small cell carcinoma	http://purl.obolibrary.org/obo/MONDO_0000402	small cell carcinoma	http://purl.obolibrary.org/obo/UBERON_0000056	ureter
http://purl.obolibrary.org/obo/MONDO_0004517	ureter tuberculosis	http://purl.obolibrary.org/obo/MONDO_0018076	tuberculosis	http://purl.obolibrary.org/obo/UBERON_0000056	ureter
http://purl.obolibrary.org/obo/MONDO_0001926	ureteral disorder	http://purl.obolibrary.org/obo/MONDO_0000001	disease or disorder	http://purl.obolibrary.org/obo/UBERON_0000056	ureter
http://purl.obolibrary.org/obo/MONDO_0004184	urethral disorder	http://purl.obolibrary.org/obo/MONDO_0000001	disease or disorder	http://purl.obolibrary.org/obo/UBERON_0000057	urethra
http://purl.obolibrary.org/obo/MONDO_0006026	urinary bladder disorder	http://purl.obolibrary.org/obo/MONDO_0000001	disease or disorder	http://purl.obolibrary.org/obo/UBERON_0001255	urinary bladder
http://purl.obolibrary.org/obo/MONDO_0004114	urinary bladder small cell neuroendocrine carcinoma	http://purl.obolibrary.org/obo/MONDO_0000402	small cell carcinoma	http://purl.obolibrary.org/obo/UBERON_0001255	urinary bladder
http://purl.obolibrary.org/obo/MONDO_0004272	urinary bladder tuberculosis	http://purl.obolibrary.org/obo/MONDO_0018076	tuberculosis	http://purl.obolibrary.org/obo/UBERON_0001255	urinary bladder
http://purl.obolibrary.org/obo/MONDO_0006001	urinary schistosomiasis	http://purl.obolibrary.org/obo/MONDO_0015254	schistosomiasis	http://purl.obolibrary.org/obo/UBERON_0001255	urinary bladder
http://purl.obolibrary.org/obo/MONDO_0002118	urinary system disorder	http://purl.obolibrary.org/obo/MONDO_0700096	human disease or disorder	http://purl.obolibrary.org/obo/UBERON_0001008	renal system
http://purl.obolibrary.org/obo/MONDO_0100338	urinary tract infection	http://purl.obolibrary.org/obo/MONDO_0005550	infectious disease	http://purl.obolibrary.org/obo/UBERON_0001008	renal system
http://purl.obolibrary.org/obo/MONDO_0006002	urogenital tuberculosis	http://purl.obolibrary.org/obo/MONDO_0018076	tuberculosis	http://purl.obolibrary.org/obo/UBERON_0004122	genitourinary system
http://purl.obolibrary.org/obo/MONDO_0021650	uterine corpus neuroendocrine neoplasm	http://purl.obolibrary.org/obo/MONDO_0019496	neuroendocrine neoplasm	http://purl.obolibrary.org/obo/UBERON_0009853	body of uterus
http://purl.obolibrary.org/obo/MONDO_0002654	uterine disorder	http://purl.obolibrary.org/obo/MONDO_0000001	disease or disorder	http://purl.obolibrary.org/obo/UBERON_0000995	uterus
http://purl.obolibrary.org/obo/MONDO_0002661	uveal disorder	http://purl.obolibrary.org/obo/MONDO_0000001	disease or disorder	http://purl.obolibrary.org/obo/UBERON_0001768	uvea
http://purl.obolibrary.org/obo/MONDO_0006486	uveal melanoma	http://purl.obolibrary.org/obo/MONDO_0005105	melanoma	http://purl.obolibrary.org/obo/UBERON_0001768	uvea
http://purl.obolibrary.org/obo/MONDO_0001433	vaginal disorder	http://purl.obolibrary.org/obo/MONDO_0000001	disease or disorder	http://purl.obolibrary.org/obo/UBERON_0000996	vagina
http://purl.obolibrary.org/obo/MONDO_0006489	vaginal melanoma	http://purl.obolibrary.org/obo/MONDO_0005105	melanoma	http://purl.obolibrary.org/obo/UBERON_0000996	vagina
http://purl.obolibrary.org/obo/MONDO_0001535	vagus nerve disorder	http://purl.obolibrary.org/obo/MONDO_0000001	disease or disorder	http://purl.obolibrary.org/obo/UBERON_0001759	vagus nerve
http://purl.obolibrary.org/obo/MONDO_0044768	vagus nerve paraganglioma	http://purl.obolibrary.org/obo/MONDO_0000448	paraganglioma	http://purl.obolibrary.org/obo/UBERON_0001759	vagus nerve
http://purl.obolibrary.org/obo/MONDO_0005385	vascular disorder	http://purl.obolibrary.org/obo/MONDO_0000001	disease or disorder	http://purl.obolibrary.org/obo/UBERON_0002049	vasculature
http://purl.obolibrary.org/obo/MONDO_0022293	vascular disorder of penis	http://purl.obolibrary.org/obo/MONDO_0000001	disease or disorder	http://purl.obolibrary.org/obo/UBERON_0036269	penis blood vessel
http://purl.obolibrary.org/obo/MONDO_0004634	vein disorder	http://purl.obolibrary.org/obo/MONDO_0000001	disease or disorder	http://purl.obolibrary.org/obo/UBERON_0001638	vein
http://purl.obolibrary.org/obo/MONDO_0000812	vertebral column disorder	http://purl.obolibrary.org/obo/MONDO_0000001	disease or disorder	http://purl.obolibrary.org/obo/UBERON_0001130	vertebral column
http://purl.obolibrary.org/obo/MONDO_0045002	vertebral disorder	http://purl.obolibrary.org/obo/MONDO_0000001	disease or disorder	http://purl.obolibrary.org/obo/UBERON_0002412	vertebra
http://purl.obolibrary.org/obo/MONDO_0037847	vertebral joint disorder	http://purl.obolibrary.org/obo/MONDO_0000001	disease or disorder	http://purl.obolibrary.org/obo/UBERON_0001468	intervertebral joint
http://purl.obolibrary.org/obo/MONDO_0002643	vestibular disorder	http://purl.obolibrary.org/obo/MONDO_0000001	disease or disorder	http://purl.obolibrary.org/obo/UBERON_0001862	vestibular labyrinth
http://purl.obolibrary.org/obo/MONDO_0001563	vestibulocochlear nerve disorder	http://purl.obolibrary.org/obo/MONDO_0000001	disease or disorder	http://purl.obolibrary.org/obo/UBERON_0001648	vestibulocochlear nerve
http://purl.obolibrary.org/obo/MONDO_0020950	viral eye infection	http://purl.obolibrary.org/obo/MONDO_0005108	viral infectious disease	http://purl.obolibrary.org/obo/UBERON_0000970	eye
http://purl.obolibrary.org/obo/MONDO_0024352	viral respiratory tract infection	http://purl.obolibrary.org/obo/MONDO_0005108	viral infectious disease	http://purl.obolibrary.org/obo/UBERON_0000065	respiratory tract
http://purl.obolibrary.org/obo/MONDO_0003584	visual cortex disorder	http://purl.obolibrary.org/obo/MONDO_0000001	disease or disorder	http://purl.obolibrary.org/obo/UBERON_0000411	visual cortex
http://purl.obolibrary.org/obo/MONDO_0001834	visual pathway disorder	http://purl.obolibrary.org/obo/MONDO_0000001	disease or disorder	http://purl.obolibrary.org/obo/UBERON_0001908	optic tract
http://purl.obolibrary.org/obo/MONDO_0044137	vitreous body disorder	http://purl.obolibrary.org/obo/MONDO_0000001	disease or disorder	http://purl.obolibrary.org/obo/UBERON_0001798	vitreous body
http://purl.obolibrary.org/obo/MONDO_0004860	vitreous disorder	http://purl.obolibrary.org/obo/MONDO_0000001	disease or disorder	http://purl.obolibrary.org/obo/UBERON_0001797	vitreous humor
http://purl.obolibrary.org/obo/MONDO_0002192	vulvar angiokeratoma	http://purl.obolibrary.org/obo/MONDO_0003143	angiokeratoma	http://purl.obolibrary.org/obo/UBERON_0000997	mammalian vulva
http://purl.obolibrary.org/obo/MONDO_0006621	vulvar inverted follicular keratosis	http://purl.obolibrary.org/obo/MONDO_0006563	inverted follicular keratosis	http://purl.obolibrary.org/obo/UBERON_0000997	mammalian vulva
http://purl.obolibrary.org/obo/MONDO_0006491	vulvar lichen sclerosus	http://purl.obolibrary.org/obo/MONDO_0007899	lichen sclerosus et atrophicus	http://purl.obolibrary.org/obo/UBERON_0000997	mammalian vulva
http://purl.obolibrary.org/obo/MONDO_0002205	vulvar melanoma	http://purl.obolibrary.org/obo/MONDO_0005105	melanoma	http://purl.obolibrary.org/obo/UBERON_0000997	mammalian vulva
http://purl.obolibrary.org/obo/MONDO_0056816	vulvar neuroendocrine carcinoma	http://purl.obolibrary.org/obo/MONDO_0002120	neuroendocrine carcinoma	http://purl.obolibrary.org/obo/UBERON_0000997	mammalian vulva
http://purl.obolibrary.org/obo/MONDO_0006622	vulvar seborrheic keratosis	http://purl.obolibrary.org/obo/MONDO_0008420	seborrheic keratosis	http://purl.obolibrary.org/obo/UBERON_0000997	mammalian vulva
http://purl.obolibrary.org/obo/MONDO_0024183	wet beriberi	http://purl.obolibrary.org/obo/MONDO_0006676	beriberi	http://purl.obolibrary.org/obo/UBERON_0001016	nervous system
