iri	iri label	disease	disease label	location	location label
MONDO:0005834	lymphogranuloma venereum	MONDO:0005777	granuloma inguinale	UBERON:0002391	lymph
MONDO:0003004	macular degeneration	MONDO:0004580	retinal degeneration	UBERON:0000054	macula
MONDO:0002811	main bronchus cancer	MONDO:0004992	cancer	UBERON:0002182	main bronchus
MONDO:0006284	major salivary gland carcinoma	MONDO:0004993	carcinoma	UBERON:0001829	major salivary gland
MONDO:0006285	major salivary gland carcinoma ex pleomorphic adenoma	MONDO:0006403	salivary gland carcinoma ex pleomorphic adenoma	UBERON:0001829	major salivary gland
MONDO:0006286	major salivary gland mucoepidermoid carcinoma	MONDO:0003036	mucoepidermoid carcinoma	UBERON:0001829	major salivary gland
MONDO:0005628	male breast carcinoma	MONDO:0004993	carcinoma	UBERON:0016410	male breast
MONDO:0005372	male infertility	MONDO:0005047	infertility	UBERON:0000079	male reproductive system
MONDO:0000625	male reproductive organ benign neoplasm	MONDO:0005165	benign neoplasm	UBERON:0003135	male reproductive organ
MONDO:0005836	male reproductive organ cancer	MONDO:0004992	cancer	UBERON:0003135	male reproductive organ
MONDO:0003150	male reproductive system disease	MONDO:0000001	disease	UBERON:0000079	male reproductive system
MONDO:0004197	male urethral cancer	MONDO:0004992	cancer	UBERON:0001333	male urethra
MONDO:0002975	malignant breast melanoma	MONDO:0005105	melanoma (disease)	UBERON:0000310	breast
MONDO:0003990	malignant breast myoepithelioma	MONDO:0003158	myoepithelial carcinoma	UBERON:0000310	breast
MONDO:0021063	malignant colon neoplasm	MONDO:0004992	cancer	UBERON:0001155	colon
MONDO:0003363	malignant dermis tumor	MONDO:0004992	cancer	UBERON:0002067	dermis
MONDO:0003277	malignant ear neoplasm	MONDO:0004992	cancer	UBERON:0001690	ear
MONDO:0021069	malignant endocrine neoplasm	MONDO:0004992	cancer	UBERON:0002368	endocrine gland
MONDO:0002116	malignant exocrine pancreas neoplasm	MONDO:0004992	cancer	UBERON:0000017	exocrine pancreas
MONDO:0004048	malignant gastric teratoma	MONDO:0003514	malignant teratoma	UBERON:0000945	stomach
MONDO:0006290	malignant germ cell tumor	MONDO:0004992	cancer	CL:0000586	germ cell
MONDO:0016289	malignant germ cell tumor of cervix uteri	MONDO:0006290	malignant germ cell tumor	UBERON:0000002	uterine cervix
MONDO:0016273	malignant germ cell tumor of corpus uteri	MONDO:0006290	malignant germ cell tumor	UBERON:0009853	body of uterus
MONDO:0018171	malignant germ cell tumor of ovary	MONDO:0006290	malignant germ cell tumor	UBERON:0000992	ovary
MONDO:0003340	malignant glomus tumor	MONDO:0004992	cancer	UBERON:0004739	pronephric glomerulus
MONDO:0006291	malignant jugulotympanic paraganglioma	MONDO:0004992	cancer	UBERON:0034972	jugular body
MONDO:0003762	malignant leptomeningeal tumor	MONDO:0004992	cancer	UBERON:0000391	leptomeninx
MONDO:0000377	malignant leydig cell tumor	MONDO:0004992	cancer	CL:0000178	Leydig cell
MONDO:0003809	malignant mediastinum hemangiopericytoma	MONDO:0005094	spindle cell tumor	UBERON:0003728	mediastinum
MONDO:0002432	malignant neoplasm of acoustic nerve	MONDO:0004992	cancer	UBERON:0001648	vestibulocochlear nerve
MONDO:0002434	malignant oculomotor nerve tumor	MONDO:0004992	cancer	UBERON:0001643	oculomotor nerve
MONDO:0009831	malignant pancreatic neoplasm	MONDO:0004992	cancer	UBERON:0001264	pancreas
MONDO:0003805	malignant pericardial mesothelioma	MONDO:0005065	mesothelioma	UBERON:0002407	pericardium
MONDO:0005112	malignant pleural mesothelioma	MONDO:0005065	mesothelioma	UBERON:0000977	pleura
MONDO:0006294	malignant pleural neoplasm	MONDO:0004992	cancer	UBERON:0000977	pleura
MONDO:0006519	malignant rectal neoplasm	MONDO:0004992	cancer	UBERON:0001052	rectum
MONDO:0006295	malignant urinary system neoplasm	MONDO:0004992	cancer	UBERON:0001008	renal system
MONDO:0005837	mandibular cancer	MONDO:0004992	cancer	UBERON:0001684	mandible
MONDO:0006495	marginal zone b-cell lymphoma	MONDO:0005062	lymphoma	CL:0000845	marginal zone B cell
MONDO:0019024	mast cell sarcoma	MONDO:0005089	sarcoma	CL:0000097	mast cell
MONDO:0004467	mature gastric teratoma	MONDO:0003517	mature teratoma	UBERON:0000945	stomach
MONDO:0003820	mature ovarian teratoma	MONDO:0003517	mature teratoma	UBERON:0000992	ovary
MONDO:0005841	maxillary neoplasm	MONDO:0005070	neoplasm (disease)	UBERON:0011597	bone of upper jaw
MONDO:0004457	maxillary sinus Schneiderian papilloma	MONDO:0006353	paranasal sinus Schneiderian papilloma	UBERON:0001764	maxillary sinus
MONDO:0006297	maxillary sinus adenoid cystic carcinoma	MONDO:0004971	adenoid cystic carcinoma	UBERON:0001764	maxillary sinus
MONDO:0001748	maxillary sinus cancer	MONDO:0004992	cancer	UBERON:0001764	maxillary sinus
MONDO:0006577	maxillary sinus cholesteatoma	MONDO:0006530	cholesteatoma (disease)	UBERON:0001764	maxillary sinus
MONDO:0004384	maxillary sinus inverted papilloma	MONDO:0002537	inverted papilloma	UBERON:0001764	maxillary sinus
MONDO:0004394	maxillary sinus squamous cell carcinoma	MONDO:0005096	squamous cell carcinoma	UBERON:0001764	maxillary sinus
MONDO:0004914	median arcuate ligament syndrome	MONDO:0002254	syndromic disease	UBERON:0015215	median arcuate ligament
MONDO:0005843	mediastinal cancer	MONDO:0004992	cancer	UBERON:0003728	mediastinum
MONDO:0021067	mediastinal germ cell tumor	MONDO:0005040	germ cell tumor	UBERON:0003728	mediastinum
MONDO:0003255	mediastinal granular cell myoblastoma	MONDO:0006235	granular cell tumor	UBERON:0003728	mediastinum
MONDO:0004021	mediastinal malignant lymphoma	MONDO:0005062	lymphoma	UBERON:0003728	mediastinum
MONDO:0003808	mediastinal osteogenic sarcoma	MONDO:0009807	osteosarcoma (disease)	UBERON:0003728	mediastinum
MONDO:0003034	mediastinum angiosarcoma	MONDO:0016982	angiosarcoma (disease)	UBERON:0003728	mediastinum
MONDO:0001096	mediastinum ganglioneuroblastoma	MONDO:0005035	ganglioneuroblastoma (disease)	UBERON:0003728	mediastinum
MONDO:0003284	mediastinum leiomyoma	MONDO:0001572	leiomyoma	UBERON:0003728	mediastinum
MONDO:0003376	mediastinum leiomyosarcoma	MONDO:0005058	leiomyosarcoma	UBERON:0003728	mediastinum
MONDO:0003601	mediastinum liposarcoma	MONDO:0002852	mediastinum sarcoma	UBERON:0001833	lip
MONDO:0001095	mediastinum neuroblastoma	MONDO:0005072	neuroblastoma	UBERON:0003728	mediastinum
MONDO:0001426	mediastinum neurofibroma	MONDO:0016755	neurofibroma	UBERON:0003728	mediastinum
MONDO:0002851	mediastinum rhabdomyosarcoma	MONDO:0005212	rhabdomyosarcoma (disease)	UBERON:0003728	mediastinum
MONDO:0002852	mediastinum sarcoma	MONDO:0005089	sarcoma	UBERON:0003728	mediastinum
MONDO:0003826	mediastinum seminoma	MONDO:0003001	seminoma	UBERON:0003728	mediastinum
MONDO:0003467	mediastinum synovial sarcoma	MONDO:0010434	synovial sarcoma (disease)	UBERON:0003728	mediastinum
MONDO:0003518	mediastinum teratoma	MONDO:0002601	teratoma	UBERON:0003728	mediastinum
MONDO:0015277	medullary thyroid gland carcinoma	MONDO:0004993	carcinoma	CL:0000570	parafollicular cell
MONDO:0007959	medulloblastoma	MONDO:0005564	embryonal neoplasm	UBERON:0002037	cerebellum
MONDO:0004512	meningeal melanomatosis	MONDO:0004141	melanomatosis	UBERON:0010743	meningeal cluster
MONDO:0003223	meninges hemangiopericytoma	MONDO:0005094	spindle cell tumor	UBERON:0010743	meningeal cluster
MONDO:0004308	meninges sarcoma	MONDO:0005089	sarcoma	UBERON:0010743	meningeal cluster
MONDO:0001116	mesenteric lymphadenitis	MONDO:0002052	lymphadenitis (disease)	UBERON:0002095	mesentery
MONDO:0003121	middle cranial fossa meningioma	MONDO:0016642	meningioma (disease)	UBERON:0003722	middle cranial fossa
MONDO:0003189	middle ear adenocarcinoma	MONDO:0004970	adenocarcinoma	UBERON:0001756	middle ear
MONDO:0003423	middle ear adenoma	MONDO:0004972	adenoma	UBERON:0001756	middle ear
MONDO:0003275	middle ear cancer	MONDO:0004992	cancer	UBERON:0001756	middle ear
MONDO:0003190	middle ear carcinoma	MONDO:0004993	carcinoma	UBERON:0001756	middle ear
MONDO:0003276	middle ear disease	MONDO:0000001	disease	UBERON:0001756	middle ear
MONDO:0006303	middle ear squamous cell carcinoma	MONDO:0005096	squamous cell carcinoma	UBERON:0001756	middle ear
MONDO:0003767	mitral valve disease	MONDO:0000001	disease	UBERON:0002135	mitral valve
MONDO:0016742	mixed germ cell tumor of central nervous system	MONDO:0015864	mixed germ cell tumor	UBERON:0001017	central nervous system
MONDO:0002469	mixed lacrimal gland cancer	MONDO:0005853	malignant mixed neoplasm	UBERON:0001817	lacrimal gland
MONDO:0020128	motor neuron disease	MONDO:0000001	disease	CL:0000100	motor neuron
MONDO:0006858	mouth disease	MONDO:0000001	disease	UBERON:0000165	mouth
MONDO:0004957	mucinous adenocarcinoma	MONDO:0004993	carcinoma	GO:0070701	mucus layer
MONDO:0018330	mucinous adenocarcinoma of the appendix	MONDO:0004957	mucinous adenocarcinoma	UBERON:0001154	vermiform appendix
MONDO:0002583	mucinous ovarian cystadenoma	MONDO:0006859	mucinous cystadenoma	UBERON:0000992	ovary
MONDO:0003093	mucoepidermoid esophageal carcinoma	MONDO:0003036	mucoepidermoid carcinoma	UBERON:0001043	esophagus
MONDO:0009693	multiple myeloma	MONDO:0005170	myeloid neoplasm	CL:0000786	plasma cell
MONDO:0005864	muscle cancer	MONDO:0004992	cancer	UBERON:0005090	muscle structure
MONDO:0003939	muscle tissue disease	MONDO:0000001	disease	UBERON:0002385	muscle tissue
MONDO:0019119	muscular channelopathy	MONDO:0021016	channelopathy	UBERON:0002385	muscle tissue
MONDO:0005218	muscular disease	MONDO:0000001	disease	UBERON:0001630	muscle organ
MONDO:0000636	musculoskeletal system benign neoplasm	MONDO:0005165	benign neoplasm	UBERON:0002204	musculoskeletal system
MONDO:0000637	musculoskeletal system cancer	MONDO:0004992	cancer	UBERON:0002204	musculoskeletal system
MONDO:0002081	musculoskeletal system disease	MONDO:0000001	disease	UBERON:0002204	musculoskeletal system
MONDO:0004749	myocardium cancer	MONDO:0004992	cancer	UBERON:0002349	myocardium
MONDO:0006312	myofibroma	MONDO:0001572	leiomyoma	UBERON:0001833	lip
MONDO:0004746	myopathy of extraocular muscle	MONDO:0005336	myopathy	UBERON:0001601	extra-ocular muscle
MONDO:0004436	myxoid liposarcoma of the ovary	MONDO:0013280	myxoid liposarcoma	UBERON:0000992	ovary
MONDO:0002884	nail disease	MONDO:0000001	disease	UBERON:0001705	nail
MONDO:0003211	nasal cavity adenocarcinoma	MONDO:0004970	adenocarcinoma	UBERON:0001707	nasal cavity
MONDO:0001128	nasal cavity cancer	MONDO:0004992	cancer	UBERON:0001707	nasal cavity
MONDO:0003212	nasal cavity carcinoma	MONDO:0004993	carcinoma	UBERON:0001707	nasal cavity
MONDO:0003784	nasal cavity carcinoma in situ	MONDO:0004647	in situ carcinoma	UBERON:0001707	nasal cavity
MONDO:0002232	nasal cavity disease	MONDO:0000001	disease	UBERON:0001707	nasal cavity
MONDO:0001130	nasal cavity lymphoma	MONDO:0005062	lymphoma	UBERON:0001707	nasal cavity
MONDO:0001129	nasal cavity olfactory neuroblastoma	MONDO:0006329	olfactory neuroblastoma	UBERON:0001707	nasal cavity
MONDO:0006059	nasal cavity squamous cell carcinoma	MONDO:0005096	squamous cell carcinoma	UBERON:0001707	nasal cavity
MONDO:0003753	nasal vestibule papilloma	MONDO:0002363	papilloma	UBERON:0000402	nasal vestibule
MONDO:0015459	nasopharyngeal carcinoma	MONDO:0004993	carcinoma	UBERON:0001728	nasopharynx
MONDO:0004821	nasopharyngeal disease	MONDO:0000001	disease	UBERON:0001728	nasopharynx
MONDO:0001010	natural killer cell leukemia	MONDO:0005059	leukemia (disease)	CL:0000623	natural killer cell
MONDO:0004464	nephrogenic adenoma of the urethra	MONDO:0004191	nephrogenic adenoma	UBERON:0000057	urethra
MONDO:0004190	nephrogenic adenoma of urinary bladder	MONDO:0004191	nephrogenic adenoma	UBERON:0001255	urinary bladder
MONDO:0000648	nervous system benign neoplasm	MONDO:0005165	benign neoplasm	UBERON:0001016	nervous system
MONDO:0005872	nervous system cancer	MONDO:0004992	cancer	UBERON:0001016	nervous system
MONDO:0005071	nervous system disease	MONDO:0000001	disease	UBERON:0001016	nervous system
MONDO:0003926	neurilemmoma of the pleura	MONDO:0002546	schwannoma	UBERON:0000977	pleura
MONDO:0003303	neurofibroma of gallbladder	MONDO:0016755	neurofibroma	UBERON:0002110	gall bladder
MONDO:0001789	neurofibroma of spinal cord	MONDO:0016755	neurofibroma	UBERON:0002240	spinal cord
MONDO:0004837	neurofibroma of the esophagus	MONDO:0016755	neurofibroma	UBERON:0001043	esophagus
MONDO:0004752	neurofibroma of the heart	MONDO:0016755	neurofibroma	UBERON:0000948	heart
MONDO:0007450	neurohypophyseal diabetes insipidus	MONDO:0004782	diabetes insipidus	UBERON:0000007	pituitary gland
MONDO:0003256	neurohypophysis granular cell tumor	MONDO:0006235	granular cell tumor	UBERON:0002198	neurohypophysis
MONDO:0003950	nipple carcinoma	MONDO:0004993	carcinoma	UBERON:0002030	nipple
MONDO:0003603	non-functioning pituitary gland neoplasm	MONDO:0021119	non-functioning endocrine neoplasm	UBERON:0000007	pituitary gland
MONDO:0002436	nose disease	MONDO:0000001	disease	UBERON:0000004	nose
MONDO:0002597	notochordal cancer	MONDO:0004992	cancer	UBERON:0002328	notochord
MONDO:0004709	occipital lobe neoplasm	MONDO:0005070	neoplasm (disease)	UBERON:0002021	occipital lobe
MONDO:0002236	ocular cancer	MONDO:0004992	cancer	UBERON:0000970	eye
MONDO:0006325	ocular melanoma	MONDO:0005105	melanoma (disease)	UBERON:0000970	eye
MONDO:0001355	ocular siderosis	MONDO:0001436	hemosiderosis	UBERON:0000019	camera-type eye
MONDO:0001557	olecranon bursitis	MONDO:0002471	bursitis	UBERON:0006810	olecranon
MONDO:0004446	olfactory groove meningioma	MONDO:0016642	meningioma (disease)	UBERON:0002772	olfactory sulcus
MONDO:0002727	olfactory nerve disease	MONDO:0000001	disease	UBERON:0001579	olfactory nerve
MONDO:0002722	olfactory nerve neoplasm	MONDO:0005070	neoplasm (disease)	UBERON:0001579	olfactory nerve
MONDO:0003234	optic nerve astrocytoma	MONDO:0019781	astrocytoma	UBERON:0001908	optic tract
MONDO:0002135	optic nerve disease	MONDO:0000001	disease	UBERON:0000941	cranial nerve II
MONDO:0002640	optic nerve neoplasm	MONDO:0005070	neoplasm (disease)	UBERON:0000941	cranial nerve II
MONDO:0005886	oral candidiasis	MONDO:0002026	candidiasis	UBERON:0000165	mouth
MONDO:0005515	oral cavity cancer	MONDO:0004992	cancer	UBERON:0000167	oral cavity
MONDO:0000371	oral cavity carcinoma in situ	MONDO:0004647	in situ carcinoma	UBERON:0000167	oral cavity
MONDO:0004958	oral squamous cell carcinoma	MONDO:0005096	squamous cell carcinoma	UBERON:0000165	mouth
MONDO:0004943	orbit sarcoma	MONDO:0005089	sarcoma	UBERON:0001697	orbit of skull
MONDO:0002889	orbital cancer	MONDO:0004992	cancer	UBERON:0001697	orbit of skull
MONDO:0000236	oropharyngeal anthrax	MONDO:0005119	anthrax infection	UBERON:0001729	oropharynx
MONDO:0004608	oropharynx cancer	MONDO:0004992	cancer	UBERON:0001729	oropharynx
MONDO:0009807	osteosarcoma (disease)	MONDO:0005089	sarcoma	UBERON:0008883	osteoid
MONDO:0003035	ovarian angiosarcoma	MONDO:0016982	angiosarcoma (disease)	UBERON:0000992	ovary
MONDO:0000646	ovarian benign neoplasm	MONDO:0005165	benign neoplasm	UBERON:0000992	ovary
MONDO:0008170	ovarian cancer	MONDO:0004992	cancer	UBERON:0000992	ovary
MONDO:0005140	ovarian carcinoma	MONDO:0004993	carcinoma	UBERON:0000992	ovary
MONDO:0006045	ovarian clear cell adenocarcinoma	MONDO:0005004	clear cell adenocarcinoma	UBERON:0000992	ovary
MONDO:0003695	ovarian clear cell adenofibroma	MONDO:0003460	clear cell adenofibroma	UBERON:0000992	ovary
MONDO:0003694	ovarian clear cell cystadenofibroma	MONDO:0003693	clear cell cystadenofibroma	UBERON:0000992	ovary
MONDO:0002702	ovarian cystadenocarcinoma	MONDO:0005596	cystadenocarcinoma	UBERON:0000992	ovary
MONDO:0005558	ovarian disease	MONDO:0000001	disease	UBERON:0000992	ovary
MONDO:0003581	ovarian embryonal carcinoma	MONDO:0005440	embryonal carcinoma	UBERON:0000992	ovary
MONDO:0003812	ovarian endometrial cancer	MONDO:0002480	female reproductive endometrioid cancer	UBERON:0000992	ovary
MONDO:0006335	ovarian endometrioid adenocarcinoma	MONDO:0005461	endometrium adenocarcinoma	UBERON:0000992	ovary
MONDO:0002229	ovarian epithelial tumor	MONDO:0005626	epithelial neoplasm	UBERON:0000992	ovary
MONDO:0011366	ovarian germ cell tumor	MONDO:0005040	germ cell tumor	UBERON:0000992	ovary
MONDO:0002697	ovarian gonadoblastoma (disease)	MONDO:0010768	gonadoblastoma	UBERON:0000992	ovary
MONDO:0002227	ovarian lymphoma	MONDO:0005062	lymphoma	UBERON:0000992	ovary
MONDO:0002223	ovarian malignant mesothelioma	MONDO:0006292	malignant mesothelioma (disease)	UBERON:0000992	ovary
MONDO:0000543	ovarian melanoma	MONDO:0005105	melanoma (disease)	UBERON:0000992	ovary
MONDO:0005601	ovarian mucinous adenocarcinoma	MONDO:0004957	mucinous adenocarcinoma	UBERON:0000992	ovary
MONDO:0003887	ovarian mucinous adenofibroma	MONDO:0002398	mucinous adenofibroma	UBERON:0000992	ovary
MONDO:0002701	ovarian mucinous cystadenocarcinoma	MONDO:0005858	mucinous cystadenocarcinoma	UBERON:0000992	ovary
MONDO:0021068	ovarian neoplasm	MONDO:0005070	neoplasm (disease)	UBERON:0000992	ovary
MONDO:0004185	ovarian serous cystadenofibroma	MONDO:0005182	serous cystadenofibroma	UBERON:0000992	ovary
MONDO:0003494	ovarian squamous cell carcinoma	MONDO:0005096	squamous cell carcinoma	UBERON:0000992	ovary
MONDO:0003495	ovarian squamous cell neoplasm	MONDO:0002532	squamous cell neoplasm	UBERON:0000992	ovary
MONDO:0002230	ovarian wilms tumor	MONDO:0006058	Wilms tumor	UBERON:0000992	ovary
MONDO:0002752	ovary adenocarcinoma	MONDO:0004970	adenocarcinoma	UBERON:0000992	ovary
MONDO:0003355	ovary leiomyosarcoma	MONDO:0005058	leiomyosarcoma	UBERON:0000992	ovary
MONDO:0002481	ovary neuroendocrine neoplasm	MONDO:0019496	neuroendocrine tumor	UBERON:0000992	ovary
MONDO:0003874	ovary papillary carcinoma	MONDO:0006509	papillary carcinoma	UBERON:0000992	ovary
MONDO:0002858	ovary rhabdomyosarcoma	MONDO:0005212	rhabdomyosarcoma (disease)	UBERON:0000992	ovary
MONDO:0002225	ovary sarcoma	MONDO:0005089	sarcoma	UBERON:0000992	ovary
MONDO:0003625	ovary serous adenocarcinoma	MONDO:0005278	serous adenocarcinoma	UBERON:0000992	ovary
MONDO:0002830	ovary transitional cell carcinoma	MONDO:0006474	transitional cell carcinoma	UBERON:0000992	ovary
MONDO:0006345	palmar fibromatosis	MONDO:0005031	fibromatosis	UBERON:0008878	palmar part of manus
MONDO:0002356	pancreas disease	MONDO:0000001	disease	UBERON:0001264	pancreas
MONDO:0002114	pancreas lymphoma	MONDO:0005062	lymphoma	UBERON:0001264	pancreas
MONDO:0002117	pancreas sarcoma	MONDO:0005089	sarcoma	UBERON:0001264	pancreas
MONDO:0006346	pancreatic acinar cell carcinoma	MONDO:0004993	carcinoma	CL:0002064	pancreatic acinar cell
MONDO:0006047	pancreatic adenocarcinoma	MONDO:0004970	adenocarcinoma	UBERON:0001264	pancreas
MONDO:0005614	pancreatic adenosquamous carcinoma	MONDO:0006074	adenosquamous carcinoma	UBERON:0001264	pancreas
MONDO:0005184	pancreatic ductal adenocarcinoma	MONDO:0004970	adenocarcinoma	UBERON:0007329	pancreatic duct
MONDO:0005893	pancreatic endocrine carcinoma	MONDO:0004993	carcinoma	UBERON:0000016	endocrine pancreas
MONDO:0021076	pancreatic exocrine neoplasm	MONDO:0005070	neoplasm (disease)	UBERON:0000017	exocrine pancreas
MONDO:0006347	pancreatic large cell neuroendocrine carcinoma	MONDO:0005057	large cell neuroendocrine carcinoma	UBERON:0001264	pancreas
MONDO:0021040	pancreatic neoplasm	MONDO:0005070	neoplasm (disease)	UBERON:0001264	pancreas
MONDO:0005815	pancreatic neuroendocrine neoplasm	MONDO:0005070	neoplasm (disease)	UBERON:0000016	endocrine pancreas
MONDO:0003630	pancreatic serous cystadenocarcinoma	MONDO:0005278	serous adenocarcinoma	UBERON:0001264	pancreas
MONDO:0002666	pancreatic signet ring cell adenocarcinoma	MONDO:0005092	signet ring cell carcinoma	UBERON:0001264	pancreas
MONDO:0006348	pancreatic small cell neuroendocrine carcinoma	MONDO:0000402	small cell carcinoma	UBERON:0000016	endocrine pancreas
MONDO:0005603	pancreatic tubular adenocarcinoma	MONDO:0005606	tubular adenocarcinoma	UBERON:0001264	pancreas
MONDO:0016285	papillary carcinoma of the cervix uteri	MONDO:0006509	papillary carcinoma	UBERON:0000002	uterine cervix
MONDO:0006049	papillary lung adenocarcinoma	MONDO:0002512	papillary adenocarcinoma	UBERON:0002048	lung
MONDO:0003261	papillary meningioma of the cerebellum	MONDO:0021088	papillary meningioma	UBERON:0002037	cerebellum
MONDO:0003443	papillary urothelial neoplasm	MONDO:0021096	papillary epithelial neoplasm	UBERON:0000365	urothelium
MONDO:0001350	parametrium malignant neoplasm	MONDO:0004992	cancer	UBERON:0010391	parametrium
MONDO:0006352	paranasal sinus adenoid cystic carcinoma	MONDO:0004971	adenoid cystic carcinoma	UBERON:0001825	paranasal sinus
MONDO:0000380	paranasal sinus cancer	MONDO:0004992	cancer	UBERON:0001825	paranasal sinus
MONDO:0001735	paranasal sinus disease	MONDO:0000001	disease	UBERON:0001825	paranasal sinus
MONDO:0001743	paranasal sinus lymphoma	MONDO:0005062	lymphoma	UBERON:0001825	paranasal sinus
MONDO:0001758	paranasal sinus sarcoma	MONDO:0005089	sarcoma	UBERON:0001825	paranasal sinus
MONDO:0018215	paraneoplastic neurologic syndrome	MONDO:0021073	paraneoplastic syndrome	UBERON:0001016	nervous system
MONDO:0021052	parasympathetic paraganglioma	MONDO:0000448	paraganglioma	UBERON:0000011	parasympathetic nervous system
MONDO:0006890	parathyroid gland adenoma	MONDO:0004972	adenoma	UBERON:0001132	parathyroid gland
MONDO:0012004	parathyroid gland carcinoma	MONDO:0004993	carcinoma	UBERON:0001132	parathyroid gland
MONDO:0001223	parathyroid gland disease	MONDO:0000001	disease	UBERON:0001132	parathyroid gland
MONDO:0006354	parathyroid hyperplasia (disease)	MONDO:0005043	hyperplasia	UBERON:0001132	parathyroid gland
MONDO:0001869	paraurethral gland cancer	MONDO:0004992	cancer	UBERON:0010145	paraurethral gland
MONDO:0000520	parietal lobe ependymoma	MONDO:0016698	ependymoma	UBERON:0001872	parietal lobe
MONDO:0001952	parietal lobe neoplasm	MONDO:0004992	cancer	UBERON:0001872	parietal lobe
MONDO:0005899	parotid disease	MONDO:0000001	disease	UBERON:0001831	parotid gland
MONDO:0006355	parotid gland acinic cell carcinoma	MONDO:0004965	acinar cell carcinoma	UBERON:0001831	parotid gland
MONDO:0006356	parotid gland adenoid cystic carcinoma	MONDO:0004971	adenoid cystic carcinoma	UBERON:0001831	parotid gland
MONDO:0004700	parotid gland cancer	MONDO:0004992	cancer	UBERON:0001831	parotid gland
MONDO:0006357	parotid gland carcinoma ex pleomorphic adenoma	MONDO:0002472	carcinoma ex pleomorphic adenoma	UBERON:0001831	parotid gland
MONDO:0006358	parotid gland squamous cell carcinoma	MONDO:0005096	squamous cell carcinoma	UBERON:0001831	parotid gland
MONDO:0005902	peanut allergic reaction	MONDO:0006872	nut allergic reaction	CL:0002303	pigmented ciliary epithelial cell
MONDO:0001325	penile cancer	MONDO:0004992	cancer	UBERON:0000989	penis
MONDO:0006360	penile carcinoma	MONDO:0004993	carcinoma	UBERON:0000989	penis
MONDO:0002036	penile disease	MONDO:0000001	disease	UBERON:0000989	penis
MONDO:0006361	penile fibromatosis	MONDO:0005031	fibromatosis	UBERON:0000989	penis
MONDO:0002653	penis Paget's disease	MONDO:0002648	mammary Paget's disease	UBERON:0000989	penis
MONDO:0002935	penis basal cell carcinoma	MONDO:0005341	skin basal cell carcinoma	UBERON:0000989	penis
MONDO:0004089	penis basaloid carcinoma	MONDO:0003486	basaloid squamous cell carcinoma	UBERON:0000989	penis
MONDO:0004671	penis carcinoma in situ	MONDO:0004647	in situ carcinoma	UBERON:0000989	penis
MONDO:0004433	penis papillary carcinoma	MONDO:0006509	papillary carcinoma	UBERON:0000989	penis
MONDO:0001387	penis sarcoma	MONDO:0005089	sarcoma	UBERON:0000989	penis
MONDO:0003484	penis squamous cell carcinoma	MONDO:0005096	squamous cell carcinoma	UBERON:0000989	penis
MONDO:0003698	penis verrucous carcinoma	MONDO:0006006	verrucous carcinoma	UBERON:0000989	penis
MONDO:0004465	periampullary adenocarcinoma	MONDO:0004970	adenocarcinoma	UBERON:0012273	periampullary region of duodenum
MONDO:0004337	perianal skin Paget's disease	MONDO:0002648	mammary Paget's disease	UBERON:0012336	perianal skin
MONDO:0001322	pericardium cancer	MONDO:0004992	cancer	UBERON:0002407	pericardium
MONDO:0000474	pericardium disease	MONDO:0000001	disease	UBERON:0002407	pericardium
MONDO:0003294	pericardium leiomyoma	MONDO:0001572	leiomyoma	UBERON:0002407	pericardium
MONDO:0002635	periodontal disease	MONDO:0000001	disease	UBERON:0001758	periodontium
MONDO:0021089	peripheral nervous system cancer	MONDO:0004992	cancer	UBERON:0000010	peripheral nervous system
MONDO:0003620	peripheral nervous system disease	MONDO:0000001	disease	UBERON:0000010	peripheral nervous system
MONDO:0001406	peripheral nervous system neoplasm	MONDO:0005070	neoplasm (disease)	UBERON:0000010	peripheral nervous system
MONDO:0002981	peripheral primitive neuroectodermal tumor of bone	MONDO:0018271	peripheral primitive neuroectodermal tumor	UBERON:0002481	bone tissue
MONDO:0002113	peritoneal carcinoma	MONDO:0004993	carcinoma	UBERON:0002358	peritoneum
MONDO:0006362	peritoneal mesothelioma (disease)	MONDO:0005065	mesothelioma	UBERON:0002358	peritoneum
MONDO:0003195	peritoneal serous adenocarcinoma	MONDO:0005278	serous adenocarcinoma	UBERON:0002358	peritoneum
MONDO:0002087	peritoneum cancer	MONDO:0004992	cancer	UBERON:0002358	peritoneum
MONDO:0000516	phalanx chondroma	MONDO:0002360	chondroma	UBERON:0003221	phalanx
MONDO:0005517	pharynx cancer	MONDO:0004992	cancer	UBERON:0006562	pharynx
MONDO:0000372	pharynx carcinoma in situ	MONDO:0004647	in situ carcinoma	UBERON:0006562	pharynx
MONDO:0000536	pharynx squamous cell carcinoma	MONDO:0005096	squamous cell carcinoma	UBERON:0006562	pharynx
MONDO:0003168	pilocytic astrocytoma of cerebellum	MONDO:0016691	pilocytic astrocytoma	UBERON:0002037	cerebellum
MONDO:0003171	pineal gland astrocytoma	MONDO:0019781	astrocytoma	UBERON:0001905	pineal body
MONDO:0003249	pineal gland cancer	MONDO:0004992	cancer	UBERON:0001905	pineal body
MONDO:0003399	pineal region yolk sac tumor	MONDO:0019495	yolk sac tumor	UBERON:0001905	pineal body
MONDO:0017582	pituitary adenocarcinoma (disease)	MONDO:0004970	adenocarcinoma	UBERON:0000007	pituitary gland
MONDO:0006373	pituitary gland adenoma	MONDO:0004972	adenoma	UBERON:0000007	pituitary gland
